Date,Store ID,Product ID,Category,Region,Inventory Level,Units Sold,Units Ordered,Demand,Price,Discount,Weather Condition,Holiday/Promotion,Competitor Pricing,Seasonality,Holding Cost per Unit,Lead Time (Days),Ordering Cost,DayOfWeek,DayOfMonth,WeekOfYear,Quarter,Predicted_Demand,XGB_Sales_Pred
9/8/2023,5,14,1,2,333,121,94,112.5,87.73,20,4,0,83.04,1,3.23,5,65.79309402,4,8,36,3,183,170.93095
9/8/2023,5,15,1,4,286,155,146,164.98,71.73,20,4,0,76.09,2,3.2,5,31.80909156,4,8,36,3,179,175.846
9/8/2023,5,16,1,4,155,42,66,61.85,33.95,15,3,1,32.75,1,7.63,2,63.14950037,4,8,36,3,30,24.496758
9/8/2023,5,17,1,4,91,89,115,90.42,40.54,10,4,0,38.64,2,3.53,2,35.636969,4,8,36,3,67,57.921413
9/8/2023,5,18,1,2,470,241,156,241.01,84.23,5,1,0,88.03,2,4.02,5,69.47547746,4,8,36,3,218,208.46162
9/8/2023,5,19,1,4,129,15,48,17.4,93.55,10,2,1,96.59,2,2.49,2,58.27429375,4,8,36,3,56,52.021038
9/8/2023,5,20,1,2,195,22,197,24.78,86.2,10,3,0,89.33,3,5.48,2,32.96178607,4,8,36,3,54,59.37558
9/9/2023,1,1,3,4,473,105,29,122.33,19.24,20,1,0,17.48,2,6.75,5,59.27975767,5,9,36,3,180,173.96024
9/9/2023,1,2,3,4,226,39,132,48.65,62.67,15,2,1,65.27,2,8.18,2,32.32334449,5,9,36,3,48,49.590996
9/9/2023,1,3,3,1,366,335,30,347.43,37.66,15,3,1,34.65,1,8.51,5,54.04460047,5,9,36,3,304,298.01407
9/9/2023,1,4,3,2,489,233,60,242.97,66.0,10,2,1,69.78,4,9.18,5,38.49356443,5,9,36,3,222,201.35522
9/9/2023,1,5,3,4,427,296,82,290.84,72.01,0,3,1,72.42,1,13.5,5,47.27780075,5,9,36,3,275,262.5648
9/9/2023,1,6,2,3,247,19,167,35.34,82.45,20,3,0,83.47,3,9.77,2,44.65447373,5,9,36,3,49,41.021473
9/9/2023,1,7,2,2,261,182,122,188.32,33.03,5,1,0,37.67,1,6.28,5,61.40703846,5,9,36,3,177,160.96869
9/9/2023,1,8,2,3,341,10,111,1.57,63.42,10,1,0,62.08,2,4.86,2,36.82096495,5,9,36,3,63,54.765022
9/9/2023,1,9,2,1,98,71,90,63.26,58.34,20,4,1,59.11,4,8.42,2,32.60206372,5,9,36,3,68,64.91716
9/9/2023,1,10,2,2,250,131,121,128.6,41.93,10,4,1,46.86,3,4.26,5,33.90688456,5,9,36,3,161,161.51854
9/9/2023,1,11,2,2,171,138,167,143.28,94.53,10,3,0,94.32,3,3.36,2,49.8070764,5,9,36,3,103,103.64124
9/9/2023,1,12,2,3,107,75,44,82.55,54.62,0,2,1,51.62,3,4.26,5,50.80272085,5,9,36,3,123,108.95119
9/9/2023,1,13,2,4,355,201,177,195.04,21.22,0,1,1,19.9,1,4.43,5,68.78338511,5,9,36,3,175,174.91304
9/9/2023,1,14,1,3,386,347,198,350.87,32.03,20,1,1,31.09,1,5.89,5,66.8749694,5,9,36,3,309,293.1466
9/9/2023,1,15,1,4,55,12,142,4.0,74.65,20,1,1,74.89,2,3.76,2,31.80909156,5,9,36,3,49,38.03032
9/9/2023,1,16,1,1,247,224,172,237.8,83.79,10,1,1,83.53,3,7.98,5,45.54709159,5,9,36,3,210,205.60608
9/9/2023,1,17,1,1,410,133,128,123.12,50.22,20,3,0,46.27,1,2.08,2,41.23738039,5,9,36,3,83,81.08813
9/9/2023,1,18,1,1,69,62,142,53.11,38.08,5,3,0,39.21,4,5.66,2,32.98202575,5,9,36,3,47,37.87865
9/9/2023,1,19,1,2,78,8,186,1.6,56.85,5,2,0,55.45,3,4.76,2,62.61845714,5,9,36,3,53,56.634914
9/9/2023,1,20,1,4,138,23,197,19.22,81.71,10,4,0,82.27,4,7.36,2,44.33862914,5,9,36,3,49,56.897076
9/9/2023,2,1,3,3,52,51,94,59.44,15.34,0,2,0,14.57,1,14.78,2,53.94633937,5,9,36,3,73,61.6369
9/9/2023,2,2,3,2,98,44,48,57.88,53.49,20,1,0,54.32,3,8.99,5,36.23978081,5,9,36,3,123,108.430435
9/9/2023,2,3,3,3,277,61,130,54.36,70.3,15,4,1,65.33,2,8.75,2,68.79639409,5,9,36,3,47,44.746914
9/9/2023,2,4,3,3,458,282,146,298.13,61.18,5,1,1,60.34,2,14.82,5,37.33618039,5,9,36,3,255,260.5658
9/9/2023,2,5,3,2,255,246,127,248.08,80.42,20,1,1,75.87,3,12.85,5,50.99025727,5,9,36,3,236,223.04062
9/9/2023,2,6,2,3,496,352,100,369.04,56.67,5,1,1,53.86,2,5.24,5,44.65447373,5,9,36,3,326,324.84192
9/9/2023,2,7,2,4,474,297,72,300.0,98.56,0,1,1,98.07,1,5.43,5,37.98695129,5,9,36,3,278,271.45813
9/9/2023,2,8,2,2,291,76,200,93.0,52.37,15,2,1,56.58,2,6.49,2,31.85801651,5,9,36,3,80,72.50008
9/9/2023,2,9,2,2,215,109,181,114.61,17.12,15,4,0,19.41,1,6.05,2,67.95542149,5,9,36,3,93,86.9026
9/9/2023,2,10,2,3,287,188,39,192.93,19.67,10,2,0,16.12,3,6.92,5,47.60609975,5,9,36,3,180,174.18834
9/9/2023,2,11,2,1,252,30,110,30.27,40.65,15,2,0,43.11,1,9.98,2,34.88152939,5,9,36,3,49,42.518753
9/9/2023,2,12,2,2,392,321,41,316.72,84.04,10,4,1,86.85,4,5.8,5,56.50089137,5,9,36,3,296,282.79764
9/9/2023,2,13,2,4,440,266,180,275.4,16.38,5,4,0,13.13,2,5.01,5,68.78338511,5,9,36,3,238,236.94446
9/9/2023,2,14,1,3,435,145,92,149.96,31.35,10,2,0,30.78,4,7.74,5,66.8749694,5,9,36,3,177,170.35068
9/9/2023,2,15,1,2,475,196,31,201.98,69.98,20,4,1,65.5,2,5.17,5,37.8393145,5,9,36,3,189,182.91014
9/9/2023,2,16,1,2,173,169,46,177.52,91.14,20,4,0,89.09,2,5.26,5,40.85396127,5,9,36,3,164,156.3179
9/9/2023,2,17,1,3,180,3,138,15.4,94.49,15,2,0,93.31,3,7.26,2,62.08787923,5,9,36,3,35,26.86076
9/9/2023,2,18,1,1,159,49,83,40.72,81.29,10,2,1,82.31,4,3.34,2,32.98202575,5,9,36,3,45,35.67125
9/9/2023,2,19,1,2,168,35,160,43.44,51.89,10,2,1,48.85,1,4.17,2,62.61845714,5,9,36,3,54,45.65068
9/9/2023,2,20,1,3,114,65,159,66.78,86.12,10,1,0,90.75,4,4.4,2,34.63476238,5,9,36,3,63,50.2064
9/9/2023,3,1,3,1,79,26,176,34.58,29.67,0,4,1,34.08,4,9.22,2,44.98160475,5,9,36,3,66,64.34324
9/9/2023,3,2,3,3,427,137,184,152.84,30.18,10,4,0,31.34,4,5.82,2,64.64704583,5,9,36,3,77,64.01024
9/9/2023,3,3,3,4,438,345,115,361.13,71.71,0,2,0,70.18,1,6.58,5,30.82337977,5,9,36,3,316,313.32373
9/9/2023,3,4,3,3,281,81,26,94.23,86.1,5,4,1,90.17,3,5.7,5,37.33618039,5,9,36,3,160,154.6454
9/9/2023,3,5,3,4,431,234,40,241.24,25.51,15,4,0,24.62,3,13.14,5,47.27780075,5,9,36,3,231,218.73276
9/9/2023,3,6,2,4,144,125,182,139.13,43.92,20,2,1,47.06,2,5.76,2,41.68578594,5,9,36,3,89,83.87005
9/9/2023,3,7,2,1,253,85,101,89.09,57.18,15,1,1,61.52,4,3.88,2,48.24279937,5,9,36,3,68,64.394165
9/9/2023,3,8,2,2,177,20,42,25.59,76.28,5,1,1,78.65,2,4.87,2,31.85801651,5,9,36,3,67,61.200478
9/9/2023,3,9,2,2,499,488,116,505.39,88.48,15,4,1,90.66,4,6.22,5,67.95542149,5,9,36,3,358,344.3056
9/9/2023,3,10,2,2,500,351,63,366.55,43.02,15,2,0,47.42,3,7.52,5,33.90688456,5,9,36,3,330,313.39514
9/9/2023,3,11,2,4,475,452,158,449.98,47.47,15,3,0,44.97,1,3.03,5,31.37554084,5,9,36,3,351,324.58368
9/9/2023,3,12,2,3,277,169,98,170.72,98.07,5,4,0,102.95,2,5.97,5,50.80272085,5,9,36,3,173,166.27888
9/9/2023,3,13,2,2,334,280,148,298.44,60.67,15,1,0,58.06,2,4.04,5,37.39417822,5,9,36,3,249,245.23584
9/9/2023,3,14,1,4,282,169,74,159.28,27.73,15,3,1,30.09,2,4.49,5,53.91599915,5,9,36,3,184,197.85226
9/9/2023,3,15,1,2,453,379,103,383.26,65.55,5,3,1,64.51,3,6.74,5,37.8393145,5,9,36,3,345,336.61456
9/9/2023,3,16,1,3,199,18,59,15.59,17.25,0,3,0,19.19,3,3.58,2,44.27013307,5,9,36,3,46,36.938595
9/9/2023,3,17,1,1,280,4,31,22.18,95.99,0,4,1,96.12,1,7.78,2,41.23738039,5,9,36,3,42,33.99412
9/9/2023,3,18,1,4,264,131,38,124.86,55.35,5,1,0,60.05,3,2.89,5,60.88979077,5,9,36,3,164,152.98344
9/9/2023,3,19,1,2,485,455,87,473.14,89.03,15,3,1,92.43,4,3.84,5,62.61845714,5,9,36,3,349,343.88107
9/9/2023,3,20,1,1,451,142,120,140.54,59.11,0,1,0,58.81,2,2.99,5,60.85081387,5,9,36,3,177,175.78821
9/9/2023,4,1,3,2,382,378,80,373.03,37.23,20,3,0,37.71,1,11.26,5,68.02857226,5,9,36,3,354,345.64658
9/9/2023,4,2,3,3,204,134,138,131.53,25.35,15,1,0,25.92,2,13.03,2,64.64704583,5,9,36,3,74,69.723
9/9/2023,4,3,3,3,324,278,139,291.97,22.71,0,3,0,18.74,4,14.19,5,68.79639409,5,9,36,3,259,257.04678
9/9/2023,4,4,3,1,92,16,121,30.91,88.87,15,3,1,92.02,3,13.29,2,63.29770563,5,9,36,3,59,51.877983
9/9/2023,4,5,3,3,71,10,176,19.92,42.74,15,3,1,40.51,2,13.99,2,41.64916561,5,9,36,3,47,41.799118
9/9/2023,4,6,2,1,71,23,67,14.58,18.41,0,4,0,17.85,2,4.37,2,54.47411579,5,9,36,3,56,52.2687
9/9/2023,4,7,2,1,190,8,44,15.42,97.56,20,3,0,97.22,4,9.11,2,48.24279937,5,9,36,3,61,65.4058
9/9/2023,4,8,2,2,448,69,56,76.3,66.15,10,1,0,63.64,4,3.25,5,31.85801651,5,9,36,3,163,161.68373
9/9/2023,4,9,2,2,358,22,136,15.26,29.26,10,3,0,32.83,2,8.44,2,67.95542149,5,9,36,3,47,49.1306
9/9/2023,4,10,2,2,176,99,135,94.08,33.51,5,2,1,35.14,4,7.29,2,33.90688456,5,9,36,3,81,86.97871
9/9/2023,4,11,2,2,249,187,130,196.56,87.92,5,3,1,86.56,1,4.74,5,49.8070764,5,9,36,3,187,183.61325
9/9/2023,4,12,2,4,212,68,47,70.5,98.29,15,2,0,98.58,1,7.3,5,42.46844304,5,9,36,3,150,147.71008
9/9/2023,4,13,2,1,248,70,192,64.03,38.2,5,3,0,33.95,1,9.05,2,51.86841117,5,9,36,3,64,58.47334
9/9/2023,4,14,1,2,213,112,84,120.65,72.41,0,2,0,74.02,4,4.19,5,65.79309402,5,9,36,3,168,167.18684
9/9/2023,4,15,1,1,347,197,92,216.78,99.22,5,1,0,98.12,4,7.67,5,33.53970008,5,9,36,3,203,200.24463
9/9/2023,4,16,1,3,240,125,23,132.03,32.35,15,3,1,37.3,4,6.13,5,44.27013307,5,9,36,3,153,156.34917
9/9/2023,4,17,1,1,90,9,193,0.33,70.53,20,3,1,68.41,1,4.8,2,41.23738039,5,9,36,3,45,53.096325
9/9/2023,4,18,1,1,55,28,83,44.8,45.93,10,1,0,48.21,1,6.16,2,32.98202575,5,9,36,3,46,44.378002
9/9/2023,4,19,1,4,254,185,81,176.13,73.66,20,2,0,74.68,1,7.43,5,58.27429375,5,9,36,3,178,171.18631
9/9/2023,4,20,1,1,297,185,28,177.72,20.34,10,1,1,20.7,2,5.97,5,60.85081387,5,9,36,3,182,174.46902
9/9/2023,5,1,3,4,114,32,191,34.28,95.36,20,4,1,91.17,2,14.28,2,59.27975767,5,9,36,3,53,42.21888
9/9/2023,5,2,3,2,482,300,193,297.72,90.32,20,3,1,90.61,1,8.53,5,36.23978081,5,9,36,3,263,257.80484
9/9/2023,5,3,3,2,156,131,168,121.26,51.91,0,3,1,49.33,4,5.11,2,58.32290311,5,9,36,3,100,105.21644
9/9/2023,5,4,3,1,267,194,127,204.77,15.56,5,1,0,19.36,1,11.29,5,63.29770563,5,9,36,3,213,203.47429
9/9/2023,5,5,3,4,56,30,89,22.81,25.08,20,3,1,24.38,1,9.6,2,47.27780075,5,9,36,3,50,49.506233
9/9/2023,5,6,2,1,139,23,113,24.56,53.6,10,4,0,54.35,3,9.47,2,54.47411579,5,9,36,3,63,54.615433
9/9/2023,5,7,2,1,285,10,26,13.23,12.09,15,2,1,9.33,2,7.52,2,48.24279937,5,9,36,3,54,41.65181
9/9/2023,5,8,2,2,174,18,49,35.74,97.0,0,4,1,94.21,4,3.3,2,31.85801651,5,9,36,3,49,51.859615
9/9/2023,5,9,2,1,376,181,119,184.11,46.77,20,2,0,49.41,1,9.83,5,32.60206372,5,9,36,3,191,194.91602
9/9/2023,5,10,2,4,374,233,86,237.26,10.27,15,1,0,13.98,4,9.33,5,57.36932106,5,9,36,3,238,225.09326
9/9/2023,5,11,2,4,74,66,136,68.33,96.54,0,2,1,93.33,3,5.0,2,31.37554084,5,9,36,3,75,68.53745
9/9/2023,5,12,2,4,406,120,81,138.52,69.12,5,4,1,72.23,3,4.63,5,42.46844304,5,9,36,3,168,166.23434
9/9/2023,5,13,2,2,129,108,62,114.74,66.13,15,2,1,65.83,2,9.88,5,37.39417822,5,9,36,3,173,154.50548
9/9/2023,5,14,1,3,117,23,188,40.64,28.99,20,4,0,26.26,3,6.36,2,66.8749694,5,9,36,3,47,40.152184
9/9/2023,5,15,1,1,212,32,35,30.44,66.48,15,1,0,65.69,3,4.03,2,33.53970008,5,9,36,3,59,46.534924
9/9/2023,5,16,1,1,184,157,165,148.72,32.94,15,1,0,32.29,3,3.69,2,45.54709159,5,9,36,3,90,84.98064
9/9/2023,5,17,1,4,449,215,43,212.9,11.22,10,2,1,14.83,2,5.57,5,35.636969,5,9,36,3,178,166.21425
9/9/2023,5,18,1,1,190,141,46,157.96,92.55,10,4,1,95.57,4,3.28,5,32.98202575,5,9,36,3,173,163.00978
9/9/2023,5,19,1,2,59,58,63,53.66,48.62,15,3,1,49.1,1,2.47,2,62.61845714,5,9,36,3,81,67.42713
9/9/2023,5,20,1,2,118,81,158,84.2,42.16,20,3,1,38.53,2,3.83,2,32.96178607,5,9,36,3,57,62.350864
9/10/2023,1,1,3,3,463,96,120,108.93,32.0,20,1,0,33.07,4,13.25,2,53.94633937,6,10,36,3,71,74.44911
9/10/2023,1,2,3,2,69,24,141,43.12,16.83,20,2,0,14.4,2,11.85,2,36.23978081,6,10,36,3,37,28.42587
9/10/2023,1,3,3,4,223,8,148,25.85,25.36,15,3,1,25.28,2,14.21,2,30.82337977,6,10,36,3,64,61.85698
9/10/2023,1,4,3,2,320,288,72,287.8,95.28,0,2,1,96.19,4,14.57,5,38.49356443,6,10,36,3,280,275.23218
9/10/2023,1,5,3,1,244,161,77,176.75,46.26,10,4,0,46.45,4,8.79,5,42.16968972,6,10,36,3,181,166.59593
9/10/2023,1,6,2,3,112,15,182,23.12,12.59,10,3,1,12.39,4,9.36,2,44.65447373,6,10,36,3,54,49.709103
9/10/2023,1,7,2,3,185,5,41,12.83,54.2,10,1,0,50.05,2,3.84,2,50.56937754,6,10,36,3,48,43.988316
9/10/2023,1,8,2,3,282,9,198,5.14,91.31,10,1,1,92.47,3,6.72,2,36.82096495,6,10,36,3,44,31.835007
9/10/2023,1,9,2,4,382,274,105,268.73,19.83,0,2,1,18.47,2,5.54,5,68.62528132,6,10,36,3,267,259.13638
9/10/2023,1,10,2,4,405,357,140,371.76,20.43,20,2,1,21.63,1,5.77,5,57.36932106,6,10,36,3,327,313.35355
9/10/2023,1,11,2,1,172,133,58,140.03,53.73,15,4,1,56.47,4,9.86,5,34.88152939,6,10,36,3,181,176.52701
9/10/2023,1,12,2,3,424,266,184,266.81,20.24,0,1,0,20.53,3,8.05,5,50.80272085,6,10,36,3,254,238.79509
9/10/2023,1,13,2,4,244,131,115,132.82,20.95,10,3,0,16.18,3,4.97,5,68.78338511,6,10,36,3,170,165.99338
9/10/2023,1,14,1,2,125,90,155,94.26,76.86,10,4,1,76.44,4,5.03,2,65.79309402,6,10,36,3,67,65.89449
9/10/2023,1,15,1,4,194,78,73,93.35,83.45,10,2,0,80.25,2,2.35,5,31.80909156,6,10,36,3,159,149.99075
9/10/2023,1,16,1,4,475,254,44,247.98,53.96,10,3,0,57.48,1,4.61,5,63.14950037,6,10,36,3,238,230.22876
9/10/2023,1,17,1,3,116,56,113,53.38,33.7,15,3,1,33.57,2,2.05,2,62.08787923,6,10,36,3,47,36.179653
9/10/2023,1,18,1,4,320,198,34,206.87,57.11,10,3,1,56.48,4,7.61,5,60.88979077,6,10,36,3,187,180.42896
9/10/2023,1,19,1,1,285,73,169,86.83,52.31,15,4,0,49.35,4,7.76,2,30.22088468,6,10,36,3,85,82.13743
9/10/2023,1,20,1,4,127,8,197,2.75,45.02,20,3,1,42.72,3,6.42,2,44.33862914,6,10,36,3,35,26.934162
9/10/2023,2,1,3,4,189,75,153,71.8,62.52,20,3,0,67.11,4,8.82,2,59.27975767,6,10,36,3,69,64.13563
9/10/2023,2,2,3,1,57,47,56,38.12,77.76,20,3,0,81.94,1,9.35,2,36.24074562,6,10,36,3,44,33.1367
9/10/2023,2,3,3,4,375,284,124,294.03,88.04,5,3,0,90.18,1,12.26,5,30.82337977,6,10,36,3,261,276.77246
9/10/2023,2,4,3,2,475,235,131,242.63,15.76,10,1,0,14.36,4,13.45,5,38.49356443,6,10,36,3,232,224.26045
9/10/2023,2,5,3,4,117,74,68,73.19,40.66,10,2,0,37.03,2,12.29,5,47.27780075,6,10,36,3,150,151.92207
9/10/2023,2,6,2,4,252,98,106,117.27,25.75,15,4,0,25.22,3,4.97,5,41.68578594,6,10,36,3,165,153.95079
9/10/2023,2,7,2,2,479,211,172,226.75,38.39,5,1,1,39.93,1,7.9,5,61.40703846,6,10,36,3,192,183.8551
9/10/2023,2,8,2,3,173,65,27,62.07,29.55,10,3,1,27.79,3,9.28,5,36.82096495,6,10,36,3,109,102.85867
9/10/2023,2,9,2,2,204,19,174,16.29,53.63,15,1,1,51.65,2,9.2,2,67.95542149,6,10,36,3,60,59.89215
9/10/2023,2,10,2,2,207,70,43,84.1,20.78,5,3,1,16.12,2,6.36,5,33.90688456,6,10,36,3,160,155.39853
9/10/2023,2,11,2,1,315,143,199,161.84,43.44,0,3,0,44.87,4,4.91,2,34.88152939,6,10,36,3,111,101.822014
9/10/2023,2,12,2,4,474,385,200,380.68,43.34,10,2,0,41.94,2,3.95,5,42.46844304,6,10,36,3,346,335.98917
9/10/2023,2,13,2,2,432,80,178,76.54,72.33,0,3,0,77.31,1,5.88,2,37.39417822,6,10,36,3,71,59.497604
9/10/2023,2,14,1,1,120,49,146,58.41,70.92,20,2,1,74.2,3,2.8,2,67.57995766,6,10,36,3,49,46.87545
9/10/2023,2,15,1,2,303,282,137,294.81,94.51,15,2,0,94.18,3,7.82,5,37.8393145,6,10,36,3,260,251.46053
9/10/2023,2,16,1,1,480,452,198,465.08,23.66,10,3,0,26.19,4,6.76,5,45.54709159,6,10,36,3,354,337.30045
9/10/2023,2,17,1,3,325,236,148,229.25,50.67,20,1,1,54.82,3,6.65,5,62.08787923,6,10,36,3,214,207.55667
9/10/2023,2,18,1,4,375,170,182,176.72,97.36,10,3,1,101.22,1,3.19,2,60.88979077,6,10,36,3,86,85.43175
9/10/2023,2,19,1,1,242,179,55,197.35,28.95,5,3,1,30.86,3,3.32,5,30.22088468,6,10,36,3,196,191.15231
9/10/2023,2,20,1,2,446,84,188,87.23,38.12,0,4,1,38.17,4,3.85,2,32.96178607,6,10,36,3,55,51.048954
9/10/2023,3,1,3,4,430,231,191,244.54,38.43,20,3,1,35.93,1,11.31,5,59.27975767,6,10,36,3,228,217.00282
9/10/2023,3,2,3,1,208,70,125,75.22,16.92,5,4,1,14.38,2,9.07,2,36.24074562,6,10,36,3,67,61.155388
9/10/2023,3,3,3,1,58,47,67,47.75,35.15,10,1,0,30.49,2,5.44,2,54.04460047,6,10,36,3,54,49.61291
9/10/2023,3,4,3,2,163,41,152,48.09,57.79,5,1,1,55.25,4,7.06,2,38.49356443,6,10,36,3,53,49.57125
9/10/2023,3,5,3,3,412,285,122,296.98,37.58,20,1,1,37.11,3,14.36,5,41.64916561,6,10,36,3,273,254.99133
9/10/2023,3,6,2,4,493,344,154,337.16,23.56,5,3,1,24.63,1,9.01,5,41.68578594,6,10,36,3,317,315.43604
9/10/2023,3,7,2,1,159,22,127,40.42,37.08,0,1,1,32.84,2,4.16,2,48.24279937,6,10,36,3,47,42.136528
9/10/2023,3,8,2,1,204,9,114,17.06,72.05,10,2,1,68.95,2,5.7,2,53.69658275,6,10,36,3,32,22.997307
9/10/2023,3,9,2,4,245,145,82,145.13,85.92,0,4,1,89.17,3,3.58,5,68.62528132,6,10,36,3,199,190.2436
9/10/2023,3,10,2,2,53,10,20,22.54,14.1,20,3,0,13.16,4,8.66,5,33.90688456,6,10,36,3,149,136.35126
9/10/2023,3,11,2,1,358,121,27,134.01,77.31,10,2,0,72.94,4,8.91,5,34.88152939,6,10,36,3,183,171.88477
9/10/2023,3,12,2,1,497,414,100,414.57,93.67,5,4,0,98.19,2,7.58,5,40.35119926,6,10,36,3,358,345.46246
9/10/2023,3,13,2,4,62,29,95,47.41,55.36,10,4,0,60.04,3,3.35,2,68.78338511,6,10,36,3,50,38.85432
9/10/2023,3,14,1,2,122,118,167,132.45,99.19,5,3,1,103.73,3,3.85,2,65.79309402,6,10,36,3,70,60.717133
9/10/2023,3,15,1,3,78,45,175,54.14,94.96,0,2,0,96.95,3,3.46,2,43.01321323,6,10,36,3,53,41.058712
9/10/2023,3,16,1,4,181,105,192,124.11,31.99,15,3,0,27.47,2,5.18,2,63.14950037,6,10,36,3,92,90.45335
9/10/2023,3,17,1,4,457,281,52,299.08,38.82,0,3,0,36.16,4,7.51,5,35.636969,6,10,36,3,248,243.42715
9/10/2023,3,18,1,2,367,177,149,194.29,49.13,10,2,1,47.42,4,2.91,5,69.47547746,6,10,36,3,167,158.92673
9/10/2023,3,19,1,2,153,119,144,124.98,71.32,10,2,0,71.26,4,3.59,2,62.61845714,6,10,36,3,117,110.56679
9/10/2023,3,20,1,2,477,55,184,59.65,65.34,15,1,0,60.68,3,7.13,2,32.96178607,6,10,36,3,39,27.891624
9/10/2023,4,1,3,4,407,156,189,162.58,85.55,10,4,1,83.47,2,12.02,2,59.27975767,6,10,36,3,106,93.09773
9/10/2023,4,2,3,1,206,168,189,173.01,54.54,20,3,1,50.09,2,12.34,2,36.24074562,6,10,36,3,98,90.89658
9/10/2023,4,3,3,2,192,132,119,126.21,11.91,15,4,1,9.51,2,9.08,5,58.32290311,6,10,36,3,183,175.2703
9/10/2023,4,4,3,4,172,129,147,143.4,76.02,20,4,0,72.63,1,7.67,2,37.27299869,6,10,36,3,87,80.30103
9/10/2023,4,5,3,3,61,24,25,14.72,75.85,15,3,0,76.2,1,7.53,2,41.64916561,6,10,36,3,45,37.95087
9/10/2023,4,6,2,1,328,45,153,62.27,11.23,5,2,1,15.2,3,6.93,2,54.47411579,6,10,36,3,40,34.75229
9/10/2023,4,7,2,3,389,290,156,282.36,19.57,5,3,0,21.71,2,6.05,5,50.56937754,6,10,36,3,266,256.80026
9/10/2023,4,8,2,2,190,105,109,123.61,45.37,20,3,0,45.25,2,8.73,5,31.85801651,6,10,36,3,142,133.4495
9/10/2023,4,9,2,2,405,24,72,31.93,76.6,10,3,1,76.23,2,9.62,2,67.95542149,6,10,36,3,68,65.65254
9/10/2023,4,10,2,2,476,82,151,99.61,67.21,15,1,0,69.35,1,9.61,2,33.90688456,6,10,36,3,82,81.415306
9/10/2023,4,11,2,3,198,136,94,126.91,77.08,0,2,1,81.65,2,4.0,5,66.37281608,6,10,36,3,183,178.5976
9/10/2023,4,12,2,2,475,389,141,395.96,23.78,20,2,1,20.41,1,3.95,5,56.50089137,6,10,36,3,364,365.94086
9/10/2023,4,13,2,3,156,25,71,32.21,82.89,20,2,0,83.08,4,5.32,2,61.00531293,6,10,36,3,47,48.785007
9/10/2023,4,14,1,1,312,46,155,48.15,78.28,20,3,1,76.84,3,5.0,2,67.57995766,6,10,36,3,29,20.041344
9/10/2023,4,15,1,4,87,45,193,36.65,37.42,5,4,0,36.01,4,4.22,2,31.80909156,6,10,36,3,60,53.98943
9/10/2023,4,16,1,4,433,212,152,219.06,28.8,10,4,0,24.76,1,4.84,5,63.14950037,6,10,36,3,217,203.63156
9/10/2023,4,17,1,1,239,69,115,68.84,74.29,5,1,1,74.99,1,5.89,2,41.23738039,6,10,36,3,64,66.40595
9/10/2023,4,18,1,3,278,58,171,72.74,81.7,10,2,0,77.72,2,6.47,2,37.94862726,6,10,36,3,46,42.334763
9/10/2023,4,19,1,2,335,194,193,197.65,19.53,15,4,0,24.04,4,2.85,5,62.61845714,6,10,36,3,217,209.14182
9/10/2023,4,20,1,3,464,281,46,282.76,10.04,5,1,1,11.66,4,2.61,5,34.63476238,6,10,36,3,243,241.58728
9/10/2023,5,1,3,2,366,235,172,235.95,64.65,0,4,0,68.94,1,8.88,5,68.02857226,6,10,36,3,232,228.49597
9/10/2023,5,2,3,3,90,48,46,60.98,76.97,20,4,1,72.18,1,5.2,5,64.64704583,6,10,36,3,122,127.119225
9/10/2023,5,3,3,2,274,182,140,182.32,83.57,15,3,0,83.89,4,5.44,5,58.32290311,6,10,36,3,186,173.88646
9/10/2023,5,4,3,4,142,17,38,14.28,81.5,0,3,1,80.8,1,11.16,2,37.27299869,6,10,36,3,49,47.45431
9/10/2023,5,5,3,2,306,195,47,205.87,32.21,20,3,1,35.2,4,10.12,5,50.99025727,6,10,36,3,191,187.86234
9/10/2023,5,6,2,1,181,168,177,163.12,23.52,20,3,1,19.49,2,7.66,2,54.47411579,6,10,36,3,107,103.36565
9/10/2023,5,7,2,3,264,62,38,65.22,25.66,0,3,0,25.84,3,9.6,5,50.56937754,6,10,36,3,129,132.17212
9/10/2023,5,8,2,1,125,61,91,74.84,65.32,20,1,0,63.42,4,4.26,2,53.69658275,6,10,36,3,38,26.20562
9/10/2023,5,9,2,1,203,138,199,133.44,70.34,5,3,0,73.22,4,3.82,2,32.60206372,6,10,36,3,86,85.136696
9/10/2023,5,10,2,2,157,143,85,141.75,18.35,0,2,1,19.25,2,4.11,5,33.90688456,6,10,36,3,189,183.69504
9/10/2023,5,11,2,3,216,176,174,194.6,99.92,5,1,1,98.92,3,6.08,5,66.37281608,6,10,36,3,166,167.02002
9/10/2023,5,12,2,2,274,259,176,275.38,75.65,20,1,0,72.74,2,4.36,5,56.50089137,6,10,36,3,269,270.29276
9/10/2023,5,13,2,2,364,264,197,265.79,62.11,10,2,0,66.31,1,4.56,5,37.39417822,6,10,36,3,226,219.48546
9/10/2023,5,14,1,2,352,78,58,93.94,74.59,20,3,1,78.6,4,5.53,5,65.79309402,6,10,36,3,127,115.98896
9/10/2023,5,15,1,3,436,339,40,340.06,25.23,5,4,0,22.14,1,2.74,5,43.01321323,6,10,36,3,308,307.23526
9/10/2023,5,16,1,4,308,159,125,154.2,36.38,20,4,1,35.43,1,3.98,5,63.14950037,6,10,36,3,192,186.51027
