ds,Store_ID,Product_ID,Actual_Sales,XGB_Sales_Pred
2023-08-27,4,12,146,89.88773
2023-08-27,4,13,144,94.80374
2023-08-27,4,14,80,80.072685
2023-08-27,4,15,232,224.77077
2023-08-27,4,16,152,111.52315
2023-08-27,4,17,7,48.244267
2023-08-27,4,18,173,107.17764
2023-08-27,4,19,118,63.209026
2023-08-27,4,20,14,43.73253
2023-08-27,5,1,89,71.65707
2023-08-27,5,2,268,239.2848
2023-08-27,5,3,119,63.684814
2023-08-27,5,4,107,65.15324
2023-08-27,5,5,278,249.91777
2023-08-27,5,6,15,34.369766
2023-08-27,5,7,56,124.46328
2023-08-27,5,8,115,80.90147
2023-08-27,5,9,23,51.726727
2023-08-27,5,10,142,119.87747
2023-08-27,5,11,89,119.797554
2023-08-27,5,12,19,44.20664
2023-08-27,5,13,159,159.93721
2023-08-27,5,14,34,51.487835
2023-08-27,5,15,190,179.96896
2023-08-27,5,16,311,275.01358
2023-08-27,5,17,41,111.500465
2023-08-27,5,18,358,331.99185
2023-08-27,5,19,87,50.782444
2023-08-27,5,20,72,55.852055
2023-08-28,1,1,189,174.82695
2023-08-28,1,2,5,37.05005
2023-08-28,1,3,226,193.16138
2023-08-28,1,4,13,41.543186
2023-08-28,1,5,143,85.17491
2023-08-28,1,6,43,29.427956
2023-08-28,1,7,49,39.819473
2023-08-28,1,8,63,117.545876
2023-08-28,1,9,306,271.2972
2023-08-28,1,10,33,65.947266
2023-08-28,1,11,27,27.625727
2023-08-28,1,12,78,65.09048
2023-08-28,1,13,7,34.35297
2023-08-28,1,14,341,308.3851
2023-08-28,1,15,108,174.65332
2023-08-28,1,16,131,155.35835
2023-08-28,1,17,67,74.32623
2023-08-28,1,18,298,279.43713
2023-08-28,1,19,158,151.27872
2023-08-28,1,20,38,36.116707
2023-08-28,2,1,422,344.33154
2023-08-28,2,2,124,155.91295
2023-08-28,2,3,318,299.72397
2023-08-28,2,4,51,119.4531
2023-08-28,2,5,267,238.23022
2023-08-28,2,6,5,32.442215
2023-08-28,2,7,130,160.463
2023-08-28,2,8,358,316.26505
2023-08-28,2,9,164,187.5105
2023-08-28,2,10,17,61.1991
2023-08-28,2,11,333,279.5418
2023-08-28,2,12,349,297.87637
2023-08-28,2,13,55,114.82634
2023-08-28,2,14,35,52.016476
2023-08-28,2,15,16,48.715252
2023-08-28,2,16,71,52.38809
2023-08-28,2,17,58,115.232544
2023-08-28,2,18,66,57.310932
2023-08-28,2,19,59,105.72373
2023-08-28,2,20,367,324.43106
2023-08-28,3,1,79,68.29117
2023-08-28,3,2,49,120.62763
2023-08-28,3,3,15,43.3483
2023-08-28,3,4,26,44.28393
2023-08-28,3,5,67,59.00097
2023-08-28,3,6,132,70.099785
2023-08-28,3,7,3,33.86393
2023-08-28,3,8,105,158.86061
2023-08-28,3,9,323,297.89224
2023-08-28,3,10,276,252.07745
2023-08-28,3,11,115,70.811066
2023-08-28,3,12,226,225.46165
2023-08-28,3,13,109,150.03429
2023-08-28,3,14,90,162.5587
2023-08-28,3,15,353,328.6099
2023-08-28,3,16,80,133.21155
2023-08-28,3,17,256,224.82474
2023-08-28,3,18,18,64.73026
2023-08-28,3,19,266,234.91284
2023-08-28,3,20,31,44.95474
2023-08-28,4,1,410,348.09494
2023-08-28,4,2,42,47.189
2023-08-28,4,3,11,53.170162
2023-08-28,4,4,354,326.07742
2023-08-28,4,5,8,38.126835
2023-08-28,4,6,6,23.137756
2023-08-28,4,7,78,55.510117
2023-08-28,4,8,32,136.74393
2023-08-28,4,9,76,71.13029
2023-08-28,4,10,154,160.1691
2023-08-28,4,11,89,144.07904
2023-08-28,4,12,171,168.99358
2023-08-28,4,13,97,142.97949
2023-08-28,4,14,12,43.593803
2023-08-28,4,15,219,221.62141
2023-08-28,4,16,268,245.46992
2023-08-28,4,17,41,121.251144
2023-08-28,4,18,33,47.486588
2023-08-28,4,19,337,292.74582
2023-08-28,4,20,97,150.53447
2023-08-28,5,1,38,56.496304
2023-08-28,5,2,44,40.790913
2023-08-28,5,3,100,156.69736
2023-08-28,5,4,65,51.310722
2023-08-28,5,5,38,47.380463
2023-08-28,5,6,79,48.502476
2023-08-28,5,7,304,261.31277
2023-08-28,5,8,37,52.561607
2023-08-28,5,9,159,105.40152
2023-08-28,5,10,120,78.45949
2023-08-28,5,11,116,152.9493
2023-08-28,5,12,301,273.2796
2023-08-28,5,13,25,30.717657
2023-08-28,5,14,75,67.64755
2023-08-28,5,15,86,60.822178
2023-08-28,5,16,25,49.979733
2023-08-28,5,17,194,183.71477
2023-08-28,5,18,127,178.99982
2023-08-28,5,19,71,60.557663
2023-08-28,5,20,123,80.64788
2023-08-29,1,1,0,62.05947
2023-08-29,1,2,69,63.499313
2023-08-29,1,3,80,135.56183
2023-08-29,1,4,33,39.183514
2023-08-29,1,5,30,115.663826
2023-08-29,1,6,58,36.90909
2023-08-29,1,7,287,264.87323
2023-08-29,1,8,212,188.47385
2023-08-29,1,9,150,103.15398
2023-08-29,1,10,290,267.06006
2023-08-29,1,11,402,356.62924
2023-08-29,1,12,14,39.213852
2023-08-29,1,13,183,148.77235
2023-08-29,1,14,239,225.27988
2023-08-29,1,15,319,310.93915
2023-08-29,1,16,259,241.22334
2023-08-29,1,17,243,224.79143
2023-08-29,1,18,162,175.13449
2023-08-29,1,19,308,289.23865
2023-08-29,1,20,55,60.195915
2023-08-29,2,1,77,89.9346
2023-08-29,2,2,119,113.93572
2023-08-29,2,3,47,47.69943
2023-08-29,2,4,67,58.564312
2023-08-29,2,5,91,132.85378
2023-08-29,2,6,357,309.40125
2023-08-29,2,7,85,139.58109
2023-08-29,2,8,53,59.72176
2023-08-29,2,9,86,71.20412
2023-08-29,2,10,319,299.5591
2023-08-29,2,11,230,220.29053
2023-08-29,2,12,6,54.714115
2023-08-29,2,13,162,82.45885
2023-08-29,2,14,63,66.30026
2023-08-29,2,15,304,276.6492
2023-08-29,2,16,139,159.92314
2023-08-29,2,17,24,42.913322
2023-08-29,2,18,65,45.11543
2023-08-29,2,19,188,185.02693
2023-08-29,2,20,228,213.5703
2023-08-29,3,1,0,55.03763
2023-08-29,3,2,68,119.08288
2023-08-29,3,3,96,137.6678
2023-08-29,3,4,124,162.00291
2023-08-29,3,5,173,161.72884
2023-08-29,3,6,27,42.337624
2023-08-29,3,7,35,52.001553
2023-08-29,3,8,171,183.83315
2023-08-29,3,9,163,102.16095
2023-08-29,3,10,140,189.24693
2023-08-29,3,11,121,95.56758
2023-08-29,3,12,214,209.24326
2023-08-29,3,13,205,178.9805
2023-08-29,3,14,69,47.699505
2023-08-29,3,15,0,54.01935
2023-08-29,3,16,204,193.72478
2023-08-29,3,17,19,40.577526
2023-08-29,3,18,122,145.68118
2023-08-29,3,19,6,53.082832
2023-08-29,3,20,8,55.90388
2023-08-29,4,1,27,55.230034
2023-08-29,4,2,18,20.269638
2023-08-29,4,3,169,159.64278
2023-08-29,4,4,70,70.19898
2023-08-29,4,5,133,63.540516
2023-08-29,4,6,98,93.715866
2023-08-29,4,7,90,63.505222
2023-08-29,4,8,172,80.890884
2023-08-29,4,9,1,56.177612
2023-08-29,4,10,55,66.90551
2023-08-29,4,11,167,191.3117
2023-08-29,4,12,300,277.94232
2023-08-29,4,13,239,204.40268
2023-08-29,4,14,115,148.77821
2023-08-29,4,15,90,83.16356
2023-08-29,4,16,13,33.453564
2023-08-29,4,17,271,253.63313
2023-08-29,4,18,2,29.55529
2023-08-29,4,19,26,57.212097
2023-08-29,4,20,11,35.150455
2023-08-29,5,1,11,51.83818
2023-08-29,5,2,27,16.14639
2023-08-29,5,3,18,17.754135
2023-08-29,5,4,63,67.2184
2023-08-29,5,5,27,16.88728
2023-08-29,5,6,4,40.506172
2023-08-29,5,7,86,66.04041
2023-08-29,5,8,52,27.27711
2023-08-29,5,9,124,140.73593
2023-08-29,5,10,394,339.05743
2023-08-29,5,11,159,196.5913
2023-08-29,5,12,361,318.20273
2023-08-29,5,13,51,40.337147
2023-08-29,5,14,303,269.7477
2023-08-29,5,15,34,47.07062
2023-08-29,5,16,53,136.05482
2023-08-29,5,17,152,97.442825
2023-08-29,5,18,41,101.580795
2023-08-29,5,19,139,189.46191
2023-08-29,5,20,152,83.467476
2023-08-30,1,1,309,260.4034
2023-08-30,1,2,63,96.4774
2023-08-30,1,3,177,145.77142
2023-08-30,1,4,43,33.819736
2023-08-30,1,5,323,288.71582
2023-08-30,1,6,82,139.68692
2023-08-30,1,7,111,165.48404
2023-08-30,1,8,51,34.033863
2023-08-30,1,9,187,163.2563
2023-08-30,1,10,17,50.391647
2023-08-30,1,11,342,306.89352
2023-08-30,1,12,40,41.35778
2023-08-30,1,13,111,71.26026
2023-08-30,1,14,299,262.84116
2023-08-30,1,15,16,45.702656
2023-08-30,1,16,86,127.54506
2023-08-30,1,17,226,223.03224
2023-08-30,1,18,25,33.21886
2023-08-30,1,19,57,57.43065
2023-08-30,1,20,46,34.8616
2023-08-30,2,1,467,330.45923
2023-08-30,2,2,102,62.209347
2023-08-30,2,3,408,341.78952
2023-08-30,2,4,66,35.727062
2023-08-30,2,5,55,117.765724
2023-08-30,2,6,5,40.518208
2023-08-30,2,7,358,311.74658
2023-08-30,2,8,170,162.50996
2023-08-30,2,9,266,233.70393
2023-08-30,2,10,139,203.03519
2023-08-30,2,11,52,124.09571
2023-08-30,2,12,30,61.139263
2023-08-30,2,13,133,165.60048
2023-08-30,2,14,419,342.20084
2023-08-30,2,15,20,49.30018
2023-08-30,2,16,56,46.245323
2023-08-30,2,17,168,172.17282
2023-08-30,2,18,84,117.934
2023-08-30,2,19,96,151.14655
2023-08-30,2,20,36,32.74795
2023-08-30,3,1,221,229.68489
2023-08-30,3,2,2,37.19775
2023-08-30,3,3,391,349.1384
2023-08-30,3,4,5,8.942808
2023-08-30,3,5,79,145.89838
2023-08-30,3,6,81,130.40498
2023-08-30,3,7,58,34.222733
2023-08-30,3,8,152,92.08668
2023-08-30,3,9,156,161.61858
2023-08-30,3,10,169,185.68051
2023-08-30,3,11,41,51.631725
2023-08-30,3,12,177,190.55342
2023-08-30,3,13,50,26.073362
2023-08-30,3,14,248,234.03267
2023-08-30,3,15,28,53.35855
2023-08-30,3,16,31,39.188366
2023-08-30,3,17,180,170.2005
2023-08-30,3,18,159,68.41979
2023-08-30,3,19,20,35.711414
2023-08-30,3,20,280,241.77245
2023-08-30,4,1,131,173.58795
2023-08-30,4,2,172,147.41832
2023-08-30,4,3,366,316.87317
2023-08-30,4,4,43,25.281313
2023-08-30,4,5,11,41.288635
2023-08-30,4,6,26,19.401646
2023-08-30,4,7,46,44.253902
2023-08-30,4,8,231,216.01845
2023-08-30,4,9,88,52.78144
2023-08-30,4,10,247,246.94496
2023-08-30,4,11,123,168.32953
2023-08-30,4,12,69,73.879074
2023-08-30,4,13,223,202.95251
2023-08-30,4,14,36,151.77296
2023-08-30,4,15,321,301.3149
2023-08-30,4,16,41,101.03822
2023-08-30,4,17,35,36.80729
2023-08-30,4,18,162,150.24307
2023-08-30,4,19,368,307.96994
2023-08-30,4,20,238,203.14435
2023-08-30,5,1,87,85.53954
2023-08-30,5,2,47,39.112083
2023-08-30,5,3,24,54.760025
2023-08-30,5,4,110,62.7038
2023-08-30,5,5,232,210.16554
2023-08-30,5,6,48,27.441631
2023-08-30,5,7,2,45.010216
2023-08-30,5,8,424,334.40524
2023-08-30,5,9,98,156.76604
2023-08-30,5,10,52,59.83147
2023-08-30,5,11,294,275.20905
2023-08-30,5,12,14,135.14182
2023-08-30,5,13,189,151.64868
2023-08-30,5,14,225,250.92159
2023-08-30,5,15,31,44.13689
2023-08-30,5,16,73,119.97149
2023-08-30,5,17,88,64.69087
2023-08-30,5,18,248,221.21379
2023-08-30,5,19,9,43.03728
2023-08-30,5,20,73,75.38088
2023-08-31,1,1,64,83.739006
2023-08-31,1,2,147,160.08762
2023-08-31,1,3,3,60.507774
2023-08-31,1,4,92,122.59473
2023-08-31,1,5,30,34.35407
2023-08-31,1,6,99,68.13357
2023-08-31,1,7,165,159.0594
2023-08-31,1,8,69,56.74185
2023-08-31,1,9,214,179.7389
2023-08-31,1,10,216,233.01263
2023-08-31,1,11,198,192.41856
2023-08-31,1,12,127,148.21083
2023-08-31,1,13,175,156.86859
2023-08-31,1,14,159,127.72329
2023-08-31,1,15,127,156.23816
2023-08-31,1,16,3,13.099802
2023-08-31,1,17,32,40.606236
2023-08-31,1,18,361,312.2372
2023-08-31,1,19,275,245.93448
2023-08-31,1,20,40,116.622696
2023-08-31,2,1,79,104.53535
2023-08-31,2,2,173,157.23822
2023-08-31,2,3,99,103.36959
2023-08-31,2,4,155,149.29079
2023-08-31,2,5,40,113.92954
2023-08-31,2,6,156,73.96611
2023-08-31,2,7,18,47.955914
2023-08-31,2,8,89,156.36522
2023-08-31,2,9,292,263.46774
2023-08-31,2,10,38,33.504837
2023-08-31,2,11,83,71.64171
2023-08-31,2,12,114,54.886353
2023-08-31,2,13,83,37.788647
2023-08-31,2,14,135,100.17473
2023-08-31,2,15,99,79.63852
2023-08-31,2,16,35,26.310226
2023-08-31,2,17,151,90.59618
2023-08-31,2,18,0,41.566456
2023-08-31,2,19,71,66.705315
2023-08-31,2,20,165,178.82677
2023-08-31,3,1,183,186.93164
2023-08-31,3,2,258,234.77182
2023-08-31,3,3,35,52.324978
2023-08-31,3,4,309,256.90762
2023-08-31,3,5,12,23.076597
2023-08-31,3,6,209,178.04842
2023-08-31,3,7,11,55.603294
2023-08-31,3,8,263,255.30757
2023-08-31,3,9,257,237.16583
2023-08-31,3,10,67,49.37153
2023-08-31,3,11,31,39.57433
2023-08-31,3,12,46,31.496042
2023-08-31,3,13,136,144.29605
2023-08-31,3,14,131,179.62006
2023-08-31,3,15,31,47.490425
2023-08-31,3,16,305,260.22784
2023-08-31,3,17,149,160.0585
2023-08-31,3,18,12,53.456806
2023-08-31,3,19,43,48.86968
2023-08-31,3,20,108,168.93582
2023-08-31,4,1,10,26.434504
2023-08-31,4,2,153,166.09575
2023-08-31,4,3,123,100.757256
2023-08-31,4,4,38,28.562225
2023-08-31,4,5,212,187.04762
2023-08-31,4,6,2,24.337963
2023-08-31,4,7,50,100.01674
2023-08-31,4,8,106,174.99544
2023-08-31,4,9,191,170.17053
2023-08-31,4,10,216,209.8519
2023-08-31,4,11,107,161.88963
2023-08-31,4,12,72,119.11593
2023-08-31,4,13,213,166.74799
2023-08-31,4,14,67,133.9386
2023-08-31,4,15,194,175.7876
2023-08-31,4,16,65,132.90164
2023-08-31,4,17,205,172.2374
2023-08-31,4,18,285,278.40854
2023-08-31,4,19,94,78.64775
2023-08-31,4,20,119,162.56065
2023-08-31,5,1,24,33.929035
2023-08-31,5,2,251,235.15074
2023-08-31,5,3,49,56.279766
2023-08-31,5,4,4,44.799248
2023-08-31,5,5,15,45.835285
2023-08-31,5,6,48,21.598476
2023-08-31,5,7,232,196.31616
2023-08-31,5,8,295,282.04684
2023-08-31,5,9,10,51.70715
2023-08-31,5,10,71,68.7141
2023-08-31,5,11,208,195.20094
2023-08-31,5,12,231,187.94627
2023-08-31,5,13,422,346.46567
2023-08-31,5,14,31,29.618587
2023-08-31,5,15,63,130.72871
2023-08-31,5,16,157,88.760994
2023-08-31,5,17,170,132.8109
2023-08-31,5,18,64,57.735584
2023-08-31,5,19,1,43.335644
2023-08-31,5,20,257,241.27994
2023-09-01,1,1,90,37.338535
2023-09-01,1,2,159,163.20007
2023-09-01,1,3,263,232.18196
2023-09-01,1,4,433,351.4939
2023-09-01,1,5,65,36.865723
2023-09-01,1,6,338,292.92618
2023-09-01,1,7,43,113.23115
2023-09-01,1,8,229,243.75832
2023-09-01,1,9,232,229.09949
2023-09-01,1,10,174,164.06163
2023-09-01,1,11,186,182.09172
2023-09-01,1,12,176,157.02173
2023-09-01,1,13,141,179.48477
2023-09-01,1,14,66,109.83469
2023-09-01,1,15,191,157.99915
2023-09-01,1,16,47,103.957306
2023-09-01,1,17,74,55.389618
2023-09-01,1,18,34,57.771477
2023-09-01,1,19,19,38.926403
2023-09-01,1,20,75,50.094135
2023-09-01,2,1,201,174.32451
2023-09-01,2,2,336,288.65555
2023-09-01,2,3,102,70.65054
2023-09-01,2,4,48,126.349655
2023-09-01,2,5,39,18.95947
2023-09-01,2,6,30,109.88121
2023-09-01,2,7,336,299.59225
2023-09-01,2,8,131,84.09557
2023-09-01,2,9,46,45.246117
2023-09-01,2,10,15,61.71565
2023-09-01,2,11,366,316.60556
2023-09-01,2,12,288,257.91943
2023-09-01,2,13,52,131.50874
2023-09-01,2,14,191,147.7215
2023-09-01,2,15,165,157.41699
2023-09-01,2,16,106,87.08366
2023-09-01,2,17,30,25.034746
2023-09-01,2,18,0,46.73936
2023-09-01,2,19,254,235.21797
2023-09-01,2,20,10,32.382854
2023-09-01,3,1,13,22.556055
2023-09-01,3,2,4,47.13655
2023-09-01,3,3,61,38.16091
2023-09-01,3,4,47,134.02467
2023-09-01,3,5,32,32.47816
2023-09-01,3,6,350,311.1245
2023-09-01,3,7,52,57.61211
2023-09-01,3,8,97,80.544075
2023-09-01,3,9,179,105.86047
2023-09-01,3,10,39,23.325611
2023-09-01,3,11,170,93.45952
2023-09-01,3,12,164,167.18658
2023-09-01,3,13,259,260.4867
2023-09-01,3,14,99,137.22046
2023-09-01,3,15,88,120.984276
2023-09-01,3,16,94,145.40251
2023-09-01,3,17,160,163.36049
2023-09-01,3,18,82,129.87408
2023-09-01,3,19,207,189.24866
2023-09-01,3,20,55,43.075237
2023-09-01,4,1,168,154.88634
2023-09-01,4,2,41,53.045734
2023-09-01,4,3,121,84.79924
2023-09-01,4,4,277,265.1187
2023-09-01,4,5,27,32.5703
2023-09-01,4,6,166,158.65921
2023-09-01,4,7,61,130.81314
2023-09-01,4,8,9,44.98137
2023-09-01,4,9,41,53.7534
2023-09-01,4,10,13,42.966908
2023-09-01,4,11,102,172.8376
2023-09-01,4,12,31,38.18695
2023-09-01,4,13,78,158.01137
2023-09-01,4,14,80,41.1367
2023-09-01,4,15,303,268.25873
2023-09-01,4,16,253,245.70161
2023-09-01,4,17,123,152.246
2023-09-01,4,18,103,81.98148
2023-09-01,4,19,162,181.25464
2023-09-01,4,20,65,47.914146
2023-09-01,5,1,208,187.37419
2023-09-01,5,2,16,49.56301
2023-09-01,5,3,3,35.788246
2023-09-01,5,4,320,307.92007
2023-09-01,5,5,167,156.74834
2023-09-01,5,6,293,294.6965
2023-09-01,5,7,197,199.58812
2023-09-01,5,8,130,159.35696
2023-09-01,5,9,76,62.149868
2023-09-01,5,10,269,234.68033
2023-09-01,5,11,71,61.59975
2023-09-01,5,12,1,46.942787
2023-09-01,5,13,63,62.665195
2023-09-01,5,14,242,212.93973
2023-09-01,5,15,68,133.46545
2023-09-01,5,16,161,81.4339
2023-09-01,5,17,178,147.45807
2023-09-01,5,18,101,82.94324
2023-09-01,5,19,20,43.846916
2023-09-01,5,20,131,160.80275
2023-09-02,1,1,8,32.549282
2023-09-02,1,2,104,75.30852
2023-09-02,1,3,81,129.22824
2023-09-02,1,4,219,247.5768
2023-09-02,1,5,138,149.45972
2023-09-02,1,6,426,372.03192
2023-09-02,1,7,33,45.238064
2023-09-02,1,8,112,171.82027
2023-09-02,1,9,92,42.892307
2023-09-02,1,10,47,109.83422
2023-09-02,1,11,18,47.000984
2023-09-02,1,12,88,139.52293
2023-09-02,1,13,103,86.516624
2023-09-02,1,14,39,34.215805
2023-09-02,1,15,22,38.32527
2023-09-02,1,16,38,25.626919
2023-09-02,1,17,30,21.961123
2023-09-02,1,18,301,255.2965
2023-09-02,1,19,342,291.50824
2023-09-02,1,20,39,45.90246
2023-09-02,2,1,111,85.66226
2023-09-02,2,2,324,300.91898
2023-09-02,2,3,217,205.2743
2023-09-02,2,4,171,191.70613
2023-09-02,2,5,133,130.63196
2023-09-02,2,6,46,63.367588
2023-09-02,2,7,111,154.80298
2023-09-02,2,8,176,166.24791
2023-09-02,2,9,209,170.97746
2023-09-02,2,10,175,161.88281
2023-09-02,2,11,77,62.454678
2023-09-02,2,12,72,132.36662
2023-09-02,2,13,84,55.449997
2023-09-02,2,14,110,155.65504
2023-09-02,2,15,86,132.49744
2023-09-02,2,16,168,157.38606
2023-09-02,2,17,113,144.22987
2023-09-02,2,18,364,313.41156
2023-09-02,2,19,134,168.12505
2023-09-02,2,20,83,47.401268
2023-09-02,3,1,36,31.172024
2023-09-02,3,2,65,46.687576
2023-09-02,3,3,187,153.61714
2023-09-02,3,4,150,183.1317
2023-09-02,3,5,265,239.45679
2023-09-02,3,6,314,286.5363
2023-09-02,3,7,8,60.78862
2023-09-02,3,8,15,28.946281
2023-09-02,3,9,73,53.77285
2023-09-02,3,10,274,236.98994
2023-09-02,3,11,32,128.92867
2023-09-02,3,12,257,242.96483
2023-09-02,3,13,160,160.42036
2023-09-02,3,14,152,158.59065
2023-09-02,3,15,153,173.20349
2023-09-02,3,16,191,175.93869
2023-09-02,3,17,66,34.197296
2023-09-02,3,18,324,300.63095
2023-09-02,3,19,144,111.80558
2023-09-02,3,20,54,100.905174
2023-09-02,4,1,136,137.26913
2023-09-02,4,2,36,121.70819
2023-09-02,4,3,23,36.858604
2023-09-02,4,4,83,66.46469
2023-09-02,4,5,180,157.53882
2023-09-02,4,6,236,236.90839
2023-09-02,4,7,301,253.69185
2023-09-02,4,8,247,213.0723
2023-09-02,4,9,125,143.0206
2023-09-02,4,10,415,351.93268
2023-09-02,4,11,71,118.82192
2023-09-02,4,12,247,229.2641
2023-09-02,4,13,15,38.03751
2023-09-02,4,14,171,163.54166
2023-09-02,4,15,271,241.85591
2023-09-02,4,16,305,269.2676
2023-09-02,4,17,391,322.75214
2023-09-02,4,18,96,80.06661
2023-09-02,4,19,44,119.69041
2023-09-02,4,20,120,134.97609
2023-09-02,5,1,166,167.49403
2023-09-02,5,2,109,85.56417
2023-09-02,5,3,375,325.94153
2023-09-02,5,4,114,183.17668
2023-09-02,5,5,141,161.56241
2023-09-02,5,6,112,182.03664
2023-09-02,5,7,0,37.49038
2023-09-02,5,8,56,42.204998
2023-09-02,5,9,60,110.338554
2023-09-02,5,10,193,207.04478
2023-09-02,5,11,58,28.49195
2023-09-02,5,12,48,52.628345
2023-09-02,5,13,2,26.6411
2023-09-02,5,14,29,38.76963
2023-09-02,5,15,144,170.85458
2023-09-02,5,16,63,31.351517
2023-09-02,5,17,71,44.841038
2023-09-02,5,18,177,193.34811
2023-09-02,5,19,355,324.33643
2023-09-02,5,20,58,31.885004
2023-09-03,1,1,62,38.149895
2023-09-03,1,2,87,58.489384
2023-09-03,1,3,38,35.021477
2023-09-03,1,4,77,55.71661
2023-09-03,1,5,181,80.11714
2023-09-03,1,6,33,144.34427
2023-09-03,1,7,162,102.74094
2023-09-03,1,8,65,118.14312
2023-09-03,1,9,115,131.63377
2023-09-03,1,10,113,176.87767
2023-09-03,1,11,70,55.80419
2023-09-03,1,12,125,82.24721
2023-09-03,1,13,173,155.52489
2023-09-03,1,14,185,164.8953
2023-09-03,1,15,11,37.585636
2023-09-03,1,16,39,47.71975
2023-09-03,1,17,62,71.115715
2023-09-03,1,18,45,58.018738
2023-09-03,1,19,171,171.14696
2023-09-03,1,20,39,19.856617
2023-09-03,2,1,9,26.73049
2023-09-03,2,2,1,41.529507
2023-09-03,2,3,297,288.2016
2023-09-03,2,4,77,38.344803
2023-09-03,2,5,302,265.0334
2023-09-03,2,6,29,68.48094
2023-09-03,2,7,184,171.07536
2023-09-03,2,8,20,36.661118
2023-09-03,2,9,2,33.481586
2023-09-03,2,10,55,75.129944
2023-09-03,2,11,147,147.07957
2023-09-03,2,12,436,341.5304
2023-09-03,2,13,217,198.49033
2023-09-03,2,14,47,29.793428
2023-09-03,2,15,150,171.46619
2023-09-03,2,16,6,42.449474
2023-09-03,2,17,92,64.54889
2023-09-03,2,18,156,106.74959
2023-09-03,2,19,135,192.90402
2023-09-03,2,20,203,162.50647
2023-09-03,3,1,82,50.68764
2023-09-03,3,2,93,60.706734
2023-09-03,3,3,1,51.54938
2023-09-03,3,4,91,49.486423
2023-09-03,3,5,378,318.49673
2023-09-03,3,6,52,51.15707
2023-09-03,3,7,11,44.526115
2023-09-03,3,8,361,310.0239
2023-09-03,3,9,251,234.84354
2023-09-03,3,10,432,354.71503
2023-09-03,3,11,258,229.5145
2023-09-03,3,12,150,190.52481
2023-09-03,3,13,165,161.36751
2023-09-03,3,14,67,53.361946
2023-09-03,3,15,61,42.563274
2023-09-03,3,16,219,222.81772
2023-09-03,3,17,101,81.17763
2023-09-03,3,18,126,169.46877
2023-09-03,3,19,149,99.61906
2023-09-03,3,20,344,290.8651
2023-09-03,4,1,52,32.21266
2023-09-03,4,2,131,136.4966
2023-09-03,4,3,111,99.79974
2023-09-03,4,4,139,162.14378
2023-09-03,4,5,53,47.26366
2023-09-03,4,6,7,44.376415
2023-09-03,4,7,124,161.85004
2023-09-03,4,8,36,35.127888
2023-09-03,4,9,157,161.79436
2023-09-03,4,10,312,285.9776
2023-09-03,4,11,77,126.84989
2023-09-03,4,12,199,202.85205
2023-09-03,4,13,224,213.1696
2023-09-03,4,14,127,152.68416
2023-09-03,4,15,127,81.08103
2023-09-03,4,16,268,248.52336
2023-09-03,4,17,8,40.216343
2023-09-03,4,18,177,169.49208
2023-09-03,4,19,100,88.0039
2023-09-03,4,20,150,87.99631
2023-09-03,5,1,10,35.886433
2023-09-03,5,2,216,195.43599
2023-09-03,5,3,12,48.59144
2023-09-03,5,4,169,159.70038
2023-09-03,5,5,47,53.159256
2023-09-03,5,6,296,253.14903
2023-09-03,5,7,192,182.61478
2023-09-03,5,8,56,60.630993
2023-09-03,5,9,157,165.63606
2023-09-03,5,10,85,76.21
2023-09-03,5,11,120,146.77464
2023-09-03,5,12,154,201.54643
2023-09-03,5,13,375,347.1665
2023-09-03,5,14,440,333.60147
2023-09-03,5,15,179,92.45873
2023-09-03,5,16,138,176.64357
2023-09-03,5,17,345,321.9759
2023-09-03,5,18,327,291.13257
2023-09-03,5,19,10,48.603848
2023-09-03,5,20,431,360.31888
2023-09-04,1,1,34,10.830362
2023-09-04,1,2,18,31.111439
2023-09-04,1,3,77,146.26591
2023-09-04,1,4,283,217.65517
2023-09-04,1,5,104,160.79474
2023-09-04,1,6,6,39.646763
2023-09-04,1,7,75,57.64997
2023-09-04,1,8,172,173.54541
2023-09-04,1,9,87,57.487244
2023-09-04,1,10,14,64.25313
2023-09-04,1,11,129,70.49134
2023-09-04,1,12,34,54.242035
2023-09-04,1,13,81,54.927544
2023-09-04,1,14,237,217.92738
2023-09-04,1,15,312,268.6238
2023-09-04,1,16,122,82.88323
2023-09-04,1,17,20,26.485336
2023-09-04,1,18,118,144.26018
2023-09-04,1,19,127,160.21114
2023-09-04,1,20,3,59.798035
2023-09-04,2,1,168,145.28888
2023-09-04,2,2,84,123.15912
2023-09-04,2,3,42,55.532883
2023-09-04,2,4,8,29.093393
2023-09-04,2,5,129,165.03835
2023-09-04,2,6,40,49.73467
2023-09-04,2,7,29,29.763786
2023-09-04,2,8,52,49.79542
2023-09-04,2,9,355,311.79248
2023-09-04,2,10,352,336.07828
2023-09-04,2,11,39,38.094162
2023-09-04,2,12,218,231.35405
2023-09-04,2,13,36,42.697807
2023-09-04,2,14,39,58.513645
2023-09-04,2,15,9,26.06342
2023-09-04,2,16,33,35.59386
2023-09-04,2,17,71,60.327747
2023-09-04,2,18,121,162.78064
2023-09-04,2,19,139,79.52048
2023-09-04,2,20,12,57.657402
2023-09-04,3,1,34,20.316422
2023-09-04,3,2,130,135.3551
2023-09-04,3,3,34,44.706882
2023-09-04,3,4,204,188.91957
2023-09-04,3,5,125,174.88733
2023-09-04,3,6,283,248.98608
2023-09-04,3,7,415,328.24295
