Date,Store ID,Product ID,Category,Region,Inventory Level,Units Sold,Units Ordered,Demand,Price,Discount,Weather Condition,Holiday/Promotion,Competitor Pricing,Seasonality,Holding Cost per Unit,Lead Time (Days),Ordering Cost
6/20/2022,5,16,1,4,478.0,391,182.0,389.57,62.35,0.0,2,1,61.28,2,5.93,5.0,63.14950037
6/20/2022,5,17,1,4,429.0,285,193.0,289.01,60.12,5.0,1,1,60.37,4,7.91,5.0,35.636969
6/20/2022,5,18,1,1,445.0,124,133.0,118.63,78.32,15.0,2,0,79.33,1,7.83,2.0,32.98202575
6/20/2022,5,19,1,1,371.0,150,101.0,143.36,90.84,10.0,2,1,95.25,4,7.33,5.0,30.22088468
6/20/2022,5,20,1,3,176.0,3,22.0,21.29,79.83,15.0,2,1,80.56,2,5.01,2.0,34.63476238
6/21/2022,1,1,3,1,403.0,191,137.0,182.13,79.86,0.0,4,1,76.93,2,14.83,5.0,44.98160475
6/21/2022,1,2,3,4,460.0,354,48.0,362.72,29.28,5.0,2,0,27.78,4,5.08,5.0,32.32334449
6/21/2022,1,3,3,2,374.0,111,109.0,122.62,78.62,0.0,4,1,80.28,4,12.57,5.0,58.32290311
6/21/2022,1,4,3,2,59.0,15,194.0,20.35,90.81,10.0,4,1,89.08,2,6.41,2.0,38.49356443
6/21/2022,1,5,3,2,405.0,190,113.0,186.02,30.0,15.0,3,1,33.22,4,12.73,5.0,50.99025727
6/21/2022,1,6,2,3,123.0,99,82.0,105.17,76.82,5.0,3,0,76.07,4,3.55,5.0,44.65447373
6/21/2022,1,7,2,4,278.0,116,69.0,135.27,83.41,20.0,2,0,85.38,1,8.77,5.0,37.98695129
6/21/2022,1,8,2,1,422.0,49,47.0,65.13,72.27,0.0,3,1,73.85,2,4.18,5.0,53.69658275
6/21/2022,1,9,2,2,346.0,236,167.0,250.42,67.46,10.0,1,0,63.63,3,5.74,5.0,67.95542149
6/21/2022,1,10,2,1,389.0,96,130.0,90.58,81.95,10.0,2,0,78.92,4,6.47,2.0,42.18455077
6/21/2022,1,11,2,1,359.0,200,89.0,190.38,59.66,20.0,3,0,62.17,3,6.04,5.0,34.88152939
6/21/2022,1,12,2,1,458.0,396,161.0,411.75,10.21,5.0,4,1,14.03,2,8.51,5.0,40.35119926
6/21/2022,1,13,2,4,377.0,359,189.0,371.11,88.63,20.0,2,0,88.59,1,9.33,5.0,68.78338511
6/21/2022,1,14,1,1,374.0,204,149.0,203.01,71.45,0.0,2,1,74.88,3,5.77,5.0,67.57995766
6/21/2022,1,15,1,3,170.0,10,177.0,4.17,21.28,0.0,2,1,21.46,1,5.81,2.0,43.01321323
6/21/2022,1,16,1,3,329.0,312,94.0,315.19,85.39,15.0,3,0,83.64,4,6.26,5.0,44.27013307
6/21/2022,1,17,1,2,274.0,96,28.0,87.27,96.56,0.0,2,0,95.98,2,7.8,5.0,51.70784333
6/21/2022,1,18,1,3,328.0,309,138.0,321.9,74.56,0.0,3,1,69.62,2,6.49,5.0,37.94862726
6/21/2022,1,19,1,3,426.0,404,83.0,394.83,36.79,10.0,1,1,40.9,4,6.73,5.0,59.16028672
6/21/2022,1,20,1,4,58.0,8,188.0,1.84,58.93,10.0,1,0,62.44,1,2.53,2.0,44.33862914
6/21/2022,2,1,3,2,389.0,291,34.0,285.48,52.46,20.0,2,0,50.24,4,8.43,5.0,68.02857226
6/21/2022,2,2,3,3,136.0,84,38.0,87.38,48.72,20.0,3,1,45.05,1,9.39,5.0,64.64704583
6/21/2022,2,3,3,1,284.0,120,182.0,119.38,88.82,10.0,4,1,89.83,1,9.28,2.0,54.04460047
6/21/2022,2,4,3,1,421.0,232,164.0,243.77,84.43,10.0,3,0,86.66,3,13.73,5.0,63.29770563
6/21/2022,2,5,3,4,85.0,53,140.0,47.74,50.23,10.0,1,0,53.06,1,8.5,2.0,47.27780075
6/21/2022,2,6,2,2,71.0,45,35.0,58.57,49.81,5.0,4,0,46.46,4,8.23,5.0,35.57975443
6/21/2022,2,7,2,1,113.0,104,71.0,97.3,35.87,15.0,2,0,36.0,4,9.64,5.0,48.24279937
6/21/2022,2,8,2,3,50.0,13,20.0,24.25,61.73,5.0,3,1,62.12,1,3.27,5.0,36.82096495
6/21/2022,2,9,2,2,389.0,350,193.0,344.93,45.41,10.0,1,1,49.72,4,7.98,5.0,67.95542149
6/21/2022,2,10,2,4,354.0,278,45.0,282.72,52.77,0.0,4,1,52.2,2,4.31,5.0,57.36932106
6/21/2022,2,11,2,4,212.0,107,115.0,119.34,32.08,20.0,1,1,27.77,2,5.5,5.0,31.37554084
6/21/2022,2,12,2,2,165.0,35,48.0,46.03,29.93,10.0,4,0,26.54,3,6.05,2.0,56.50089137
6/21/2022,2,13,2,3,303.0,11,67.0,30.47,56.03,15.0,2,0,60.32,2,9.09,2.0,61.00531293
6/21/2022,2,14,1,1,266.0,28,170.0,38.81,99.3,20.0,3,1,98.74,2,7.41,2.0,67.57995766
6/21/2022,2,15,1,3,56.0,49,112.0,44.96,41.74,10.0,2,0,37.45,1,6.53,2.0,43.01321323
6/21/2022,2,16,1,2,463.0,342,164.0,346.99,97.51,15.0,4,1,96.48,2,5.24,5.0,40.85396127
6/21/2022,2,17,1,3,410.0,365,62.0,371.49,86.79,10.0,1,1,87.16,2,6.02,5.0,62.08787923
6/21/2022,2,18,1,3,60.0,18,20.0,35.97,32.37,15.0,2,0,37.31,4,2.91,5.0,37.94862726
6/21/2022,2,19,1,3,152.0,71,152.0,87.81,17.63,15.0,1,1,15.98,4,4.99,2.0,59.16028672
6/21/2022,2,20,1,3,480.0,331,127.0,321.57,55.72,10.0,3,0,58.52,4,4.17,5.0,34.63476238
6/21/2022,3,1,3,4,466.0,136,129.0,136.43,64.46,5.0,3,1,60.84,1,11.19,5.0,59.27975767
6/21/2022,3,2,3,4,457.0,322,49.0,331.75,96.86,0.0,3,1,98.27,4,14.31,5.0,32.32334449
6/21/2022,3,3,3,2,386.0,373,89.0,378.53,96.2,20.0,2,1,98.78,1,8.2,5.0,58.32290311
6/21/2022,3,4,3,4,370.0,265,140.0,259.32,13.3,0.0,1,0,14.46,4,6.4,5.0,37.27299869
6/21/2022,3,5,3,3,370.0,357,53.0,358.49,76.07,10.0,1,0,75.14,4,6.23,5.0,41.64916561
6/21/2022,3,6,2,4,455.0,308,188.0,305.48,17.44,0.0,2,1,19.91,4,7.68,5.0,41.68578594
6/21/2022,3,7,2,3,423.0,170,182.0,174.31,94.36,0.0,3,1,96.13,2,7.15,2.0,50.56937754
6/21/2022,3,8,2,4,468.0,162,71.0,172.7,77.19,20.0,2,1,80.95,4,9.41,5.0,54.30179408
6/21/2022,3,9,2,1,483.0,456,149.0,460.09,92.91,10.0,2,1,92.98,4,8.18,5.0,32.60206372
6/21/2022,3,10,2,2,138.0,135,117.0,153.7,77.64,20.0,3,1,78.67,3,6.11,5.0,33.90688456
6/21/2022,3,11,2,1,189.0,44,198.0,58.52,58.23,0.0,3,0,61.94,1,5.06,2.0,34.88152939
6/21/2022,3,12,2,2,367.0,345,183.0,352.49,40.28,5.0,2,1,44.53,2,3.54,5.0,56.50089137
6/21/2022,3,13,2,3,137.0,1,28.0,-3.86,44.69,0.0,2,0,47.72,1,3.06,2.0,61.00531293
6/21/2022,3,14,1,1,164.0,11,189.0,4.75,82.21,10.0,4,0,84.2,2,6.0,2.0,67.57995766
6/21/2022,3,15,1,2,296.0,207,194.0,219.56,30.23,15.0,3,1,33.48,2,3.63,5.0,37.8393145
6/21/2022,3,16,1,2,392.0,326,149.0,335.36,24.9,10.0,3,1,27.37,1,6.22,5.0,40.85396127
6/21/2022,3,17,1,3,275.0,249,48.0,267.93,17.46,5.0,1,1,20.44,1,4.29,5.0,62.08787923
6/21/2022,3,18,1,4,233.0,212,70.0,231.14,33.0,20.0,4,0,34.16,4,5.3,5.0,60.88979077
6/21/2022,3,19,1,2,455.0,292,45.0,296.86,42.7,0.0,2,0,42.3,2,2.82,5.0,62.61845714
6/21/2022,3,20,1,1,103.0,22,109.0,35.91,95.87,5.0,1,1,99.51,2,2.19,2.0,60.85081387
6/21/2022,4,1,3,2,329.0,295,159.0,301.24,83.06,10.0,2,0,78.83,3,13.02,5.0,68.02857226
6/21/2022,4,2,3,1,460.0,255,53.0,247.71,56.88,0.0,2,1,52.37,1,8.15,5.0,36.24074562
6/21/2022,4,3,3,3,150.0,74,45.0,85.53,88.1,0.0,1,0,89.58,3,6.49,5.0,68.79639409
6/21/2022,4,4,3,3,479.0,47,109.0,66.51,97.43,20.0,2,0,102.33,2,13.9,2.0,37.33618039
6/21/2022,4,5,3,2,439.0,438,41.0,456.8,75.23,10.0,3,1,76.85,1,6.27,5.0,50.99025727
6/21/2022,4,6,2,2,160.0,160,38.0,174.3,79.3,20.0,2,0,79.57,1,7.71,5.0,35.57975443
6/21/2022,4,7,2,1,65.0,23,118.0,31.65,36.24,5.0,1,0,39.12,3,8.18,2.0,48.24279937
6/21/2022,4,8,2,1,292.0,181,149.0,180.86,90.78,20.0,2,1,90.67,4,3.42,5.0,53.69658275
6/21/2022,4,9,2,4,111.0,50,191.0,66.31,56.86,10.0,3,0,52.64,2,6.69,2.0,68.62528132
6/21/2022,4,10,2,1,483.0,426,101.0,424.02,72.94,20.0,1,1,72.72,2,6.77,5.0,42.18455077
6/21/2022,4,11,2,3,417.0,275,147.0,276.97,94.08,0.0,1,1,92.0,3,6.44,5.0,66.37281608
6/21/2022,4,12,2,2,93.0,30,109.0,21.93,42.98,5.0,1,0,41.51,2,9.81,2.0,56.50089137
6/21/2022,4,13,2,4,330.0,152,144.0,142.51,37.62,5.0,1,1,38.4,4,8.78,2.0,68.78338511
6/21/2022,4,14,1,4,402.0,103,65.0,121.02,40.09,10.0,4,1,44.71,4,4.49,5.0,53.91599915
6/21/2022,4,15,1,1,298.0,262,171.0,264.9,43.67,0.0,4,0,42.87,3,4.09,5.0,33.53970008
6/21/2022,4,16,1,4,395.0,236,200.0,239.53,51.18,10.0,3,1,50.18,3,6.3,5.0,63.14950037
6/21/2022,4,17,1,4,248.0,105,133.0,104.86,58.83,15.0,2,1,57.56,1,3.47,2.0,35.636969
6/21/2022,4,18,1,4,103.0,46,53.0,40.99,40.02,20.0,3,0,41.26,3,4.54,2.0,60.88979077
6/21/2022,4,19,1,2,443.0,66,138.0,56.14,79.74,15.0,4,0,82.56,4,5.82,2.0,62.61845714
6/21/2022,4,20,1,4,424.0,38,26.0,29.42,81.12,10.0,2,0,78.73,3,6.31,5.0,44.33862914
6/21/2022,5,1,3,2,254.0,76,58.0,94.78,26.21,0.0,1,0,25.03,2,14.32,5.0,68.02857226
6/21/2022,5,2,3,2,385.0,193,63.0,206.12,49.04,10.0,3,0,48.03,3,13.5,5.0,36.23978081
6/21/2022,5,3,3,1,326.0,206,70.0,196.29,18.84,10.0,1,1,16.55,1,5.5,5.0,54.04460047
6/21/2022,5,4,3,1,258.0,95,171.0,106.99,13.1,0.0,3,0,11.46,4,6.94,2.0,63.29770563
6/21/2022,5,5,3,4,482.0,39,97.0,40.72,25.91,5.0,3,0,28.29,4,7.43,2.0,47.27780075
6/21/2022,5,6,2,4,242.0,109,97.0,110.7,51.67,15.0,1,0,49.09,2,5.67,5.0,41.68578594
6/21/2022,5,7,2,2,163.0,63,161.0,72.33,30.61,15.0,2,0,30.22,1,6.46,2.0,61.40703846
6/21/2022,5,8,2,1,173.0,81,152.0,83.7,60.95,20.0,4,1,63.87,1,9.55,2.0,53.69658275
6/21/2022,5,9,2,2,379.0,197,25.0,211.8,87.47,5.0,4,1,91.36,1,8.02,5.0,67.95542149
6/21/2022,5,10,2,2,50.0,11,97.0,27.03,95.75,20.0,2,0,98.77,4,6.17,2.0,33.90688456
6/21/2022,5,11,2,2,384.0,197,161.0,204.76,91.23,5.0,1,0,93.77,3,9.89,5.0,49.8070764
6/21/2022,5,12,2,2,445.0,400,71.0,394.07,81.11,20.0,4,0,84.29,2,9.62,5.0,56.50089137
6/21/2022,5,13,2,1,157.0,97,182.0,103.54,69.1,5.0,2,1,70.05,1,6.12,2.0,51.86841117
6/21/2022,5,14,1,2,277.0,106,59.0,102.64,83.03,5.0,4,0,78.65,4,5.68,5.0,65.79309402
6/21/2022,5,15,1,1,392.0,280,38.0,284.13,39.84,0.0,4,1,41.68,3,3.3,5.0,33.53970008
6/21/2022,5,16,1,2,146.0,115,127.0,106.93,51.1,15.0,1,1,52.04,3,5.93,2.0,40.85396127
6/21/2022,5,17,1,3,268.0,246,68.0,254.02,80.97,0.0,1,1,80.21,4,5.36,5.0,62.08787923
6/21/2022,5,18,1,4,415.0,154,190.0,168.34,17.77,15.0,1,1,13.92,4,5.51,2.0,60.88979077
6/21/2022,5,19,1,3,130.0,0,184.0,7.18,20.64,0.0,3,1,22.98,4,5.25,2.0,59.16028672
6/21/2022,5,20,1,3,413.0,237,175.0,233.33,15.41,0.0,1,1,13.89,1,2.02,5.0,34.63476238
6/22/2022,1,1,3,4,264.0,238,187.0,253.34,19.44,5.0,4,1,16.29,4,10.92,5.0,59.27975767
6/22/2022,1,2,3,4,386.0,85,199.0,85.63,17.13,20.0,3,0,15.28,4,8.3,2.0,32.32334449
6/22/2022,1,3,3,3,115.0,75,102.0,69.39,23.18,0.0,3,1,24.69,3,7.38,2.0,68.79639409
6/22/2022,1,4,3,2,190.0,180,86.0,174.79,99.43,0.0,4,1,98.09,4,8.17,5.0,38.49356443
6/22/2022,1,5,3,4,327.0,37,97.0,29.48,98.57,0.0,3,0,102.88,4,8.79,2.0,47.27780075
6/22/2022,1,6,2,4,361.0,89,197.0,95.32,29.29,10.0,3,1,25.37,3,8.42,2.0,41.68578594
6/22/2022,1,7,2,4,292.0,277,55.0,295.43,69.87,0.0,2,1,66.32,4,3.3,5.0,37.98695129
6/22/2022,1,8,2,4,102.0,50,98.0,68.41,75.97,10.0,1,0,79.4,3,3.7,2.0,54.30179408
6/22/2022,1,9,2,1,294.0,259,27.0,257.79,65.37,5.0,1,1,64.28,3,3.96,5.0,32.60206372
6/22/2022,1,10,2,3,300.0,285,169.0,283.17,60.38,15.0,3,1,63.56,3,7.14,5.0,47.60609975
6/22/2022,1,11,2,4,227.0,108,136.0,105.23,89.17,0.0,4,1,84.99,3,4.93,2.0,31.37554084
6/22/2022,1,12,2,3,224.0,221,22.0,235.67,18.02,15.0,3,1,22.1,4,5.64,5.0,50.80272085
6/22/2022,1,13,2,1,68.0,37,133.0,54.15,38.54,10.0,2,0,39.56,1,6.82,2.0,51.86841117
6/22/2022,1,14,1,3,88.0,30,43.0,20.23,38.59,20.0,4,1,35.35,4,6.27,2.0,66.8749694
6/22/2022,1,15,1,3,69.0,4,181.0,-1.54,90.17,20.0,2,1,86.48,1,3.49,2.0,43.01321323
6/22/2022,1,16,1,4,373.0,71,77.0,64.67,41.69,20.0,2,1,41.01,1,7.02,2.0,63.14950037
6/22/2022,1,17,1,4,416.0,157,148.0,159.1,65.36,15.0,4,1,62.3,2,6.92,5.0,35.636969
6/22/2022,1,18,1,1,365.0,53,25.0,54.25,37.07,15.0,3,1,38.09,4,2.26,5.0,32.98202575
6/22/2022,1,19,1,2,222.0,159,134.0,165.48,59.56,15.0,3,1,60.91,4,2.84,5.0,62.61845714
6/22/2022,1,20,1,2,426.0,361,33.0,370.9,11.81,15.0,2,1,14.25,1,7.35,5.0,32.96178607
6/22/2022,2,1,3,4,284.0,180,121.0,187.79,53.48,0.0,4,1,57.61,1,12.44,5.0,59.27975767
6/22/2022,2,2,3,4,201.0,181,150.0,181.52,62.96,20.0,4,1,59.3,4,5.85,5.0,32.32334449
6/22/2022,2,3,3,3,451.0,385,73.0,386.4,93.75,5.0,1,1,93.4,1,8.95,5.0,68.79639409
6/22/2022,2,4,3,2,223.0,65,44.0,64.84,29.73,10.0,2,1,27.49,3,8.51,5.0,38.49356443
6/22/2022,2,5,3,2,250.0,4,155.0,7.15,89.97,0.0,1,1,88.78,4,11.71,2.0,50.99025727
6/22/2022,2,6,2,4,200.0,96,130.0,97.5,30.31,10.0,3,0,29.8,4,9.06,2.0,41.68578594
6/22/2022,2,7,2,3,318.0,27,70.0,46.06,63.44,0.0,3,1,59.93,3,6.6,2.0,50.56937754
6/22/2022,2,8,2,1,107.0,41,158.0,33.12,97.16,15.0,1,1,93.12,3,7.44,2.0,53.69658275
6/22/2022,2,9,2,1,307.0,102,56.0,100.45,99.13,20.0,3,1,95.37,2,9.86,5.0,32.60206372
6/22/2022,2,10,2,4,207.0,90,173.0,92.24,67.23,10.0,1,0,65.62,4,3.42,2.0,57.36932106
6/22/2022,2,11,2,2,85.0,83,180.0,99.83,97.67,15.0,2,0,97.21,3,7.97,2.0,49.8070764
6/22/2022,2,12,2,1,415.0,10,185.0,7.93,96.33,10.0,4,1,92.9,3,8.57,2.0,40.35119926
6/22/2022,2,13,2,1,397.0,64,145.0,66.62,20.18,10.0,2,1,15.33,3,7.39,2.0,51.86841117
6/22/2022,2,14,1,3,99.0,52,29.0,53.86,45.13,5.0,1,1,40.99,2,5.72,5.0,66.8749694
6/22/2022,2,15,1,3,414.0,391,43.0,401.03,65.18,5.0,1,0,68.02,2,4.46,5.0,43.01321323
6/22/2022,2,16,1,4,429.0,346,58.0,347.9,89.8,20.0,4,1,87.66,4,5.64,5.0,63.14950037
6/22/2022,2,17,1,2,341.0,112,89.0,120.46,74.14,10.0,4,0,76.02,1,6.22,5.0,51.70784333
6/22/2022,2,18,1,1,216.0,4,51.0,13.19,82.71,15.0,2,0,82.53,1,7.22,2.0,32.98202575
6/22/2022,2,19,1,3,71.0,38,81.0,54.64,21.97,15.0,1,0,21.6,4,5.01,2.0,59.16028672
6/22/2022,2,20,1,2,181.0,121,110.0,115.5,57.74,0.0,3,1,55.51,3,4.35,5.0,32.96178607
6/22/2022,3,1,3,2,465.0,100,43.0,101.52,69.71,10.0,4,1,71.13,1,13.26,5.0,68.02857226
6/22/2022,3,2,3,2,88.0,63,185.0,82.53,47.93,0.0,4,0,48.33,3,14.99,2.0,36.23978081
6/22/2022,3,3,3,2,90.0,38,61.0,57.36,18.38,0.0,2,0,13.68,4,8.36,2.0,58.32290311
6/22/2022,3,4,3,2,262.0,40,102.0,54.02,25.54,15.0,1,1,23.59,3,12.33,2.0,38.49356443
6/22/2022,3,5,3,3,265.0,204,25.0,210.65,40.64,10.0,3,1,37.95,1,9.51,5.0,41.64916561
6/22/2022,3,6,2,2,343.0,319,134.0,319.9,58.23,15.0,3,1,60.81,3,7.78,5.0,35.57975443
6/22/2022,3,7,2,3,315.0,271,170.0,276.8,28.31,5.0,4,0,24.69,3,9.06,5.0,50.56937754
6/22/2022,3,8,2,1,118.0,97,52.0,107.23,88.04,20.0,3,0,88.13,1,4.43,5.0,53.69658275
6/22/2022,3,9,2,4,460.0,184,71.0,181.29,96.74,5.0,4,0,98.33,3,4.46,5.0,68.62528132
6/22/2022,3,10,2,3,452.0,242,174.0,239.22,34.64,10.0,4,1,38.5,3,9.74,5.0,47.60609975
6/22/2022,3,11,2,1,174.0,146,158.0,161.46,42.4,5.0,4,1,42.14,2,7.84,5.0,34.88152939
6/22/2022,3,12,2,3,391.0,77,61.0,68.69,26.06,15.0,3,0,24.9,1,9.57,5.0,50.80272085
6/22/2022,3,13,2,3,326.0,260,66.0,253.67,90.12,10.0,3,0,86.88,3,3.36,5.0,61.00531293
6/22/2022,3,14,1,2,327.0,108,35.0,125.54,28.58,10.0,3,1,26.69,3,4.44,5.0,65.79309402
6/22/2022,3,15,1,2,493.0,280,120.0,280.76,78.94,15.0,3,1,77.1,3,3.39,5.0,37.8393145
6/22/2022,3,16,1,4,417.0,219,142.0,235.88,22.03,20.0,3,0,18.66,3,5.72,5.0,63.14950037
6/22/2022,3,17,1,4,288.0,287,161.0,299.84,93.99,10.0,2,0,91.48,2,7.15,5.0,35.636969
6/22/2022,3,18,1,4,88.0,77,71.0,85.14,86.43,0.0,4,0,87.4,2,2.93,5.0,60.88979077
6/22/2022,3,19,1,1,391.0,168,25.0,166.13,68.61,5.0,2,1,66.51,4,4.58,5.0,30.22088468
6/22/2022,3,20,1,1,216.0,23,127.0,39.73,29.22,20.0,1,1,25.25,2,7.5,2.0,60.85081387
6/22/2022,4,1,3,1,166.0,159,83.0,166.54,39.07,5.0,1,1,42.71,4,7.4,5.0,44.98160475
6/22/2022,4,2,3,4,156.0,26,143.0,21.84,85.07,0.0,3,0,86.64,4,8.89,2.0,32.32334449
6/22/2022,4,3,3,4,310.0,129,78.0,129.52,49.69,5.0,3,0,52.14,1,6.48,5.0,30.82337977
6/22/2022,4,4,3,1,413.0,205,91.0,210.44,56.94,20.0,1,0,60.09,3,7.66,5.0,63.29770563
6/22/2022,4,5,3,3,286.0,245,84.0,242.67,85.05,10.0,3,0,83.82,4,12.15,5.0,41.64916561
6/22/2022,4,6,2,4,427.0,316,195.0,315.64,94.35,20.0,1,1,90.3,2,9.75,5.0,41.68578594
6/22/2022,4,7,2,3,173.0,153,44.0,157.32,57.18,0.0,1,1,56.48,4,3.33,5.0,50.56937754
6/22/2022,4,8,2,3,302.0,195,189.0,206.02,57.54,15.0,4,1,57.66,4,3.19,5.0,36.82096495
6/22/2022,4,9,2,4,271.0,204,79.0,214.8,79.53,0.0,2,0,81.18,3,7.81,5.0,68.62528132
6/22/2022,4,10,2,4,213.0,79,104.0,74.58,53.51,20.0,2,0,57.76,1,9.32,2.0,57.36932106
6/22/2022,4,11,2,1,483.0,248,71.0,248.0,76.1,0.0,3,0,75.27,4,4.12,5.0,34.88152939
6/22/2022,4,12,2,3,199.0,14,159.0,26.46,96.03,0.0,3,0,98.02,2,9.71,2.0,50.80272085
6/22/2022,4,13,2,2,416.0,403,24.0,420.93,71.66,5.0,3,0,74.91,2,5.73,5.0,37.39417822
6/22/2022,4,14,1,1,479.0,235,140.0,232.69,87.69,10.0,2,1,90.24,3,5.68,5.0,67.57995766
6/22/2022,4,15,1,3,481.0,394,116.0,407.28,80.25,0.0,2,0,80.17,3,3.24,5.0,43.01321323
6/22/2022,4,16,1,4,456.0,363,128.0,378.68,87.82,0.0,2,1,85.57,1,6.86,5.0,63.14950037
6/22/2022,4,17,1,3,361.0,251,46.0,254.95,13.26,15.0,4,0,16.99,1,4.19,5.0,62.08787923
6/22/2022,4,18,1,2,123.0,44,103.0,45.57,99.98,20.0,4,1,103.75,4,5.72,2.0,69.47547746
6/22/2022,4,19,1,1,403.0,117,63.0,113.65,65.16,0.0,3,0,66.78,2,7.74,5.0,30.22088468
6/22/2022,4,20,1,3,362.0,319,24.0,317.54,95.42,0.0,2,1,92.19,2,5.68,5.0,34.63476238
6/22/2022,5,1,3,3,316.0,231,103.0,223.41,51.85,15.0,2,1,49.92,1,7.93,5.0,53.94633937
6/22/2022,5,2,3,4,253.0,48,109.0,49.21,64.87,0.0,1,0,65.19,4,5.74,2.0,32.32334449
6/22/2022,5,3,3,2,197.0,30,24.0,37.18,15.75,15.0,3,0,19.6,2,13.26,5.0,58.32290311
6/22/2022,5,4,3,1,345.0,178,85.0,176.13,93.01,0.0,1,1,94.25,2,8.09,5.0,63.29770563
6/22/2022,5,5,3,1,56.0,25,178.0,39.65,53.37,0.0,3,1,54.2,2,13.79,2.0,42.16968972
6/22/2022,5,6,2,3,352.0,128,102.0,143.77,73.33,15.0,1,0,76.43,3,4.01,5.0,44.65447373
6/22/2022,5,7,2,1,405.0,326,191.0,339.57,43.89,20.0,3,1,39.91,2,9.56,5.0,48.24279937
6/22/2022,5,8,2,2,394.0,40,181.0,50.73,80.17,20.0,1,1,76.47,4,5.11,2.0,31.85801651
6/22/2022,5,9,2,4,137.0,15,138.0,29.54,77.45,15.0,2,1,80.84,1,9.2,2.0,68.62528132
6/22/2022,5,10,2,4,457.0,151,140.0,155.34,34.69,5.0,4,0,31.56,3,7.44,5.0,57.36932106
6/22/2022,5,11,2,4,250.0,8,52.0,12.68,97.79,20.0,4,1,101.89,3,4.61,2.0,31.37554084
6/22/2022,5,12,2,1,232.0,23,177.0,16.74,68.33,20.0,1,0,64.28,3,4.85,2.0,40.35119926
6/22/2022,5,13,2,1,463.0,60,82.0,56.86,40.42,5.0,1,1,37.03,1,7.48,2.0,51.86841117
6/22/2022,5,14,1,4,101.0,51,27.0,58.76,48.17,10.0,1,1,48.56,1,4.8,5.0,53.91599915
6/22/2022,5,15,1,2,220.0,62,37.0,71.69,73.23,15.0,3,1,70.43,1,6.92,5.0,37.8393145
6/22/2022,5,16,1,3,421.0,150,154.0,145.97,75.57,20.0,2,0,77.06,1,4.53,2.0,44.27013307
6/22/2022,5,17,1,1,447.0,379,90.0,382.92,27.63,15.0,2,1,24.74,1,6.22,5.0,41.23738039
6/22/2022,5,18,1,1,80.0,61,106.0,52.91,10.54,10.0,4,1,5.88,3,2.6,2.0,32.98202575
6/22/2022,5,19,1,4,198.0,145,79.0,157.7,90.23,10.0,2,1,88.72,3,3.36,5.0,58.27429375
6/22/2022,5,20,1,3,441.0,266,21.0,273.85,74.26,5.0,2,0,76.87,3,5.36,5.0,34.63476238
6/23/2022,1,1,3,4,492.0,268,144.0,263.81,13.76,20.0,4,0,14.59,2,10.15,5.0,59.27975767
6/23/2022,1,2,3,2,115.0,48,23.0,48.85,20.81,20.0,2,0,15.99,2,11.39,5.0,36.23978081
6/23/2022,1,3,3,4,442.0,302,123.0,314.42,41.07,20.0,2,0,45.29,2,14.2,5.0,30.82337977
6/23/2022,1,4,3,1,318.0,184,143.0,192.05,96.49,20.0,1,1,93.88,2,10.86,5.0,63.29770563
6/23/2022,1,5,3,2,414.0,41,194.0,45.17,92.09,20.0,1,0,94.1,3,7.67,2.0,50.99025727
6/23/2022,1,6,2,3,239.0,126,121.0,145.75,75.99,20.0,1,1,76.72,3,5.68,5.0,44.65447373
6/23/2022,1,7,2,3,386.0,174,76.0,182.06,36.89,0.0,3,0,36.3,2,9.53,5.0,50.56937754
6/23/2022,1,8,2,1,167.0,78,111.0,83.79,68.41,20.0,3,0,70.68,4,7.62,2.0,53.69658275
6/23/2022,1,9,2,3,394.0,191,49.0,184.83,44.92,0.0,4,1,46.42,1,9.73,5.0,62.33589392
6/23/2022,1,10,2,4,215.0,12,88.0,6.93,87.21,20.0,1,1,91.71,3,8.26,2.0,57.36932106
6/23/2022,1,11,2,2,313.0,251,62.0,251.5,70.6,0.0,1,1,68.87,4,3.58,5.0,49.8070764
6/23/2022,1,12,2,2,435.0,312,42.0,327.69,51.99,15.0,3,1,56.63,3,5.3,5.0,56.50089137
6/23/2022,1,13,2,3,74.0,0,129.0,-4.06,24.0,5.0,3,0,19.85,2,7.22,2.0,61.00531293
6/23/2022,1,14,1,3,287.0,168,196.0,171.85,18.26,0.0,3,1,21.04,1,6.28,2.0,66.8749694
6/23/2022,1,15,1,3,488.0,43,67.0,54.18,89.58,5.0,4,1,87.59,3,5.76,2.0,43.01321323
6/23/2022,1,16,1,4,156.0,51,165.0,52.86,31.38,10.0,1,0,32.61,1,3.06,2.0,63.14950037
6/23/2022,1,17,1,3,231.0,161,42.0,161.35,97.05,5.0,4,0,96.57,3,6.29,5.0,62.08787923
6/23/2022,1,18,1,3,446.0,29,158.0,26.72,98.84,20.0,3,0,102.58,4,2.01,2.0,37.94862726
6/23/2022,1,19,1,1,375.0,349,149.0,364.51,12.14,20.0,4,0,8.26,1,2.49,5.0,30.22088468
6/23/2022,1,20,1,4,400.0,76,79.0,91.31,24.01,10.0,3,0,20.69,1,6.81,5.0,44.33862914
6/23/2022,2,1,3,1,361.0,269,90.0,260.64,34.86,5.0,3,0,39.35,3,8.62,5.0,44.98160475
6/23/2022,2,2,3,1,292.0,288,105.0,301.59,10.01,15.0,3,1,5.46,2,10.31,5.0,36.24074562
