Date,Store ID,Product ID,Category,Region,Inventory Level,Units Sold,Units Ordered,Demand,Price,Discount,Weather Condition,Holiday/Promotion,Competitor Pricing,Seasonality,Holding Cost per Unit,Lead Time (Days),Ordering Cost,DayOfWeek,DayOfMonth,Demand_t-1,Demand_t-7,RollingMean_7,RollingStd_7,Predicted_Demand_Raw,Predicted_Demand,Absolute_Error,Percentage_Error
2023-01-16,2,7,2,1,463.0,95,98.0,100.47,66.0,20.0,3,1,62.8,2,6.24,5.0,48.24279937,0,16,95.5,170.47,139.70428571428573,93.69472590228706,105.9356,106.0,5.530000000000001,5.504130586244652
2023-01-16,3,7,2,2,141.0,105,193.0,98.57,66.89,0.0,3,0,71.2,2,7.94,2.0,61.40703846,0,16,100.47,175.59,128.7014285714286,93.29970961522687,105.9356,106.0,7.430000000000007,7.537790402759467
2023-01-16,4,7,2,4,142.0,51,142.0,63.16,19.91,10.0,4,0,23.75,1,7.73,2.0,37.98695129,0,16,98.57,307.79,93.75428571428571,51.48277668539313,60.830093,61.0,2.1599999999999966,3.419886003799868
2023-01-16,5,7,2,2,397.0,52,183.0,66.0,32.39,10.0,4,1,32.28,2,5.71,2.0,61.40703846,0,16,63.16,13.65,101.23285714285716,40.5482394662146,60.830093,61.0,5.0,7.575757575757576
2023-01-17,1,7,2,4,431.0,363,195.0,358.3,18.55,5.0,1,0,18.09,1,6.75,5.0,37.98695129,1,17,66.0,99.26,138.23857142857145,105.16544258588776,338.59113,339.0,19.30000000000001,5.3865475858219405
2023-01-17,2,7,2,4,410.0,68,136.0,77.59,48.96,0.0,1,0,44.31,2,5.36,2.0,37.98695129,1,17,358.3,185.67,122.79857142857144,104.97489817865508,79.35342,79.0,1.4099999999999966,1.81724449026936
2023-01-17,3,7,2,2,472.0,412,85.0,403.77,30.3,10.0,3,1,34.69,2,4.47,5.0,61.40703846,1,17,77.59,95.5,166.83714285714288,147.61568160985738,363.3449,363.0,40.76999999999998,10.09733263986923
2023-01-17,4,7,2,4,448.0,10,183.0,12.89,42.22,20.0,4,0,38.99,2,6.58,2.0,37.98695129,1,17,403.77,100.47,154.32571428571433,157.55512843204448,48.00702,48.0,35.11,272.38169123351435
2023-01-17,5,7,2,1,90.0,62,62.0,63.85,65.37,15.0,2,1,60.93,1,4.64,5.0,48.24279937,1,17,12.89,98.57,149.3657142857143,160.12841459873604,79.35342,79.0,15.149999999999999,23.727486296006262
2023-01-18,1,7,2,2,408.0,320,84.0,321.69,19.4,10.0,3,0,15.55,4,6.47,5.0,61.40703846,2,18,63.85,63.16,186.29857142857145,166.61464405713454,307.0379,307.0,14.689999999999998,4.5665081289440135
2023-01-18,2,7,2,2,357.0,240,57.0,257.06,12.48,5.0,2,1,14.41,2,9.77,5.0,61.40703846,2,18,321.69,66.0,213.5928571428572,159.10333379225415,222.85416,223.0,34.06,13.249824943592936
2023-01-18,3,7,2,2,216.0,85,138.0,76.54,97.45,20.0,3,1,93.88,4,8.06,2.0,61.40703846,2,18,257.06,358.3,173.3414285714286,151.86908336113808,105.9356,106.0,29.459999999999994,38.489678599425126
2023-01-18,4,7,2,3,286.0,248,125.0,266.37,58.72,10.0,4,1,57.3,3,8.83,5.0,50.56937754,2,18,76.54,77.59,200.31,148.7616454825187,222.85416,223.0,43.370000000000005,16.281863573225213
2023-01-18,5,7,2,1,68.0,66,135.0,81.71,31.59,0.0,4,0,32.58,3,6.0,2.0,48.24279937,2,18,266.37,403.77,154.3014285714286,122.9041841474582,79.35342,79.0,2.7099999999999937,3.3166075143801175
2023-01-19,1,7,2,4,231.0,30,50.0,33.25,71.12,5.0,1,0,70.43,1,4.14,2.0,37.98695129,3,19,81.71,12.89,157.21,119.1844988522694,48.00702,48.0,14.75,44.3609022556391
2023-01-19,2,7,2,2,224.0,2,179.0,17.42,24.15,15.0,3,0,27.21,3,5.62,2.0,61.40703846,3,19,33.25,63.85,150.5771428571429,126.32422540356012,48.00702,48.0,30.58,175.54535017221582
2023-01-19,3,7,2,4,494.0,406,99.0,412.48,77.0,15.0,3,1,72.3,3,6.09,5.0,37.98695129,3,19,17.42,321.69,163.5471428571429,149.37804944884903,363.3449,363.0,49.48000000000002,11.99573312645462
2023-01-19,4,7,2,1,54.0,21,187.0,20.67,88.22,0.0,4,1,92.39,2,7.7,2.0,48.24279937,3,19,412.48,257.06,129.77714285714288,151.42057496856057,48.00702,48.0,27.33,132.22060957910014
2023-01-19,5,7,2,2,394.0,272,131.0,265.69,60.05,5.0,2,0,56.36,4,5.34,5.0,61.40703846,3,19,20.67,76.54,156.79857142857145,157.1072623431276,269.20044,269.0,3.3100000000000023,1.245812789340962
2023-01-20,1,7,2,4,408.0,23,71.0,26.11,31.99,10.0,1,1,33.26,1,9.74,2.0,37.98695129,4,20,265.69,266.37,122.47571428571428,155.415221461428,48.00702,48.0,21.89,83.83761011106856
2023-01-20,2,7,2,1,296.0,196,118.0,214.32,23.55,0.0,1,1,22.19,2,4.47,5.0,48.24279937,4,20,26.11,81.71,141.42000000000002,157.6835829543877,207.35054,207.0,7.319999999999993,3.415453527435607
2023-01-20,3,7,2,3,320.0,138,109.0,143.88,73.67,20.0,2,1,71.76,3,8.81,5.0,50.56937754,4,20,214.32,33.25,157.22428571428574,150.41140724217482,147.37823,147.0,3.1200000000000045,2.168473728106759
2023-01-20,4,7,2,2,397.0,111,173.0,107.47,64.83,5.0,4,0,62.0,2,8.23,2.0,61.40703846,4,20,143.88,17.42,170.08857142857144,139.94842519401794,105.9356,106.0,1.4699999999999989,1.367823578673117
2023-01-20,5,7,2,1,197.0,7,103.0,10.91,10.43,10.0,2,1,6.41,1,3.95,2.0,48.24279937,4,20,107.47,412.48,112.72142857142858,100.88001097484906,48.00702,48.0,37.09,339.9633363886343
2023-01-21,1,7,2,2,120.0,16,51.0,23.12,82.95,15.0,3,0,86.59,4,6.73,2.0,61.40703846,5,21,10.91,20.67,113.07142857142858,100.51098835924525,48.00702,48.0,24.88,107.61245674740482
2023-01-21,2,7,2,1,178.0,47,90.0,59.77,18.3,0.0,2,1,18.61,1,7.38,2.0,48.24279937,5,21,23.12,265.69,83.65428571428573,75.39428423453639,60.830093,61.0,1.2299999999999969,2.057888572862635
2023-01-21,3,7,2,3,150.0,58,183.0,72.76,92.43,20.0,3,1,88.02,4,8.88,2.0,50.56937754,5,21,59.77,26.11,90.31857142857145,71.41689842713939,60.830093,61.0,11.760000000000005,16.162726772952176
2023-01-21,4,7,2,1,369.0,125,171.0,127.93,22.45,0.0,3,0,21.38,3,5.95,2.0,48.24279937,5,21,72.76,214.32,77.97714285714288,50.94822460573244,105.9356,106.0,21.930000000000007,17.142187133588685
2023-01-21,5,7,2,1,323.0,130,80.0,143.7,38.9,15.0,1,1,37.68,1,4.94,5.0,48.24279937,5,21,127.93,143.88,77.95142857142858,50.90944949239794,147.37823,147.0,3.3000000000000114,2.2964509394572103
2023-01-22,1,7,2,4,495.0,322,175.0,327.6,35.47,20.0,4,1,30.88,1,4.87,5.0,37.98695129,6,22,143.7,107.47,109.39857142857144,108.07500164678386,307.0379,307.0,20.600000000000023,6.288156288156295
2023-01-22,2,7,2,2,184.0,146,126.0,140.95,82.77,20.0,3,0,84.62,4,7.37,5.0,61.40703846,6,22,327.6,10.91,127.9757142857143,99.1303503570158,147.37823,147.0,6.050000000000011,4.292302234835057
2023-01-22,3,7,2,3,103.0,21,47.0,16.66,10.19,5.0,4,1,8.91,4,5.39,2.0,50.56937754,6,22,140.95,23.12,127.05285714285716,100.29245895783724,48.00702,48.0,31.34,188.11524609843937
2023-01-22,4,7,2,2,132.0,118,31.0,137.48,64.68,20.0,4,0,64.29,2,8.94,5.0,61.40703846,6,22,16.66,59.77,138.15428571428575,95.80406599881186,105.9356,106.0,31.47999999999999,22.89787605469886
2023-01-22,5,7,2,3,375.0,15,129.0,21.5,19.32,5.0,4,1,22.61,4,9.48,2.0,50.56937754,6,22,137.48,72.76,130.8314285714286,103.30130241653453,48.00702,48.0,26.5,123.25581395348837
2023-01-23,1,7,2,1,89.0,88,89.0,105.74,69.71,5.0,1,0,71.23,3,5.8,5.0,48.24279937,0,23,21.5,127.93,127.66142857142856,103.74469760403336,105.9356,106.0,0.2600000000000051,0.2458861358048091
2023-01-23,2,7,2,2,220.0,169,140.0,164.74,60.27,15.0,3,1,57.16,3,8.09,5.0,61.40703846,0,23,105.74,143.7,130.66714285714286,104.58817503495698,147.37823,147.0,17.74000000000001,10.768483671239535
2023-01-23,3,7,2,2,212.0,96,108.0,103.62,21.61,20.0,1,1,19.57,2,5.43,2.0,61.40703846,0,23,164.74,327.6,98.67,58.330089147882816,105.9356,106.0,2.3799999999999955,2.2968538892105728
2023-01-23,4,7,2,3,183.0,80,140.0,72.79,63.21,0.0,3,1,59.72,2,3.19,2.0,50.56937754,0,23,103.62,140.95,88.93285714285716,55.72684592853626,79.35342,79.0,6.209999999999994,8.53139167468058
2023-01-23,5,7,2,3,370.0,343,20.0,349.81,83.57,20.0,4,1,78.86,1,9.68,5.0,50.56937754,0,23,72.79,16.66,136.5257142857143,104.57122418988584,338.59113,339.0,10.810000000000002,3.0902489923101117
2023-01-24,1,7,2,2,333.0,289,46.0,286.08,93.11,20.0,4,1,91.23,3,6.12,5.0,61.40703846,1,24,349.81,137.48,157.75428571428574,118.899014273618,269.20044,269.0,17.079999999999984,5.970357941834447
2023-01-24,2,7,2,3,350.0,21,73.0,13.48,30.17,0.0,1,1,32.7,2,6.78,2.0,50.56937754,1,24,286.08,21.5,156.60857142857142,120.45919370317476,48.00702,48.0,34.519999999999996,256.0830860534124
2023-01-24,3,7,2,1,200.0,19,137.0,29.0,74.33,20.0,1,1,74.05,1,3.54,2.0,48.24279937,1,24,13.48,105.74,145.64571428571432,129.046212892532,48.00702,48.0,19.0,65.51724137931035
2023-01-24,4,7,2,2,128.0,31,196.0,50.62,83.83,0.0,3,0,79.5,2,9.28,2.0,61.40703846,1,24,29.0,164.74,129.34285714285718,133.36813896308266,48.00702,48.0,2.6199999999999974,5.17581983405768
2023-01-24,5,7,2,4,196.0,183,103.0,175.4,79.4,10.0,2,1,80.76,4,5.02,5.0,37.98695129,1,24,50.62,103.62,139.59714285714287,133.81947126810852,207.35054,207.0,31.599999999999994,18.01596351197263
2023-01-25,1,7,2,1,93.0,23,44.0,25.72,23.92,0.0,2,1,22.7,3,6.37,2.0,48.24279937,2,25,175.4,72.79,132.87285714285716,138.82495125328202,48.00702,48.0,22.28,86.62519440124417
2023-01-25,2,7,2,1,192.0,120,117.0,133.41,31.09,15.0,2,1,31.52,2,3.58,5.0,48.24279937,2,25,25.72,349.81,101.95857142857145,101.55697554059164,105.9356,106.0,27.409999999999997,20.54568623041751
2023-01-25,3,7,2,4,71.0,43,29.0,34.4,46.68,0.0,2,1,47.73,2,7.1,5.0,37.98695129,2,25,133.41,286.08,66.00428571428573,62.579817262208415,60.830093,61.0,26.6,77.32558139534885
2023-01-25,4,7,2,2,198.0,150,51.0,143.1,58.02,0.0,4,0,58.16,1,4.02,5.0,61.40703846,2,25,34.4,13.48,84.52142857142859,63.61624227312033,147.37823,147.0,3.9000000000000057,2.7253668763102765
2023-01-25,5,7,2,2,444.0,218,163.0,214.65,88.63,10.0,4,1,84.37,4,5.82,5.0,61.40703846,2,25,143.1,29.0,111.04285714285716,74.39676353047538,222.85416,223.0,8.349999999999994,3.8900535755881642
2023-01-26,1,7,2,4,346.0,166,64.0,175.76,24.12,5.0,2,1,20.93,2,6.26,5.0,37.98695129,3,26,214.65,50.62,128.92000000000002,72.46782251454736,147.37823,147.0,28.75999999999999,16.363222576240325
2023-01-26,2,7,2,3,370.0,313,149.0,327.11,51.06,10.0,1,0,48.91,1,7.8,5.0,50.56937754,3,26,175.76,175.4,150.59285714285716,104.35548886926256,307.0379,307.0,20.110000000000014,6.147779034575529
2023-01-26,3,7,2,2,251.0,212,33.0,229.5,37.83,5.0,3,1,38.7,1,9.79,5.0,61.40703846,3,26,327.11,25.72,179.70428571428573,91.32468466176788,207.35054,207.0,22.5,9.803921568627452
2023-01-26,4,7,2,3,395.0,63,187.0,69.25,92.64,10.0,3,1,90.65,4,7.93,2.0,50.56937754,3,26,229.5,133.41,170.53857142857143,99.59091682621278,79.35342,79.0,9.75,14.079422382671481
2023-01-26,5,7,2,2,414.0,160,192.0,157.01,55.39,5.0,3,0,52.05,2,9.19,2.0,61.40703846,3,26,69.25,34.4,188.05428571428573,80.63478795514588,147.37823,147.0,10.009999999999991,6.375390102541234
2023-01-27,1,7,2,3,176.0,23,145.0,21.09,65.4,15.0,2,0,61.64,4,3.88,2.0,50.56937754,4,27,157.01,143.1,170.62428571428572,102.25895622668632,48.00702,48.0,26.91,127.59601706970128
2023-01-27,2,7,2,3,213.0,133,55.0,141.48,31.26,15.0,4,1,33.47,1,6.79,5.0,50.56937754,4,27,21.09,214.65,160.17142857142858,100.73699675037786,147.37823,147.0,5.52000000000001,3.9016115351993292
2023-01-27,3,7,2,3,344.0,276,72.0,289.34,28.83,5.0,1,1,29.01,1,6.17,5.0,50.56937754,4,27,141.48,175.76,176.39714285714288,112.1652462090766,269.20044,269.0,20.339999999999975,7.029791940277866
2023-01-27,4,7,2,4,237.0,4,78.0,20.08,61.16,10.0,2,1,60.47,4,4.63,2.0,37.98695129,4,27,289.34,327.11,132.5357142857143,103.06968853760075,48.00702,48.0,27.92,139.04382470119523
2023-01-27,5,7,2,3,81.0,50,87.0,41.87,52.56,5.0,1,0,57.35,4,7.78,2.0,50.56937754,4,27,20.08,229.5,105.7314285714286,97.91924826586612,60.830093,61.0,19.130000000000003,45.68903749701458
2023-01-28,1,7,2,3,236.0,185,71.0,196.34,72.97,10.0,2,0,73.35,2,4.04,5.0,50.56937754,5,28,41.87,69.25,123.88714285714286,101.7355099779626,207.35054,207.0,10.659999999999997,5.429357237445246
2023-01-28,2,7,2,4,95.0,90,75.0,99.68,95.92,0.0,3,0,100.52,4,8.44,5.0,37.98695129,5,28,196.34,157.01,115.69714285714288,100.92902897816926,105.9356,106.0,6.319999999999993,6.340288924558581
2023-01-28,3,7,2,2,468.0,284,75.0,294.86,77.5,5.0,1,0,74.06,2,7.01,5.0,61.40703846,5,28,99.68,21.09,154.80714285714288,110.72615359740496,269.20044,269.0,25.860000000000014,8.770263854032425
2023-01-28,4,7,2,2,89.0,87,197.0,83.05,12.94,20.0,2,1,14.5,4,7.52,2.0,61.40703846,5,28,294.86,141.48,146.46,114.05074733059224,105.9356,106.0,22.950000000000003,27.63395544852499
2023-01-28,5,7,2,2,220.0,111,138.0,115.07,39.85,5.0,3,1,39.96,1,8.11,2.0,61.40703846,5,28,83.05,289.34,121.56428571428572,95.11177579689088,105.9356,106.0,9.069999999999993,7.882158686017202
2023-01-29,1,7,2,3,396.0,231,191.0,231.82,38.95,5.0,3,0,33.99,3,4.3,5.0,50.56937754,6,29,115.07,20.08,151.81285714285715,91.04021926494602,222.85416,223.0,8.819999999999993,3.804676041756532
2023-01-29,2,7,2,3,255.0,203,22.0,193.52,87.48,5.0,3,0,87.71,2,3.81,5.0,50.56937754,6,29,231.82,41.87,173.4771428571429,77.56351606141536,207.35054,207.0,13.47999999999999,6.9656883009508
2023-01-29,3,7,2,2,332.0,326,143.0,344.44,42.52,20.0,3,1,45.11,1,6.08,5.0,61.40703846,6,29,193.52,196.34,194.6342857142857,101.38113694653129,307.0379,307.0,37.44,10.869817675066775
2023-01-29,4,7,2,2,90.0,83,155.0,99.24,97.24,20.0,4,1,95.32,2,9.19,2.0,61.40703846,6,29,344.44,99.68,194.57142857142856,101.44993452085426,105.9356,106.0,6.760000000000005,6.811769447803311
2023-01-29,5,7,2,4,137.0,129,87.0,143.78,47.44,5.0,4,0,51.81,2,6.51,5.0,37.98695129,6,29,99.24,294.86,172.98857142857145,92.20788911088697,147.37823,147.0,3.219999999999999,2.239532619279454
2023-01-30,1,7,2,4,488.0,171,74.0,180.48,94.18,0.0,2,1,97.83,2,5.03,5.0,37.98695129,0,30,143.78,83.05,186.90714285714284,83.29151351614058,147.37823,147.0,33.47999999999999,18.55053191489361
2023-01-30,2,7,2,3,77.0,1,141.0,9.44,52.11,0.0,2,1,55.53,2,8.05,2.0,50.56937754,0,30,180.48,115.07,171.81714285714287,105.17042704015914,48.00702,48.0,38.56,408.4745762711865
2023-01-30,3,7,2,1,106.0,80,151.0,87.64,56.14,15.0,3,0,58.64,2,8.19,2.0,48.24279937,0,30,9.44,231.82,151.22000000000003,105.57830016943156,79.35342,79.0,8.64,9.85851209493382
2023-01-30,4,7,2,2,386.0,223,62.0,222.69,22.71,15.0,1,1,21.81,2,9.6,5.0,61.40703846,0,30,87.64,193.52,155.38714285714286,108.07233699615016,222.85416,223.0,0.3100000000000023,0.13920696932956228
2023-01-30,5,7,2,2,335.0,278,162.0,287.01,21.24,10.0,1,0,22.47,2,4.95,5.0,61.40703846,0,30,222.69,344.44,147.18285714285716,92.36720354366108,269.20044,269.0,18.00999999999999,6.275042681439668
2023-01-31,1,7,2,4,167.0,35,168.0,38.28,77.56,15.0,3,0,76.67,4,7.75,2.0,37.98695129,1,31,287.01,99.24,138.4742857142857,100.18369958184162,48.00702,48.0,9.719999999999999,25.391849529780558
2023-01-31,2,7,2,4,305.0,40,171.0,52.63,82.93,20.0,4,1,82.13,2,5.29,2.0,37.98695129,1,31,38.28,143.78,125.45285714285716,105.17828478576806,48.00702,48.0,4.630000000000003,8.797263917917542
2023-01-31,3,7,2,2,248.0,217,98.0,231.33,63.44,15.0,2,1,62.41,3,6.06,5.0,61.40703846,1,31,52.63,180.48,132.71714285714287,111.19609071579866,207.35054,207.0,24.330000000000013,10.5174426144469
2023-01-31,4,7,2,3,105.0,20,153.0,13.68,11.12,10.0,1,0,13.42,1,9.8,2.0,50.56937754,1,31,231.33,9.44,133.32285714285717,110.42149756188536,48.00702,48.0,34.32,250.87719298245617
2023-01-31,5,7,2,2,491.0,351,23.0,342.37,93.11,15.0,1,0,89.92,4,8.59,5.0,61.40703846,1,31,13.68,87.64,169.7128571428572,132.60316898102187,338.59113,339.0,3.3700000000000045,0.9843152145339851
2023-02-01,1,7,2,1,283.0,209,94.0,204.72,91.13,10.0,4,1,87.93,3,8.7,5.0,48.24279937,2,1,342.37,222.69,167.14571428571432,131.57658946498807,207.35054,207.0,2.280000000000001,1.113716295427902
2023-02-01,2,7,2,4,84.0,50,124.0,48.22,31.73,15.0,3,1,35.93,4,9.91,2.0,37.98695129,2,1,204.72,287.01,133.03285714285715,126.16422019393131,60.830093,61.0,12.780000000000001,26.503525508087932
2023-02-01,3,7,2,4,344.0,214,124.0,217.01,87.41,0.0,2,0,88.17,2,8.92,5.0,37.98695129,2,1,48.22,38.28,158.56571428571428,121.80245739955886,207.35054,207.0,10.009999999999991,4.612690659416613
2023-02-01,4,7,2,2,279.0,251,108.0,261.31,68.23,0.0,3,1,64.09,1,3.93,5.0,61.40703846,2,1,217.01,52.63,188.37714285714287,116.99572324295777,222.85416,223.0,38.31,14.660747770846887
2023-02-01,5,7,2,1,410.0,358,185.0,359.35,20.54,10.0,1,1,17.67,2,5.5,5.0,48.24279937,2,1,261.31,231.33,206.6657142857143,133.6497054314175,338.59113,339.0,20.350000000000023,5.663002643662174
2023-02-02,1,7,2,2,160.0,8,185.0,6.73,26.57,20.0,4,0,30.22,3,6.89,2.0,61.40703846,3,2,359.35,13.68,205.67285714285717,135.33745856368108,48.00702,48.0,41.269999999999996,613.2243684992569
2023-02-02,2,7,2,4,372.0,51,38.0,57.0,94.55,0.0,3,1,98.68,4,6.22,5.0,37.98695129,3,2,6.73,342.37,164.9057142857143,130.18010355620663,60.830093,61.0,4.0,7.017543859649122
2023-02-02,3,7,2,2,307.0,110,180.0,105.64,14.14,10.0,3,1,13.55,3,4.99,2.0,61.40703846,3,2,57.0,204.72,150.7514285714286,130.51564215686554,105.9356,106.0,0.35999999999999943,0.3407800075728885
2023-02-02,4,7,2,4,439.0,127,91.0,134.48,54.91,0.0,2,0,56.7,3,4.14,5.0,37.98695129,3,2,105.64,48.22,163.07428571428574,123.08201396591087,147.37823,147.0,12.52000000000001,9.30993456276027
2023-02-02,5,7,2,1,466.0,35,108.0,53.17,94.65,10.0,2,0,96.41,3,7.7,2.0,48.24279937,3,2,134.48,217.01,139.66857142857145,126.6426675635782,48.00702,48.0,5.170000000000002,9.723528305435398
2023-02-03,1,7,2,1,62.0,18,177.0,9.54,36.55,10.0,2,0,39.11,3,7.94,2.0,48.24279937,4,3,53.17,261.31,103.70142857142858,122.00515828283244,48.00702,48.0,38.46,403.1446540880504
2023-02-03,2,7,2,4,420.0,260,86.0,271.87,20.89,15.0,1,1,23.19,4,5.54,5.0,37.98695129,4,3,9.54,359.35,91.20428571428572,92.32440826728713,269.20044,269.0,2.8700000000000045,1.0556515981903132
2023-02-03,3,7,2,1,134.0,79,99.0,84.83,84.43,20.0,4,0,86.82,4,5.56,2.0,48.24279937,4,3,271.87,6.73,102.3614285714286,84.82936980169266,79.35342,79.0,5.829999999999998,6.872568666745253
2023-02-03,4,7,2,2,153.0,9,33.0,18.34,39.91,15.0,1,1,43.32,1,5.74,2.0,61.40703846,4,3,84.83,57.0,96.83857142857144,89.4096932531311,48.00702,48.0,29.66,161.72300981461288
2023-02-03,5,7,2,2,333.0,163,119.0,170.53,14.74,0.0,1,1,12.2,1,7.08,5.0,61.40703846,4,3,18.34,105.64,106.10857142857144,93.73365696279534,147.37823,147.0,23.53,13.798158681756876
2023-02-04,1,7,2,2,253.0,134,137.0,134.38,15.34,20.0,4,0,14.48,1,9.47,2.0,61.40703846,5,4,170.53,134.48,106.09428571428572,93.72861975887996,147.37823,147.0,12.620000000000005,9.391278464057155
2023-02-04,2,7,2,4,115.0,62,94.0,53.83,60.27,5.0,4,0,55.36,4,5.69,2.0,37.98695129,5,4,134.38,53.17,106.18857142857144,93.66681935252734,79.35342,79.0,25.17,46.75831320824819
2023-02-04,3,7,2,3,411.0,47,166.0,41.44,35.36,0.0,4,0,32.88,1,8.77,2.0,50.56937754,5,4,53.83,9.54,110.7457142857143,88.83214186639523,60.830093,61.0,19.560000000000002,47.20077220077221
2023-02-04,4,7,2,3,92.0,44,80.0,48.36,12.2,15.0,2,1,11.48,4,9.78,2.0,50.56937754,5,4,41.44,271.87,78.8157142857143,54.98661075120667,60.830093,61.0,12.64,26.1373035566584
2023-02-04,5,7,2,4,348.0,48,197.0,44.78,91.14,10.0,1,0,94.02,1,7.94,2.0,37.98695129,5,4,48.36,84.83,73.09428571428573,56.323883583296336,60.830093,61.0,16.22,36.22152746761947
2023-02-05,1,7,2,1,150.0,112,75.0,116.78,13.06,0.0,2,1,17.93,1,5.13,5.0,48.24279937,6,5,44.78,18.34,87.15714285714287,52.53624358931785,105.9356,106.0,10.780000000000001,9.231032711080665
2023-02-05,2,7,2,1,467.0,74,73.0,78.64,45.58,0.0,3,1,47.73,3,3.23,5.0,48.24279937,6,5,116.78,170.53,74.03000000000002,37.58456376404135,79.35342,79.0,0.35999999999999943,0.45778229908443474
2023-02-05,3,7,2,2,141.0,65,141.0,77.01,37.16,20.0,1,0,41.51,4,5.48,2.0,61.40703846,6,5,78.64,134.38,65.83428571428574,26.994340059317167,79.35342,79.0,1.9899999999999949,2.584079989611732
2023-02-05,4,7,2,3,409.0,312,139.0,304.37,98.36,20.0,2,1,98.98,4,9.8,5.0,50.56937754,6,5,77.01,53.83,101.6257142857143,93.23819493768656,307.0379,307.0,2.6299999999999955,0.8640799027499411
2023-02-05,5,7,2,3,389.0,175,132.0,171.77,59.43,15.0,2,0,56.6,1,4.44,5.0,50.56937754,6,5,304.37,41.44,120.24428571428574,92.22391968412911,147.37823,147.0,24.77000000000001,14.42044594515923
2023-02-06,1,7,2,2,205.0,141,179.0,145.07,99.6,20.0,4,0,95.71,1,3.71,2.0,61.40703846,0,6,171.77,48.36,134.06,86.74133578250489,147.37823,147.0,1.9300000000000068,1.330392224443377
2023-02-06,2,7,2,4,326.0,190,116.0,193.69,14.31,0.0,3,0,15.17,1,8.13,5.0,37.98695129,0,6,145.07,44.78,155.33285714285716,79.12167143378677,207.35054,207.0,13.310000000000002,6.871805462336725
2023-02-06,3,7,2,1,223.0,72,152.0,71.57,94.87,20.0,3,1,94.22,3,4.07,2.0,48.24279937,0,6,193.69,116.78,148.87428571428572,84.45840669764429,79.35342,79.0,7.430000000000007,10.381444739415967
2023-02-06,4,7,2,1,335.0,96,37.0,87.33,25.65,15.0,2,0,28.29,2,4.83,5.0,48.24279937,0,6,71.57,78.64,150.11571428571432,83.31005438663861,105.9356,106.0,18.67,21.37867857551815
2023-02-06,5,7,2,4,277.0,24,182.0,30.8,31.83,15.0,3,1,35.98,2,3.9,2.0,37.98695129,0,6,87.33,77.01,143.51428571428573,91.49693362022953,48.00702,48.0,17.2,55.84415584415584
2023-02-07,1,7,2,2,402.0,252,77.0,270.26,23.17,0.0,2,0,22.09,1,8.25,5.0,61.40703846,1,7,30.8,304.37,138.6414285714286,81.90831793913836,222.85416,223.0,47.25999999999999,17.48686450085103
2023-02-07,2,7,2,3,243.0,113,120.0,108.6,91.71,0.0,3,0,96.22,1,4.87,2.0,50.56937754,1,7,270.26,171.77,129.61714285714288,81.12619423143256,105.9356,106.0,2.5999999999999943,2.3941068139963115
2023-02-07,3,7,2,4,72.0,17,20.0,8.13,83.86,5.0,2,0,88.62,4,9.24,2.0,37.98695129,1,7,108.6,145.07,110.05428571428573,92.49338153928296,48.00702,48.0,39.87,490.4059040590405
2023-02-07,4,7,2,1,335.0,85,186.0,103.2,98.79,10.0,1,1,95.33,4,10.0,2.0,48.24279937,1,7,8.13,193.69,97.12714285714289,84.86501550782162,105.9356,106.0,2.799999999999997,2.7131782945736407
2023-02-07,5,7,2,2,241.0,59,119.0,72.43,62.46,15.0,2,1,63.94,2,7.51,2.0,61.40703846,1,7,103.2,71.57,97.25,84.82246243379922,60.830093,61.0,11.430000000000007,15.780753831285388
2023-02-08,1,7,2,2,167.0,85,54.0,101.25,76.05,10.0,2,1,72.53,2,6.72,5.0,61.40703846,2,8,72.43,87.33,99.23857142857146,84.71423875370063,105.9356,106.0,4.75,4.691358024691358
2023-02-08,2,7,2,4,363.0,274,195.0,290.4,43.86,15.0,3,0,45.62,1,4.43,5.0,37.98695129,2,8,101.25,30.8,136.32428571428574,104.31555953885638,269.20044,269.0,21.399999999999977,7.369146005509634
2023-02-08,3,7,2,2,367.0,360,70.0,354.4,67.8,10.0,4,0,64.72,1,3.5,5.0,61.40703846,2,8,290.4,270.26,148.34428571428572,125.09815784110498,338.59113,339.0,15.399999999999977,4.345372460496607
2023-02-08,4,7,2,4,108.0,92,37.0,102.44,34.0,20.0,4,0,36.42,4,4.15,5.0,37.98695129,2,8,354.4,108.6,147.46428571428572,125.44551869997063,105.9356,106.0,3.5600000000000023,3.4752049980476403
2023-02-08,5,7,2,3,186.0,61,178.0,59.26,70.38,20.0,3,0,73.97,3,6.94,2.0,50.56937754,2,8,102.44,8.13,154.76857142857148,117.19780550115104,79.35342,79.0,19.740000000000002,33.31083361457982
2023-02-09,1,7,2,3,248.0,23,168.0,20.99,49.0,10.0,4,1,49.06,3,7.12,2.0,50.56937754,3,9,59.26,103.2,143.02428571428575,126.94082911040884,48.00702,48.0,27.01,128.6803239637923
2023-02-09,2,7,2,3,267.0,126,150.0,136.85,16.6,20.0,3,0,15.52,3,4.37,2.0,50.56937754,3,9,20.99,72.43,152.2271428571429,123.25148081791733,105.9356,106.0,30.849999999999994,22.542930215564482
2023-02-09,3,7,2,3,206.0,40,52.0,35.11,77.53,0.0,3,1,73.9,2,6.14,2.0,50.56937754,3,9,136.85,101.25,142.77857142857144,130.15272611161717,48.00702,48.0,12.89,36.71318712617488
