ds,Store_ID,Product_ID,Category_Code,Region_Code,y,Price,Discount,Weather_Code,Promotion,Competitor_Pricing,Seasonality_Code
2022-05-19,5,11,1,3,58,33.12,5,2,1,37.79,0
2022-05-19,5,12,1,3,27,56.93,10,3,0,55.91,1
2022-05-19,5,13,1,3,124,86.16,20,3,1,81.56,1
2022-05-19,5,14,2,1,37,82.87,5,1,1,85.01,0
2022-05-19,5,15,2,3,100,53.05,0,1,0,53.22,2
2022-05-19,5,16,2,0,144,32.79,20,1,1,35.89,0
2022-05-19,5,17,2,2,21,35.93,10,0,0,34.92,2
2022-05-19,5,18,2,0,115,77.58,10,1,0,77.84,2
2022-05-19,5,19,2,2,261,24.84,20,0,0,25.06,2
2022-05-19,5,20,2,0,34,76.7,20,0,1,76.13,2
2022-05-20,1,1,0,3,75,85.99,15,2,0,90.45,2
2022-05-20,1,2,0,0,16,55.18,0,1,0,58.27,0
2022-05-20,1,3,0,3,220,20.3,5,3,1,20.32,3
2022-05-20,1,4,0,1,97,49.44,10,3,1,45.63,0
2022-05-20,1,5,0,3,85,52.01,5,2,0,53.03,3
2022-05-20,1,6,1,1,31,72.32,5,0,1,69.76,1
2022-05-20,1,7,1,3,87,10.8,5,1,0,15.36,2
2022-05-20,1,8,1,3,147,25.88,15,1,0,25.78,3
2022-05-20,1,9,1,0,152,83.09,15,1,1,79.57,0
2022-05-20,1,10,1,0,33,56.41,15,3,0,57.88,0
2022-05-20,1,11,1,1,0,97.77,0,2,1,93.64,0
2022-05-20,1,12,1,2,176,75.83,10,1,1,80.7,3
2022-05-20,1,13,1,1,84,46.59,15,0,0,45.34,1
2022-05-20,1,14,2,0,2,32.66,5,1,1,35.17,2
2022-05-20,1,15,2,3,192,69.61,10,3,0,67.04,1
2022-05-20,1,16,2,0,82,90.65,10,2,0,95.46,3
2022-05-20,1,17,2,3,47,81.96,15,3,0,80.21,0
2022-05-20,1,18,2,2,380,15.46,20,1,0,11.4,2
2022-05-20,1,19,2,3,156,60.92,10,3,1,65.4,1
2022-05-20,1,20,2,3,15,84.07,0,1,1,81.65,3
2022-05-20,2,1,0,2,155,51.51,20,1,0,47.34,3
2022-05-20,2,2,0,1,345,81.36,5,2,1,77.57,0
2022-05-20,2,3,0,0,38,49.24,20,0,0,46.24,1
2022-05-20,2,4,0,0,83,24.73,20,2,1,25.79,3
2022-05-20,2,5,0,0,2,90.16,15,1,0,94.44,0
2022-05-20,2,6,1,1,75,82.89,0,0,0,86.21,1
2022-05-20,2,7,1,0,25,32.2,0,0,0,32.61,1
2022-05-20,2,8,1,3,251,22.3,15,2,0,24.63,3
2022-05-20,2,9,1,2,169,18.95,15,1,0,21.27,1
2022-05-20,2,10,1,3,225,14.06,15,3,0,12.47,3
2022-05-20,2,11,1,0,44,29.73,5,1,1,31.23,0
2022-05-20,2,12,1,1,32,93.24,5,1,1,96.35,3
2022-05-20,2,13,1,3,99,88.05,15,1,0,89.6,1
2022-05-20,2,14,2,2,26,66.44,20,1,1,64.8,3
2022-05-20,2,15,2,1,139,12.52,20,3,1,9.81,3
2022-05-20,2,16,2,0,12,80.27,20,1,0,81.86,0
2022-05-20,2,17,2,3,99,64.97,20,2,0,61.61,2
2022-05-20,2,18,2,0,0,41.16,10,0,1,39.16,1
2022-05-20,2,19,2,1,81,52.99,20,1,1,56.01,3
2022-05-20,2,20,2,0,164,30.6,0,1,0,27.19,0
2022-05-20,3,1,0,1,273,12.35,20,2,0,16.34,1
2022-05-20,3,2,0,0,339,60.3,15,3,0,56.75,2
2022-05-20,3,3,0,3,100,99.8,5,1,0,104.64,3
2022-05-20,3,4,0,3,53,61.38,10,0,0,56.49,1
2022-05-20,3,5,0,0,219,68.49,10,1,0,64.56,2
2022-05-20,3,6,1,2,37,75.89,20,0,0,73.75,3
2022-05-20,3,7,1,3,93,73.83,0,2,1,73.85,0
2022-05-20,3,8,1,0,108,97.04,10,1,0,95.63,1
2022-05-20,3,9,1,2,207,17.46,10,3,0,18.13,2
2022-05-20,3,10,1,3,64,47.79,10,2,1,50.56,0
2022-05-20,3,11,1,1,11,88.24,15,2,0,84.3,2
2022-05-20,3,12,1,1,88,52.84,20,1,0,47.92,2
2022-05-20,3,13,1,2,435,14.54,20,2,0,15.49,0
2022-05-20,3,14,2,1,269,85.79,0,1,1,89.8,2
2022-05-20,3,15,2,3,28,30.3,10,3,1,34.24,1
2022-05-20,3,16,2,2,333,71.99,10,0,1,69.71,1
2022-05-20,3,17,2,0,47,27.61,15,3,1,32.47,2
2022-05-20,3,18,2,3,373,14.42,5,1,0,16.49,0
2022-05-20,3,19,2,0,84,97.68,15,0,1,93.06,0
2022-05-20,3,20,2,0,73,44.79,15,2,0,47.94,0
2022-05-20,4,1,0,1,99,38.53,15,0,0,41.75,2
2022-05-20,4,2,0,2,46,11.01,0,2,1,10.61,0
2022-05-20,4,3,0,1,211,14.16,0,1,1,16.03,1
2022-05-20,4,4,0,3,229,57.16,0,2,0,60.58,2
2022-05-20,4,5,0,1,221,94.6,5,1,1,98.63,0
2022-05-20,4,6,1,3,38,41.18,20,2,0,38.19,1
2022-05-20,4,7,1,0,264,51.48,10,3,0,46.66,1
2022-05-20,4,8,1,0,108,14.82,20,0,0,14.54,0
2022-05-20,4,9,1,1,351,67.46,5,3,0,72.22,3
2022-05-20,4,10,1,0,194,25.36,0,1,0,22.52,1
2022-05-20,4,11,1,3,11,36.56,5,1,1,40.56,1
2022-05-20,4,12,1,1,37,16.29,20,2,0,15.9,0
2022-05-20,4,13,1,1,137,24.15,5,0,1,22.33,1
2022-05-20,4,14,2,2,189,10.27,5,2,1,7.64,1
2022-05-20,4,15,2,3,123,23.9,5,0,0,23.52,3
2022-05-20,4,16,2,3,39,79.67,15,3,0,79.69,0
2022-05-20,4,17,2,0,17,16.45,5,3,0,17.43,3
2022-05-20,4,18,2,2,2,68.09,10,2,1,71.7,0
2022-05-20,4,19,2,0,13,82.44,15,0,1,78.51,3
2022-05-20,4,20,2,2,17,57.24,10,0,0,56.68,0
2022-05-20,5,1,0,3,39,31.77,15,0,1,27.28,1
2022-05-20,5,2,0,2,311,70.47,5,1,1,65.56,2
2022-05-20,5,3,0,3,103,32.97,20,3,0,30.62,2
2022-05-20,5,4,0,1,69,16.27,5,2,1,18.66,0
2022-05-20,5,5,0,0,113,84.46,20,3,1,88.18,0
2022-05-20,5,6,1,3,38,32.1,15,1,1,30.01,0
2022-05-20,5,7,1,2,155,74.38,15,3,0,71.09,0
2022-05-20,5,8,1,2,59,75.41,15,0,1,72.79,0
2022-05-20,5,9,1,3,187,70.7,20,3,1,72.81,2
2022-05-20,5,10,1,1,40,49.58,5,2,1,46.57,3
2022-05-20,5,11,1,0,29,71.64,15,2,1,68.34,2
2022-05-20,5,12,1,1,11,21.71,15,1,0,17.65,0
2022-05-20,5,13,1,1,393,45.8,5,3,0,45.47,0
2022-05-20,5,14,2,3,323,64.66,10,1,0,69.27,0
2022-05-20,5,15,2,1,61,95.64,10,0,0,100.61,0
2022-05-20,5,16,2,0,256,32.9,15,2,1,34.16,1
2022-05-20,5,17,2,0,440,13.5,20,1,0,18.4,1
2022-05-20,5,18,2,1,141,49.85,5,1,0,48.54,2
2022-05-20,5,19,2,3,265,93.59,5,1,0,90.38,3
2022-05-20,5,20,2,3,40,58.4,10,2,0,60.88,1
2022-05-21,1,1,0,2,314,75.6,0,0,1,76.8,3
2022-05-21,1,2,0,3,70,70.34,15,1,0,68.01,3
2022-05-21,1,3,0,2,1,41.88,15,3,0,43.58,1
2022-05-21,1,4,0,3,104,61.25,10,0,1,62.74,1
2022-05-21,1,5,0,3,96,21.48,5,2,0,23.18,2
2022-05-21,1,6,1,3,64,19.01,15,2,0,16.25,3
2022-05-21,1,7,1,3,8,17.25,10,1,0,14.49,0
2022-05-21,1,8,1,3,181,90.58,5,0,0,87.89,1
2022-05-21,1,9,1,0,157,65.24,20,1,0,63.14,1
2022-05-21,1,10,1,1,286,70.99,10,3,0,75.71,2
2022-05-21,1,11,1,3,179,73.18,10,0,1,70.65,3
2022-05-21,1,12,1,1,22,53.53,5,3,0,57.14,3
2022-05-21,1,13,1,0,15,67.89,20,0,0,63.93,0
2022-05-21,1,14,2,1,8,44.3,15,3,1,40.51,0
2022-05-21,1,15,2,2,93,84.55,0,1,1,88.45,0
2022-05-21,1,16,2,1,71,98.19,10,1,1,99.77,0
2022-05-21,1,17,2,0,103,73.11,5,3,1,75.74,2
2022-05-21,1,18,2,0,10,69.02,0,1,1,68.73,2
2022-05-21,1,19,2,0,40,66.33,15,3,0,65.59,2
2022-05-21,1,20,2,1,236,57.9,10,2,1,61.94,2
2022-05-21,2,1,0,0,366,14.04,5,2,0,17.99,1
2022-05-21,2,2,0,3,141,53.18,10,2,1,52.96,3
2022-05-21,2,3,0,0,89,67.12,5,0,0,62.59,3
2022-05-21,2,4,0,0,81,81.12,5,1,0,85.88,1
2022-05-21,2,5,0,1,311,45.48,0,0,1,43.03,3
2022-05-21,2,6,1,2,164,32.77,5,3,1,29.44,3
2022-05-21,2,7,1,3,83,56.26,0,0,1,56.01,2
2022-05-21,2,8,1,2,252,85.75,0,0,0,85.38,1
2022-05-21,2,9,1,1,28,80.14,15,0,0,82.73,1
2022-05-21,2,10,1,1,137,96.74,20,0,0,100.32,3
2022-05-21,2,11,1,2,72,37.07,15,3,1,36.7,1
2022-05-21,2,12,1,0,59,45.26,15,3,0,41.07,2
2022-05-21,2,13,1,3,130,64.61,15,1,1,68.8,0
2022-05-21,2,14,2,3,89,42.09,0,1,1,45.95,0
2022-05-21,2,15,2,3,70,75.79,15,2,1,71.1,0
2022-05-21,2,16,2,3,4,92.31,15,2,0,92.43,3
2022-05-21,2,17,2,1,124,52.41,15,0,0,48.32,0
2022-05-21,2,18,2,0,276,59.76,20,2,1,60.54,1
2022-05-21,2,19,2,1,42,13.07,20,1,0,9.93,1
2022-05-21,2,20,2,3,322,56.01,5,3,0,60.17,0
2022-05-21,3,1,0,2,338,24.46,10,1,1,28.83,0
2022-05-21,3,2,0,1,195,69.44,20,2,0,64.66,1
2022-05-21,3,3,0,1,186,31.38,5,2,0,31.77,1
2022-05-21,3,4,0,2,287,42.06,10,2,0,42.63,3
2022-05-21,3,5,0,0,94,48.11,0,2,1,52.88,3
2022-05-21,3,6,1,2,296,87.15,5,0,1,84.84,3
2022-05-21,3,7,1,2,126,87.94,20,1,0,88.52,3
2022-05-21,3,8,1,2,341,83.46,10,2,0,86.79,0
2022-05-21,3,9,1,3,48,66.93,5,2,0,71.58,1
2022-05-21,3,10,1,1,24,73.43,15,3,0,74.14,1
2022-05-21,3,11,1,1,161,47.39,10,1,1,43.44,1
2022-05-21,3,12,1,2,336,65.52,5,0,0,63.16,0
2022-05-21,3,13,1,0,144,49.52,0,2,0,51.22,3
2022-05-21,3,14,2,0,177,23.72,10,3,1,28.66,2
2022-05-21,3,15,2,3,109,15.67,20,3,0,19.45,3
2022-05-21,3,16,2,1,32,19.79,20,3,1,15.85,0
2022-05-21,3,17,2,1,199,25.47,5,0,1,21.93,2
2022-05-21,3,18,2,2,136,45.6,10,2,0,45.12,1
2022-05-21,3,19,2,0,83,85.25,20,1,0,84.35,2
2022-05-21,3,20,2,0,80,84.94,20,3,1,82.19,3
2022-05-21,4,1,0,2,352,91.01,10,3,1,90.1,0
2022-05-21,4,2,0,0,11,64.84,10,1,1,68.89,0
2022-05-21,4,3,0,1,38,21.99,0,3,1,23.88,1
2022-05-21,4,4,0,3,308,64.69,10,3,0,65.07,3
2022-05-21,4,5,0,2,212,95.64,5,2,0,94.75,2
2022-05-21,4,6,1,0,95,90.23,10,1,0,95.22,2
2022-05-21,4,7,1,1,4,30.72,20,2,0,27.32,2
2022-05-21,4,8,1,1,101,81.56,15,3,0,78.31,3
2022-05-21,4,9,1,3,24,10.66,15,1,1,15.35,1
2022-05-21,4,10,1,0,404,38.0,5,3,1,42.92,1
2022-05-21,4,11,1,1,15,95.92,5,2,1,94.9,0
2022-05-21,4,12,1,2,254,23.92,0,1,0,25.19,2
2022-05-21,4,13,1,1,304,17.14,20,3,0,20.41,3
2022-05-21,4,14,2,2,271,12.01,15,0,0,7.51,2
2022-05-21,4,15,2,2,136,24.51,15,2,0,29.32,1
2022-05-21,4,16,2,2,16,62.59,15,0,1,60.42,1
2022-05-21,4,17,2,2,3,41.48,10,3,1,44.91,2
2022-05-21,4,18,2,0,11,32.58,0,3,1,32.55,0
2022-05-21,4,19,2,1,77,21.57,10,0,0,20.64,1
2022-05-21,4,20,2,1,52,70.1,15,3,1,72.73,0
2022-05-21,5,1,0,3,104,37.98,10,0,0,33.74,1
2022-05-21,5,2,0,0,89,61.16,5,2,1,58.24,3
2022-05-21,5,3,0,3,104,56.66,0,3,0,54.41,2
2022-05-21,5,4,0,1,50,74.39,15,1,1,76.21,2
2022-05-21,5,5,0,1,32,48.05,5,3,1,45.35,1
2022-05-21,5,6,1,0,54,77.2,20,0,1,81.24,3
2022-05-21,5,7,1,3,264,47.85,15,3,0,50.96,1
2022-05-21,5,8,1,2,5,12.12,0,0,1,13.97,2
2022-05-21,5,9,1,0,26,74.2,0,1,0,76.08,3
2022-05-21,5,10,1,1,28,13.28,15,2,0,13.77,0
2022-05-21,5,11,1,0,9,86.88,20,3,0,90.34,1
2022-05-21,5,12,1,3,1,63.51,20,0,0,66.57,2
2022-05-21,5,13,1,0,168,14.83,0,0,0,15.08,3
2022-05-21,5,14,2,0,18,31.51,20,2,1,27.95,1
2022-05-21,5,15,2,3,207,36.1,15,2,1,34.19,3
2022-05-21,5,16,2,1,282,32.58,5,1,0,37.16,0
2022-05-21,5,17,2,1,74,43.05,20,1,1,39.13,3
2022-05-21,5,18,2,3,221,48.22,5,2,0,48.63,0
2022-05-21,5,19,2,2,63,24.18,10,2,1,26.52,2
2022-05-21,5,20,2,0,29,53.26,15,1,0,49.28,3
2022-05-22,1,1,0,0,46,73.44,5,1,0,68.48,3
2022-05-22,1,2,0,1,16,51.46,20,2,1,52.03,3
2022-05-22,1,3,0,1,208,52.7,15,2,0,54.3,2
2022-05-22,1,4,0,2,125,82.92,10,1,0,84.41,3
2022-05-22,1,5,0,2,109,41.13,0,3,1,45.8,1
2022-05-22,1,6,1,1,13,19.91,10,3,0,20.77,1
2022-05-22,1,7,1,2,61,54.8,0,2,1,51.67,1
2022-05-22,1,8,1,3,110,41.28,0,1,0,37.14,0
2022-05-22,1,9,1,1,180,83.68,5,1,0,84.62,1
2022-05-22,1,10,1,1,239,46.05,20,1,1,46.59,0
2022-05-22,1,11,1,0,22,28.24,10,3,1,28.17,0
2022-05-22,1,12,1,1,96,93.96,10,1,1,90.76,1
2022-05-22,1,13,1,2,191,62.34,15,0,0,62.62,2
2022-05-22,1,14,2,0,162,92.33,20,2,1,91.68,2
2022-05-22,1,15,2,3,373,45.23,10,1,1,44.26,2
2022-05-22,1,16,2,1,71,36.48,5,2,0,32.09,0
2022-05-22,1,17,2,0,241,16.92,10,1,1,17.84,3
2022-05-22,1,18,2,1,53,71.1,20,3,1,67.03,1
2022-05-22,1,19,2,1,16,90.46,20,0,1,92.07,1
2022-05-22,1,20,2,1,12,62.84,10,0,0,63.55,2
2022-05-22,2,1,0,3,149,79.76,20,0,0,78.27,1
2022-05-22,2,2,0,1,72,88.49,0,1,1,90.88,1
2022-05-22,2,3,0,0,104,96.65,0,1,1,95.86,1
2022-05-22,2,4,0,3,199,12.59,0,2,0,9.84,3
2022-05-22,2,5,0,1,184,11.79,5,3,1,11.82,2
2022-05-22,2,6,1,3,219,96.29,0,0,1,100.14,0
2022-05-22,2,7,1,2,48,73.2,5,3,0,72.8,2
2022-05-22,2,8,1,1,135,70.92,20,0,1,71.57,0
2022-05-22,2,9,1,3,327,14.23,15,0,1,14.61,2
2022-05-22,2,10,1,3,81,14.48,5,0,1,11.36,2
2022-05-22,2,11,1,2,438,40.03,10,3,0,40.09,2
2022-05-22,2,12,1,0,346,21.3,20,2,1,17.9,2
2022-05-22,2,13,1,0,242,54.09,15,0,0,50.52,1
2022-05-22,2,14,2,2,195,91.51,5,2,0,87.79,1
2022-05-22,2,15,2,0,158,71.05,5,0,1,75.01,0
2022-05-22,2,16,2,3,5,90.22,15,2,1,85.79,1
2022-05-22,2,17,2,2,142,81.86,0,2,0,82.72,3
2022-05-22,2,18,2,3,150,75.14,0,2,1,78.16,1
2022-05-22,2,19,2,0,249,36.01,20,3,1,37.25,3
2022-05-22,2,20,2,3,56,17.97,20,1,0,20.61,3
2022-05-22,3,1,0,1,161,94.18,10,1,0,89.54,0
2022-05-22,3,2,0,2,49,81.1,0,1,0,86.0,3
2022-05-22,3,3,0,3,324,63.52,20,0,1,61.62,1
2022-05-22,3,4,0,3,181,70.73,5,3,0,68.6,1
2022-05-22,3,5,0,2,185,29.06,0,2,0,25.63,3
2022-05-22,3,6,1,2,118,56.64,15,1,1,52.98,1
2022-05-22,3,7,1,0,75,75.21,15,1,1,79.46,1
2022-05-22,3,8,1,2,9,43.04,5,2,1,46.75,1
2022-05-22,3,9,1,3,170,37.51,0,3,0,36.38,1
2022-05-22,3,10,1,2,0,58.51,15,0,0,62.67,2
2022-05-22,3,11,1,0,286,95.43,20,1,1,94.09,3
2022-05-22,3,12,1,3,283,29.96,20,1,1,32.75,1
2022-05-22,3,13,1,1,11,44.38,5,0,0,39.84,1
2022-05-22,3,14,2,3,208,83.98,0,2,1,86.73,0
2022-05-22,3,15,2,3,72,85.63,5,3,0,88.92,1
2022-05-22,3,16,2,3,12,34.67,20,3,0,36.79,2
2022-05-22,3,17,2,0,158,90.24,20,1,1,89.24,3
2022-05-22,3,18,2,0,11,47.46,20,1,0,45.9,1
2022-05-22,3,19,2,3,236,68.32,15,2,0,69.32,2
2022-05-22,3,20,2,2,156,85.11,10,0,0,82.67,3
2022-05-22,4,1,0,2,286,52.25,5,0,0,54.57,0
2022-05-22,4,2,0,1,249,99.58,0,3,1,101.97,0
2022-05-22,4,3,0,1,5,74.92,5,0,0,78.71,0
2022-05-22,4,4,0,3,120,70.57,10,0,1,67.61,0
2022-05-22,4,5,0,2,89,15.48,20,3,1,19.79,3
2022-05-22,4,6,1,3,215,15.61,15,1,0,12.56,0
2022-05-22,4,7,1,3,71,77.45,15,3,0,74.96,2
2022-05-22,4,8,1,3,32,93.65,15,1,0,95.71,1
2022-05-22,4,9,1,1,39,64.56,0,1,1,69.41,3
2022-05-22,4,10,1,3,73,90.42,15,3,0,94.94,1
2022-05-22,4,11,1,2,312,57.77,0,3,0,62.4,2
2022-05-22,4,12,1,2,113,84.09,0,0,1,82.99,1
2022-05-22,4,13,1,1,250,36.32,0,0,0,37.83,2
2022-05-22,4,14,2,0,374,19.81,20,2,0,15.23,3
2022-05-22,4,15,2,0,108,79.43,20,3,0,82.63,0
2022-05-22,4,16,2,2,160,42.5,20,1,1,41.86,3
2022-05-22,4,17,2,3,230,93.8,5,0,0,98.54,3
2022-05-22,4,18,2,0,213,54.84,10,3,1,59.79,3
2022-05-22,4,19,2,2,195,52.42,0,2,0,53.19,2
2022-05-22,4,20,2,1,280,43.0,20,0,0,42.08,0
2022-05-22,5,1,0,3,202,78.85,10,2,0,77.85,0
2022-05-22,5,2,0,0,77,83.36,15,0,0,79.14,0
2022-05-22,5,3,0,0,293,87.59,10,3,1,84.85,2
2022-05-22,5,4,0,0,72,76.78,10,2,1,74.33,0
2022-05-22,5,5,0,1,292,53.91,15,2,1,53.05,3
2022-05-22,5,6,1,1,66,55.37,15,3,1,52.77,0
2022-05-22,5,7,1,3,55,53.9,15,3,0,54.74,0
2022-05-22,5,8,1,2,227,36.06,5,1,1,32.23,3
2022-05-22,5,9,1,1,61,44.97,5,3,0,45.22,2
2022-05-22,5,10,1,3,34,64.72,15,1,0,60.29,1
2022-05-22,5,11,1,3,43,22.31,5,3,0,25.07,1
2022-05-22,5,12,1,2,32,97.31,10,0,0,102.08,3
2022-05-22,5,13,1,1,84,50.04,15,0,1,52.32,0
2022-05-22,5,14,2,0,141,35.58,10,2,1,39.62,0
2022-05-22,5,15,2,0,231,94.07,10,3,1,95.08,2
2022-05-22,5,16,2,0,187,95.92,5,3,1,91.76,3
2022-05-22,5,17,2,0,102,23.2,0,3,1,26.18,2
2022-05-22,5,18,2,3,192,72.43,10,0,0,73.3,3
2022-05-22,5,19,2,0,21,93.27,15,0,1,90.0,3
2022-05-22,5,20,2,2,187,77.93,0,2,1,82.13,2
2022-05-23,1,1,0,2,66,19.09,5,3,0,23.61,0
2022-05-23,1,2,0,1,180,66.28,10,1,1,62.33,1
2022-05-23,1,3,0,2,114,54.64,0,0,1,50.79,3
2022-05-23,1,4,0,0,82,51.32,5,2,1,52.36,2
2022-05-23,1,5,0,0,20,31.71,0,3,1,28.46,3
2022-05-23,1,6,1,2,71,98.9,15,2,0,100.53,2
2022-05-23,1,7,1,1,112,67.85,5,2,0,65.35,3
2022-05-23,1,8,1,0,122,34.23,10,0,0,30.25,1
2022-05-23,1,9,1,2,2,13.93,10,2,1,9.75,0
2022-05-23,1,10,1,3,260,16.14,10,0,0,20.5,2
2022-05-23,1,11,1,1,308,99.53,15,1,1,95.22,2
2022-05-23,1,12,1,1,226,48.8,15,2,1,49.23,3
2022-05-23,1,13,1,3,101,79.62,10,2,1,74.92,2
2022-05-23,1,14,2,0,485,10.1,10,2,0,14.51,0
2022-05-23,1,15,2,0,12,26.98,0,0,0,25.73,2
2022-05-23,1,16,2,2,33,80.13,20,3,0,80.2,1
2022-05-23,1,17,2,2,103,17.21,5,3,0,20.72,0
2022-05-23,1,18,2,0,262,20.64,20,0,0,15.66,1
2022-05-23,1,19,2,3,347,94.06,20,0,0,93.52,1
2022-05-23,1,20,2,0,5,81.24,10,0,0,77.62,1
2022-05-23,2,1,0,1,194,42.37,0,1,0,37.94,1
2022-05-23,2,2,0,0,75,88.45,0,3,1,84.28,1
2022-05-23,2,3,0,0,371,46.44,20,3,0,45.19,0
2022-05-23,2,4,0,2,43,72.18,0,0,0,69.83,3
2022-05-23,2,5,0,2,20,51.03,20,2,1,54.86,0
2022-05-23,2,6,1,2,158,85.21,5,0,0,83.16,2
2022-05-23,2,7,1,1,214,19.79,20,0,0,16.6,2
2022-05-23,2,8,1,2,143,20.4,0,2,1,21.04,1
2022-05-23,2,9,1,2,121,22.06,10,2,1,21.82,2
2022-05-23,2,10,1,1,6,87.0,15,3,0,83.58,1
2022-05-23,2,11,1,3,5,69.96,5,2,1,68.74,2
2022-05-23,2,12,1,3,1,55.03,15,2,1,53.23,1
2022-05-23,2,13,1,1,48,75.4,20,3,0,79.79,0
2022-05-23,2,14,2,0,359,96.22,0,3,0,91.52,1
2022-05-23,2,15,2,0,37,10.72,5,0,1,11.5,1
2022-05-23,2,16,2,3,46,44.8,10,1,0,40.74,2
2022-05-23,2,17,2,3,185,90.06,0,3,0,92.71,3
2022-05-23,2,18,2,0,99,85.7,10,3,1,82.75,1
2022-05-23,2,19,2,1,59,64.26,0,1,1,65.86,1
2022-05-23,2,20,2,2,86,54.5,0,0,1,55.93,0
2022-05-23,3,1,0,2,190,80.0,20,0,1,80.55,1
2022-05-23,3,2,0,3,55,57.99,15,2,1,53.44,2
2022-05-23,3,3,0,1,250,93.37,5,3,1,92.96,0
2022-05-23,3,4,0,2,269,66.37,5,3,0,71.12,0
2022-05-23,3,5,0,3,58,52.91,0,3,0,48.1,1
2022-05-23,3,6,1,2,81,57.73,10,0,1,56.51,2
2022-05-23,3,7,1,2,267,48.49,15,0,0,45.47,2
2022-05-23,3,8,1,3,129,62.3,5,1,1,65.88,2
2022-05-23,3,9,1,2,228,13.58,0,1,0,17.0,3
2022-05-23,3,10,1,1,65,84.36,15,2,1,87.27,1
2022-05-23,3,11,1,2,46,63.53,5,3,0,66.49,2
2022-05-23,3,12,1,3,87,30.56,0,2,0,35.03,0
2022-05-23,3,13,1,1,107,29.18,20,2,1,24.69,1
2022-05-23,3,14,2,2,31,91.96,0,1,0,88.53,2
2022-05-23,3,15,2,3,57,38.49,15,0,1,35.36,0
2022-05-23,3,16,2,0,7,47.74,5,0,1,47.95,2
2022-05-23,3,17,2,1,252,84.46,20,3,0,83.67,2
2022-05-23,3,18,2,1,147,34.2,5,3,1,36.88,3
2022-05-23,3,19,2,2,73,76.74,0,3,0,79.68,2
2022-05-23,3,20,2,3,76,93.41,20,3,0,94.32,1
2022-05-23,4,1,0,3,58,81.23,0,0,1,79.44,3
2022-05-23,4,2,0,1,161,83.2,5,3,1,85.39,2
2022-05-23,4,3,0,0,74,12.12,0,3,1,7.83,1
2022-05-23,4,4,0,2,189,48.99,20,2,1,53.23,3
2022-05-23,4,5,0,0,152,77.65,20,0,1,72.85,1
2022-05-23,4,6,1,2,337,27.58,10,3,0,27.84,2
2022-05-23,4,7,1,2,94,78.5,20,2,1,74.73,2
2022-05-23,4,8,1,0,171,78.07,20,0,1,75.77,0
2022-05-23,4,9,1,1,276,56.24,5,2,0,60.88,2
2022-05-23,4,10,1,1,78,49.97,15,0,0,46.13,2
2022-05-23,4,11,1,0,294,19.54,10,2,1,19.98,0
2022-05-23,4,12,1,2,109,11.62,10,0,0,7.98,1
2022-05-23,4,13,1,3,20,32.55,5,1,1,35.71,0
2022-05-23,4,14,2,0,364,38.86,0,2,1,41.1,0
2022-05-23,4,15,2,1,49,19.38,10,2,1,17.14,2
2022-05-23,4,16,2,0,87,36.74,15,0,0,39.81,0
2022-05-23,4,17,2,1,28,48.24,15,3,0,46.17,0
2022-05-23,4,18,2,1,65,86.09,15,2,0,86.84,2
2022-05-23,4,19,2,0,318,94.52,5,3,0,91.8,3
2022-05-23,4,20,2,1,31,30.52,5,2,1,31.77,1
2022-05-23,5,1,0,2,57,65.89,10,2,0,62.75,1
2022-05-23,5,2,0,2,53,34.19,0,1,0,36.66,1
2022-05-23,5,3,0,2,27,69.4,5,3,0,73.02,3
2022-05-23,5,4,0,3,65,82.66,0,1,1,86.33,1
2022-05-23,5,5,0,2,124,48.07,0,2,1,44.19,0
2022-05-23,5,6,1,1,295,55.35,5,1,1,54.44,1
2022-05-23,5,7,1,0,228,65.04,5,1,0,65.4,2
2022-05-23,5,8,1,2,17,80.72,15,1,1,79.54,1
2022-05-23,5,9,1,2,4,50.52,10,1,1,46.26,2
2022-05-23,5,10,1,3,222,33.46,5,3,0,37.54,3
2022-05-23,5,11,1,3,192,17.33,5,0,1,12.97,1
2022-05-23,5,12,1,0,42,37.23,0,2,1,39.65,0
2022-05-23,5,13,1,2,52,26.49,20,3,0,28.34,2
2022-05-23,5,14,2,0,64,44.1,10,2,0,43.09,2
2022-05-23,5,15,2,2,87,53.0,0,2,1,51.78,3
2022-05-23,5,16,2,3,86,98.44,10,3,1,98.32,2
2022-05-23,5,17,2,3,59,99.3,5,2,1,102.06,2
2022-05-23,5,18,2,3,36,28.12,5,3,1,23.22,0
2022-05-23,5,19,2,1,53,53.82,15,1,0,55.08,1
2022-05-23,5,20,2,0,191,26.95,5,2,0,26.82,3
2022-05-24,1,1,0,3,173,15.58,10,3,1,11.36,0
2022-05-24,1,2,0,3,56,27.67,15,1,0,27.4,1
2022-05-24,1,3,0,2,243,12.46,20,2,1,8.3,1
2022-05-24,1,4,0,1,162,81.02,10,2,0,81.46,1
2022-05-24,1,5,0,1,108,51.33,5,2,1,55.7,1
2022-05-24,1,6,1,0,2,96.16,5,2,0,91.27,1
2022-05-24,1,7,1,2,231,75.79,10,3,1,74.17,3
2022-05-24,1,8,1,2,36,33.11,5,3,0,31.6,0
2022-05-24,1,9,1,1,204,43.0,15,2,0,38.65,1
2022-05-24,1,10,1,0,398,77.89,15,3,0,78.22,1
2022-05-24,1,11,1,3,228,97.99,0,3,1,99.31,2
2022-05-24,1,12,1,3,46,33.45,5,2,0,29.39,0
