Customer ID,Age,Gender,Location,Region,Size,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases
887,19,Male,Utah,West,S,Summer,3.6,Yes,Express,Yes,Yes,48,Bank Transfer,Monthly
888,70,Male,Minnesota,North,L,Winter,3.3,Yes,2-Day Shipping,Yes,Yes,33,PayPal,Fortnightly
889,49,Male,New Hampshire,North,S,Spring,3.6,Yes,Express,Yes,Yes,44,Cash,Annually
890,59,Male,Arizona,West,S,Autumn,2.8,Yes,Free Shipping,Yes,Yes,50,Venmo,Weekly
891,52,Male,New York,East,S,Spring,4.3,Yes,2-Day Shipping,Yes,Yes,47,Credit Card,Monthly
892,20,Male,Pennsylvania,East,S,Summer,3.9,Yes,Store Pickup,Yes,Yes,24,PayPal,Every 3 Months
893,31,Male,New Mexico,West,L,Summer,2.7,Yes,Free Shipping,Yes,Yes,43,Debit Card,Monthly
894,33,Male,Nebraska,North,M,Spring,4.7,Yes,Express,Yes,Yes,14,Venmo,Monthly
895,44,Male,Wyoming,West,L,Spring,3.8,Yes,Free Shipping,Yes,Yes,3,Debit Card,Quarterly
896,40,Male,Mississippi,South,XL,Spring,4.7,Yes,Next Day Air,Yes,Yes,33,Debit Card,Quarterly
897,69,Male,Arkansas,South,M,Spring,4.7,Yes,Express,Yes,Yes,38,Cash,Fortnightly
898,29,Male,Illinois,North,M,Spring,3.4,Yes,Express,Yes,Yes,46,Venmo,Weekly
899,54,Male,Nevada,West,L,Spring,3.5,Yes,2-Day Shipping,Yes,Yes,19,Bank Transfer,Every 3 Months
900,65,Male,Rhode Island,East,M,Summer,4,Yes,Standard,Yes,Yes,20,PayPal,Annually
901,54,Male,West Virginia,South,L,Autumn,3.3,Yes,Free Shipping,Yes,Yes,42,Bank Transfer,Quarterly
902,60,Male,Missouri,South,L,Summer,4.7,Yes,2-Day Shipping,Yes,Yes,34,Cash,Monthly
903,43,Male,Kentucky,South,M,Summer,2.8,Yes,Next Day Air,Yes,Yes,5,Cash,Monthly
904,44,Male,Washington,West,M,Winter,3.3,Yes,Express,Yes,Yes,3,PayPal,Quarterly
905,69,Male,Alaska,West,L,Spring,2.9,Yes,Free Shipping,Yes,Yes,46,PayPal,Every 3 Months
906,46,Male,Mississippi,South,S,Spring,2.8,Yes,Standard,Yes,Yes,16,Venmo,Annually
907,41,Male,South Carolina,South,M,Spring,4.2,Yes,Standard,Yes,Yes,21,Debit Card,Bi-Weekly
908,32,Male,Missouri,South,L,Winter,4.4,Yes,Express,Yes,Yes,34,Credit Card,Bi-Weekly
909,26,Male,New Jersey,East,M,Winter,3.6,Yes,Free Shipping,Yes,Yes,9,PayPal,Every 3 Months
910,61,Male,Louisiana,South,L,Autumn,2.7,Yes,Express,Yes,Yes,36,PayPal,Weekly
911,49,Male,South Carolina,South,S,Spring,3.4,Yes,Express,Yes,Yes,22,Credit Card,Monthly
912,53,Male,Vermont,North,M,Winter,2.8,Yes,2-Day Shipping,Yes,Yes,2,Bank Transfer,Quarterly
913,24,Male,Arkansas,South,M,Winter,3.4,Yes,Next Day Air,Yes,Yes,32,Bank Transfer,Monthly
914,37,Male,Utah,West,M,Autumn,2.6,Yes,Next Day Air,Yes,Yes,29,Cash,Every 3 Months
915,43,Male,Washington,West,L,Summer,4.1,Yes,Standard,Yes,Yes,27,Venmo,Every 3 Months
916,31,Male,Rhode Island,East,L,Winter,2.9,Yes,Store Pickup,Yes,Yes,33,Credit Card,Fortnightly
917,49,Male,Illinois,North,S,Spring,2.7,Yes,Standard,Yes,Yes,16,Venmo,Monthly
918,69,Male,Missouri,South,M,Spring,3.7,Yes,Standard,Yes,Yes,11,Bank Transfer,Quarterly
919,65,Male,North Carolina,South,M,Spring,4.3,Yes,2-Day Shipping,Yes,Yes,11,Cash,Fortnightly
920,41,Male,Massachusetts,East,L,Winter,2.6,Yes,2-Day Shipping,Yes,Yes,17,Debit Card,Bi-Weekly
921,37,Male,Arkansas,South,XL,Summer,4.3,Yes,Free Shipping,Yes,Yes,37,Cash,Weekly
922,70,Male,South Dakota,North,L,Summer,4.1,Yes,Express,Yes,Yes,18,PayPal,Weekly
923,63,Male,Georgia,South,M,Autumn,4.2,Yes,Standard,Yes,Yes,13,Credit Card,Monthly
924,55,Male,Arkansas,South,M,Spring,4.2,Yes,2-Day Shipping,Yes,Yes,7,PayPal,Weekly
925,52,Male,Kansas,West,XL,Winter,3.1,Yes,Standard,Yes,Yes,37,Cash,Quarterly
926,22,Male,Arizona,West,L,Winter,4.9,Yes,Express,Yes,Yes,8,Cash,Monthly
927,54,Male,Massachusetts,East,XL,Spring,4.4,Yes,Express,Yes,Yes,11,Cash,Bi-Weekly
928,28,Male,New Mexico,West,L,Summer,4.4,Yes,Standard,Yes,Yes,8,Venmo,Bi-Weekly
929,67,Male,Arkansas,South,XL,Winter,3.4,Yes,Store Pickup,Yes,Yes,31,Cash,Every 3 Months
930,59,Male,Nebraska,North,M,Autumn,4.5,Yes,2-Day Shipping,Yes,Yes,26,Debit Card,Fortnightly
931,26,Male,Hawaii,West,L,Autumn,4.5,Yes,Store Pickup,Yes,Yes,20,Credit Card,Bi-Weekly
932,24,Male,Nebraska,North,M,Winter,4.1,Yes,Standard,Yes,Yes,24,Bank Transfer,Fortnightly
933,62,Male,Indiana,North,L,Winter,3.2,Yes,Standard,Yes,Yes,45,Debit Card,Bi-Weekly
934,70,Male,Colorado,West,M,Spring,2.7,Yes,Store Pickup,Yes,Yes,33,Debit Card,Monthly
935,45,Male,Oregon,West,S,Spring,3.7,Yes,Express,Yes,Yes,21,Bank Transfer,Monthly
936,58,Male,Ohio,East,L,Autumn,2.6,Yes,Store Pickup,Yes,Yes,2,Bank Transfer,Fortnightly
937,31,Male,Maine,North,M,Summer,2.7,Yes,Free Shipping,Yes,Yes,28,Cash,Weekly
938,32,Male,Iowa,west,M,Summer,2.7,Yes,Express,Yes,Yes,18,Venmo,Quarterly
939,36,Male,Wisconsin,North,S,Autumn,4.8,Yes,Free Shipping,Yes,Yes,21,Debit Card,Fortnightly
940,25,Male,New York,East,L,Winter,4.8,Yes,Next Day Air,Yes,Yes,24,Credit Card,Monthly
941,48,Male,Colorado,West,S,Spring,2.6,Yes,Store Pickup,Yes,Yes,15,PayPal,Every 3 Months
942,39,Male,Illinois,North,L,Winter,4.5,Yes,2-Day Shipping,Yes,Yes,38,PayPal,Every 3 Months
943,26,Male,Arizona,West,M,Winter,3.2,Yes,Express,Yes,Yes,38,PayPal,Bi-Weekly
944,32,Male,Oklahoma,South,L,Winter,3.8,Yes,Next Day Air,Yes,Yes,13,Venmo,Fortnightly
945,54,Male,Indiana,North,S,Spring,4.8,Yes,Express,Yes,Yes,39,Cash,Bi-Weekly
946,38,Male,Minnesota,North,M,Summer,4.1,Yes,Store Pickup,Yes,Yes,8,Venmo,Every 3 Months
947,46,Male,Pennsylvania,East,XL,Spring,2.8,Yes,Next Day Air,Yes,Yes,4,PayPal,Quarterly
948,57,Male,Indiana,North,M,Winter,3.9,Yes,Store Pickup,Yes,Yes,6,Cash,Every 3 Months
949,49,Male,Alabama,South,L,Summer,4.9,Yes,Express,Yes,Yes,11,Venmo,Every 3 Months
950,33,Male,Montana,West,M,Summer,3.4,Yes,Standard,Yes,Yes,49,Venmo,Monthly
951,54,Male,New Mexico,West,XL,Winter,4.1,Yes,Free Shipping,Yes,Yes,30,PayPal,Quarterly
952,47,Male,Alaska,West,M,Summer,2.9,Yes,Express,Yes,Yes,34,Bank Transfer,Monthly
953,36,Male,Idaho,West,S,Autumn,3.1,Yes,2-Day Shipping,Yes,Yes,28,PayPal,Monthly
954,68,Male,Utah,West,S,Spring,3.6,Yes,2-Day Shipping,Yes,Yes,36,Venmo,Quarterly
955,60,Male,Louisiana,South,S,Autumn,3.5,Yes,Standard,Yes,Yes,18,Credit Card,Every 3 Months
956,55,Male,Mississippi,South,L,Summer,3.4,Yes,Free Shipping,Yes,Yes,4,PayPal,Monthly
957,29,Male,Mississippi,South,XL,Spring,2.9,Yes,2-Day Shipping,Yes,Yes,42,Debit Card,Quarterly
958,38,Male,Indiana,North,XL,Spring,4.7,Yes,Store Pickup,Yes,Yes,11,Cash,Quarterly
959,70,Male,Washington,West,XL,Winter,4.4,Yes,Free Shipping,Yes,Yes,31,Credit Card,Bi-Weekly
960,36,Male,Nevada,West,M,Spring,2.6,Yes,Standard,Yes,Yes,12,Cash,Fortnightly
961,18,Male,Louisiana,South,XL,Spring,4.4,Yes,Standard,Yes,Yes,20,Venmo,Quarterly
962,62,Male,Pennsylvania,East,L,Autumn,3.7,Yes,Next Day Air,Yes,Yes,37,Debit Card,Quarterly
963,29,Male,Michigan,North,L,Spring,4.4,Yes,Standard,Yes,Yes,26,Debit Card,Fortnightly
964,21,Male,South Carolina,South,L,Spring,2.5,Yes,2-Day Shipping,Yes,Yes,14,Credit Card,Weekly
965,42,Male,Arizona,West,M,Spring,2.6,Yes,Next Day Air,Yes,Yes,12,Venmo,Bi-Weekly
966,43,Male,Delaware,East,L,Spring,5,Yes,Store Pickup,Yes,Yes,10,Credit Card,Annually
967,58,Male,Kentucky,South,M,Spring,4.9,Yes,Express,Yes,Yes,19,Cash,Annually
968,27,Male,Georgia,South,S,Summer,3.7,Yes,Store Pickup,Yes,Yes,4,Cash,Weekly
969,57,Male,North Carolina,South,L,Summer,3.1,Yes,Next Day Air,Yes,Yes,48,Bank Transfer,Quarterly
970,40,Male,California,West,S,Autumn,3.2,Yes,Express,Yes,Yes,37,PayPal,Monthly
971,45,Male,California,West,S,Winter,4.4,Yes,Free Shipping,Yes,Yes,4,Cash,Monthly
972,47,Male,Indiana,North,M,Summer,4.3,Yes,Next Day Air,Yes,Yes,15,Credit Card,Weekly
973,61,Male,Colorado,West,L,Winter,3,Yes,Standard,Yes,Yes,33,Credit Card,Weekly
974,60,Male,Colorado,West,M,Autumn,3.5,Yes,2-Day Shipping,Yes,Yes,30,Bank Transfer,Quarterly
975,69,Male,North Carolina,South,M,Spring,3.6,Yes,2-Day Shipping,Yes,Yes,23,Bank Transfer,Monthly
976,58,Male,Washington,West,M,Summer,3.8,Yes,2-Day Shipping,Yes,Yes,2,Bank Transfer,Weekly
977,34,Male,Florida,South,M,Autumn,3.6,Yes,Express,Yes,Yes,50,Credit Card,Every 3 Months
978,20,Male,Washington,West,M,Spring,4.6,Yes,Express,Yes,Yes,34,Cash,Bi-Weekly
979,56,Male,Colorado,West,M,Summer,2.5,Yes,Standard,Yes,Yes,33,Credit Card,Weekly
980,64,Male,New Hampshire,North,S,Autumn,3.5,Yes,Store Pickup,Yes,Yes,34,Debit Card,Monthly
981,56,Male,Maryland,East,S,Spring,4,Yes,Free Shipping,Yes,Yes,39,PayPal,Every 3 Months
982,27,Male,Maryland,East,M,Spring,3.5,Yes,Next Day Air,Yes,Yes,47,Credit Card,Quarterly
983,35,Male,Texas,South,S,Summer,3.2,Yes,Standard,Yes,Yes,37,PayPal,Monthly
984,24,Male,New Mexico,West,L,Winter,3.5,Yes,Free Shipping,Yes,Yes,40,Venmo,Bi-Weekly
985,26,Male,Utah,West,M,Summer,3.4,Yes,Free Shipping,Yes,Yes,8,Credit Card,Bi-Weekly
986,32,Male,West Virginia,South,M,Autumn,5,Yes,Express,Yes,Yes,12,Bank Transfer,Annually
987,54,Male,Connecticut,East,S,Spring,4.5,Yes,Store Pickup,Yes,Yes,36,Bank Transfer,Monthly
988,62,Male,West Virginia,South,M,Summer,2.8,Yes,Express,Yes,Yes,48,PayPal,Weekly
989,50,Male,Ohio,East,M,Winter,4.9,Yes,2-Day Shipping,Yes,Yes,47,PayPal,Fortnightly
990,70,Male,Texas,South,M,Spring,3.1,Yes,Store Pickup,Yes,Yes,2,Bank Transfer,Monthly
991,48,Male,Washington,West,S,Spring,4.8,Yes,Store Pickup,Yes,Yes,24,Cash,Weekly
992,20,Male,Wisconsin,North,XL,Spring,2.7,Yes,Standard,Yes,Yes,40,Bank Transfer,Bi-Weekly
993,46,Male,Louisiana,South,M,Winter,4.6,Yes,Express,Yes,Yes,50,Debit Card,Weekly
994,51,Male,Iowa,west,M,Winter,4.4,Yes,Store Pickup,Yes,Yes,25,Cash,Weekly
995,53,Male,New York,East,L,Autumn,3.2,Yes,Express,Yes,Yes,20,Debit Card,Monthly
996,44,Male,Idaho,West,M,Spring,3,Yes,2-Day Shipping,Yes,Yes,10,Venmo,Weekly
997,29,Male,Delaware,East,L,Summer,4.9,Yes,Standard,Yes,Yes,32,Bank Transfer,Quarterly
998,64,Male,Kentucky,South,M,Spring,3.6,Yes,Express,Yes,Yes,31,Cash,Fortnightly
999,51,Male,Connecticut,East,M,Spring,3.8,Yes,Next Day Air,Yes,Yes,48,Bank Transfer,Bi-Weekly
1000,50,Male,New Mexico,West,L,Spring,2.9,Yes,Standard,Yes,Yes,23,Debit Card,Monthly
1001,43,Male,Georgia,South,M,Winter,3.9,Yes,Express,Yes,Yes,1,Bank Transfer,Bi-Weekly
1002,61,Male,Washington,West,M,Autumn,3.6,Yes,Standard,Yes,Yes,4,Debit Card,Fortnightly
1003,55,Male,North Dakota,North,M,Spring,3.5,Yes,Store Pickup,Yes,Yes,3,Bank Transfer,Bi-Weekly
1004,56,Male,Ohio,East,M,Autumn,4,Yes,Store Pickup,Yes,Yes,3,Cash,Bi-Weekly
1005,33,Male,Tennessee,South,M,Summer,4.8,Yes,2-Day Shipping,Yes,Yes,44,Cash,Annually
1006,43,Male,New York,East,M,Winter,3.9,Yes,Store Pickup,Yes,Yes,5,Debit Card,Bi-Weekly
1007,21,Male,Michigan,North,S,Summer,4.5,Yes,Next Day Air,Yes,Yes,50,Venmo,Quarterly
1008,58,Male,Georgia,South,XL,Spring,4.8,Yes,Standard,Yes,Yes,2,Credit Card,Annually
1009,41,Male,New Mexico,West,M,Spring,2.6,Yes,Store Pickup,Yes,Yes,29,PayPal,Annually
1010,39,Male,Louisiana,South,M,Summer,3.1,Yes,Express,Yes,Yes,11,Venmo,Annually
1011,54,Male,South Dakota,North,XL,Spring,4.7,Yes,2-Day Shipping,Yes,Yes,37,Credit Card,Fortnightly
1012,43,Male,Montana,West,L,Spring,2.9,Yes,Next Day Air,Yes,Yes,32,Debit Card,Fortnightly
1013,28,Male,New Mexico,West,L,Summer,3.8,Yes,Express,Yes,Yes,27,Credit Card,Annually
1014,59,Male,South Carolina,South,XL,Summer,3.8,Yes,2-Day Shipping,Yes,Yes,31,Venmo,Bi-Weekly
1015,28,Male,Ohio,East,M,Summer,3,Yes,Standard,Yes,Yes,36,Debit Card,Fortnightly
1016,68,Male,North Carolina,South,M,Summer,4.1,Yes,Standard,Yes,Yes,34,Cash,Weekly
1017,20,Male,Idaho,West,XL,Summer,3.4,Yes,Express,Yes,Yes,15,Bank Transfer,Every 3 Months
1018,21,Male,Oklahoma,South,L,Autumn,2.5,Yes,Express,Yes,Yes,14,Credit Card,Annually
1019,50,Male,Georgia,South,XL,Spring,4.9,Yes,Next Day Air,Yes,Yes,46,Cash,Weekly
1020,32,Male,Kentucky,South,S,Winter,2.8,Yes,Standard,Yes,Yes,33,Venmo,Bi-Weekly
1021,24,Male,Delaware,East,M,Autumn,4.5,Yes,Express,Yes,Yes,41,Debit Card,Annually
1022,55,Male,Massachusetts,East,S,Winter,4.9,Yes,2-Day Shipping,Yes,Yes,39,PayPal,Weekly
1023,61,Male,Nebraska,North,M,Winter,4.9,Yes,Store Pickup,Yes,Yes,7,Cash,Annually
1024,61,Male,Maine,North,S,Winter,3.5,Yes,Free Shipping,Yes,Yes,29,Bank Transfer,Every 3 Months
1025,28,Male,Pennsylvania,East,M,Summer,3.5,Yes,Free Shipping,Yes,Yes,18,Venmo,Quarterly
1026,60,Male,Nebraska,North,M,Winter,4.9,Yes,Free Shipping,Yes,Yes,15,Credit Card,Annually
1027,49,Male,Virginia,South,L,Winter,3,Yes,Express,Yes,Yes,39,PayPal,Bi-Weekly
1028,33,Male,Ohio,East,L,Summer,2.8,Yes,Next Day Air,Yes,Yes,11,Cash,Monthly
1029,45,Male,Nebraska,North,S,Summer,3.7,Yes,Standard,Yes,Yes,4,Cash,Fortnightly
1030,29,Male,Ohio,East,M,Spring,3.6,Yes,2-Day Shipping,Yes,Yes,33,Venmo,Bi-Weekly
1031,58,Male,Kentucky,South,L,Winter,3.3,Yes,Next Day Air,Yes,Yes,37,Debit Card,Quarterly
1032,22,Male,Tennessee,South,M,Spring,3.4,Yes,Free Shipping,Yes,Yes,32,Cash,Quarterly
1033,55,Male,Maine,North,M,Autumn,4,Yes,Free Shipping,Yes,Yes,44,Credit Card,Quarterly
1034,19,Male,Montana,West,S,Spring,4.6,Yes,Free Shipping,Yes,Yes,41,Bank Transfer,Quarterly
1035,68,Male,Maryland,East,M,Autumn,4.2,Yes,Next Day Air,Yes,Yes,44,Bank Transfer,Weekly
1036,61,Male,Georgia,South,M,Autumn,2.8,Yes,Express,Yes,Yes,32,Venmo,Annually
1037,68,Male,Hawaii,West,M,Autumn,3.7,Yes,2-Day Shipping,Yes,Yes,13,Bank Transfer,Monthly
1038,52,Male,Rhode Island,East,XL,Spring,3.4,Yes,Standard,Yes,Yes,48,Debit Card,Quarterly
1039,41,Male,Nebraska,North,XL,Autumn,3,Yes,Express,Yes,Yes,3,Bank Transfer,Weekly
1040,29,Male,Michigan,North,M,Autumn,4.8,Yes,Standard,Yes,Yes,39,Venmo,Monthly
1041,68,Male,North Carolina,South,S,Autumn,4,Yes,Next Day Air,Yes,Yes,7,Cash,Fortnightly
1042,36,Male,Minnesota,North,M,Summer,4.9,Yes,Next Day Air,Yes,Yes,11,Cash,Fortnightly
1043,55,Male,Maryland,East,M,Spring,4.9,Yes,Next Day Air,Yes,Yes,47,Credit Card,Weekly
1044,28,Male,Hawaii,West,M,Spring,3.3,Yes,2-Day Shipping,Yes,Yes,28,Debit Card,Fortnightly
1045,39,Male,Oregon,West,L,Summer,4.4,Yes,Next Day Air,Yes,Yes,17,Bank Transfer,Every 3 Months
1046,54,Male,New Mexico,West,L,Autumn,3.5,Yes,2-Day Shipping,Yes,Yes,11,PayPal,Bi-Weekly
1047,40,Male,Illinois,North,M,Winter,4.2,Yes,Standard,Yes,Yes,12,Venmo,Annually
1048,31,Male,Utah,West,S,Autumn,4.2,Yes,Standard,Yes,Yes,7,Credit Card,Fortnightly
1049,30,Male,Maine,North,L,Autumn,2.7,Yes,Standard,Yes,Yes,19,Venmo,Fortnightly
1050,45,Male,Virginia,South,S,Autumn,2.8,Yes,Store Pickup,Yes,Yes,24,Cash,Quarterly
1051,48,Male,Florida,South,M,Winter,3.8,Yes,Next Day Air,Yes,Yes,19,Venmo,Monthly
1052,45,Male,Ohio,East,M,Autumn,2.6,Yes,Free Shipping,Yes,Yes,39,PayPal,Annually
1053,60,Male,Virginia,South,XL,Autumn,3,Yes,2-Day Shipping,Yes,Yes,1,Credit Card,Fortnightly
1054,59,Male,Kansas,West,M,Spring,3.3,No,2-Day Shipping,Yes,Yes,10,Debit Card,Bi-Weekly
1055,18,Male,Arkansas,South,L,Winter,4.9,No,Express,Yes,Yes,48,PayPal,Quarterly
1056,70,Male,Massachusetts,East,M,Spring,3.3,No,Next Day Air,Yes,Yes,24,Debit Card,Annually
1057,20,Male,Idaho,West,L,Winter,2.9,No,2-Day Shipping,Yes,Yes,42,Venmo,Fortnightly
1058,65,Male,Wisconsin,North,S,Spring,4.4,No,2-Day Shipping,Yes,Yes,20,Credit Card,Weekly
1059,29,Male,New Mexico,West,L,Summer,3.1,No,Next Day Air,Yes,Yes,49,Bank Transfer,Every 3 Months
1060,22,Male,North Carolina,South,M,Winter,2.5,No,Standard,Yes,Yes,25,Debit Card,Monthly
1061,27,Male,Iowa,west,S,Summer,2.6,No,Next Day Air,Yes,Yes,21,Debit Card,Every 3 Months
1062,36,Male,Idaho,West,M,Summer,4.4,No,Free Shipping,Yes,Yes,12,Venmo,Every 3 Months
1063,59,Male,Ohio,East,M,Autumn,2.6,No,Next Day Air,Yes,Yes,21,Debit Card,Every 3 Months
1064,62,Male,Alabama,South,S,Summer,3.3,No,Free Shipping,Yes,Yes,35,Cash,Monthly
1065,34,Male,Wyoming,West,M,Spring,3.5,No,Express,Yes,Yes,42,Credit Card,Every 3 Months
1066,59,Male,Alabama,South,XL,Spring,4.1,No,Store Pickup,Yes,Yes,3,PayPal,Every 3 Months
1067,49,Male,Mississippi,South,M,Winter,4,No,Store Pickup,Yes,Yes,11,PayPal,Bi-Weekly
1068,18,Male,Pennsylvania,East,S,Summer,2.7,No,2-Day Shipping,Yes,Yes,22,PayPal,Quarterly
1069,55,Male,Wyoming,West,M,Autumn,2.5,No,Standard,Yes,Yes,47,Credit Card,Weekly
1070,38,Male,Maryland,East,XL,Autumn,4.3,No,Next Day Air,Yes,Yes,33,Venmo,Every 3 Months
1071,50,Male,North Carolina,South,M,Summer,3.3,No,Free Shipping,Yes,Yes,50,Debit Card,Weekly
1072,61,Male,Pennsylvania,East,M,Summer,2.6,No,Express,Yes,Yes,46,Credit Card,Monthly
1073,48,Male,Idaho,West,L,Autumn,3.5,No,Express,Yes,Yes,34,Debit Card,Fortnightly
1074,22,Male,California,West,XL,Spring,4,No,Store Pickup,Yes,Yes,33,Credit Card,Monthly
1075,48,Male,Tennessee,South,S,Autumn,2.6,No,Standard,Yes,Yes,45,Bank Transfer,Fortnightly
1076,57,Male,Missouri,South,L,Summer,4.9,No,Next Day Air,Yes,Yes,32,Debit Card,Bi-Weekly
1077,33,Male,North Dakota,North,L,Spring,2.9,No,Standard,Yes,Yes,47,Venmo,Bi-Weekly
1078,58,Male,West Virginia,South,M,Winter,3.7,No,Standard,Yes,Yes,5,PayPal,Quarterly
1079,37,Male,Arizona,West,M,Autumn,4.4,No,Express,Yes,Yes,49,Credit Card,Fortnightly
1080,18,Male,Oklahoma,South,S,Summer,4.4,No,Free Shipping,Yes,Yes,48,Bank Transfer,Monthly
1081,65,Male,Pennsylvania,East,L,Autumn,3.8,No,Express,Yes,Yes,22,Cash,Every 3 Months
1082,62,Male,Idaho,West,XL,Spring,4.5,No,Standard,Yes,Yes,45,Credit Card,Annually
1083,54,Male,South Carolina,South,XL,Winter,2.6,No,Next Day Air,Yes,Yes,30,Venmo,Quarterly
1084,35,Male,Washington,West,L,Summer,3.3,No,Store Pickup,Yes,Yes,43,Cash,Weekly
1085,34,Male,Arkansas,South,S,Autumn,4.1,No,Next Day Air,Yes,Yes,48,Cash,Quarterly
1086,25,Male,Utah,West,M,Winter,3,No,Store Pickup,Yes,Yes,23,Venmo,Fortnightly
1087,53,Male,Alaska,West,M,Winter,3,No,Free Shipping,Yes,Yes,27,PayPal,Bi-Weekly
1088,45,Male,West Virginia,South,S,Winter,3.4,No,Next Day Air,Yes,Yes,7,Bank Transfer,Monthly
1089,49,Male,Louisiana,South,M,Winter,2.7,No,Free Shipping,Yes,Yes,2,PayPal,Weekly
1090,40,Male,Arizona,West,M,Spring,3.8,No,Next Day Air,Yes,Yes,33,PayPal,Bi-Weekly
1091,38,Male,Connecticut,East,M,Spring,4.2,No,Store Pickup,Yes,Yes,27,Cash,Fortnightly
1092,44,Male,North Carolina,South,L,Spring,4.7,No,Store Pickup,Yes,Yes,6,Credit Card,Fortnightly
1093,68,Male,South Dakota,North,L,Spring,4.1,No,2-Day Shipping,Yes,Yes,20,Venmo,Quarterly
1094,60,Male,Delaware,East,S,Winter,4.2,No,2-Day Shipping,Yes,Yes,46,Venmo,Every 3 Months
1095,25,Male,Connecticut,East,M,Winter,4.8,No,Next Day Air,Yes,Yes,25,Cash,Quarterly
1096,19,Male,Tennessee,South,S,Summer,3,No,Free Shipping,Yes,Yes,30,Bank Transfer,Quarterly
1097,57,Male,New Hampshire,North,S,Autumn,2.6,No,Standard,Yes,Yes,48,Credit Card,Annually
1098,58,Male,Vermont,North,M,Summer,3.2,No,Store Pickup,Yes,Yes,47,Bank Transfer,Weekly
1099,49,Male,Idaho,West,S,Spring,3.6,No,Next Day Air,Yes,Yes,27,Credit Card,Weekly
1100,19,Male,North Carolina,South,M,Autumn,2.6,No,Next Day Air,Yes,Yes,45,Bank Transfer,Fortnightly
1101,50,Male,Nevada,West,L,Spring,4.4,No,Express,Yes,Yes,2,Credit Card,Weekly
1102,30,Male,Delaware,East,XL,Autumn,3,No,Free Shipping,Yes,Yes,39,Cash,Fortnightly
1103,52,Male,Texas,South,M,Autumn,2.9,No,Express,Yes,Yes,24,Cash,Fortnightly
1104,35,Male,Tennessee,South,S,Spring,4.3,No,Free Shipping,Yes,Yes,8,Debit Card,Bi-Weekly
1105,35,Male,Delaware,East,M,Autumn,3.1,No,Express,Yes,Yes,8,Bank Transfer,Quarterly
1106,33,Male,Massachusetts,East,S,Spring,3,No,Next Day Air,Yes,Yes,6,Venmo,Every 3 Months
1107,52,Male,Minnesota,North,L,Winter,3.6,No,Store Pickup,Yes,Yes,12,Venmo,Fortnightly
1108,69,Male,Texas,South,M,Autumn,2.8,No,Store Pickup,Yes,Yes,26,Bank Transfer,Weekly
1109,27,Male,Nebraska,North,M,Autumn,2.8,No,Standard,Yes,Yes,50,Cash,Fortnightly
1110,66,Male,Oklahoma,South,L,Winter,4.9,No,Next Day Air,Yes,Yes,2,Venmo,Weekly
1111,28,Male,Texas,South,L,Autumn,3,No,Standard,Yes,Yes,31,Cash,Bi-Weekly
1112,22,Male,New York,East,S,Summer,4.1,No,Next Day Air,Yes,Yes,4,Credit Card,Bi-Weekly
1113,69,Male,Washington,West,XL,Spring,4.6,No,Free Shipping,Yes,Yes,32,PayPal,Quarterly
1114,28,Male,Maryland,East,M,Summer,4.8,No,Next Day Air,Yes,Yes,11,PayPal,Bi-Weekly
1115,55,Male,New Hampshire,North,L,Autumn,2.6,No,Next Day Air,Yes,Yes,47,Bank Transfer,Every 3 Months
1116,30,Male,New York,East,S,Autumn,4,No,2-Day Shipping,Yes,Yes,37,Cash,Weekly
1117,67,Male,Hawaii,West,M,Winter,4.2,No,Express,Yes,Yes,39,PayPal,Fortnightly
1118,25,Male,California,West,L,Spring,4.5,No,Store Pickup,Yes,Yes,24,Credit Card,Monthly
1119,49,Male,Indiana,North,M,Summer,4.9,No,Standard,Yes,Yes,11,PayPal,Every 3 Months
1120,34,Male,Louisiana,South,M,Spring,3.1,No,Standard,Yes,Yes,36,Credit Card,Weekly
1121,22,Male,Pennsylvania,East,M,Winter,4,No,Next Day Air,Yes,Yes,40,Debit Card,Monthly
1122,63,Male,Florida,South,XL,Autumn,3.2,No,Express,Yes,Yes,25,Cash,Quarterly
1123,70,Male,North Carolina,South,S,Spring,4.3,No,2-Day Shipping,Yes,Yes,12,Credit Card,Annually
1124,36,Male,Massachusetts,East,S,Autumn,2.5,No,Store Pickup,Yes,Yes,38,Cash,Monthly
1125,42,Male,Iowa,west,M,Spring,4.9,No,Express,Yes,Yes,40,Cash,Quarterly
1126,27,Male,North Dakota,North,M,Summer,2.7,No,2-Day Shipping,Yes,Yes,10,Bank Transfer,Weekly
1127,23,Male,Iowa,west,L,Winter,3.4,No,Standard,Yes,Yes,47,Venmo,Fortnightly
1128,50,Male,Delaware,East,XL,Spring,4.8,No,Store Pickup,Yes,Yes,22,Debit Card,Monthly
1129,56,Male,New York,East,L,Winter,4.7,No,Next Day Air,Yes,Yes,35,Debit Card,Monthly
1130,37,Male,New Hampshire,North,XL,Winter,4.7,No,Express,Yes,Yes,46,Venmo,Fortnightly
1131,67,Male,Kentucky,South,M,Summer,3.9,No,Standard,Yes,Yes,30,PayPal,Bi-Weekly
1132,67,Male,Illinois,North,M,Spring,3.7,No,Express,Yes,Yes,20,Bank Transfer,Monthly
1133,50,Male,North Carolina,South,S,Spring,4.3,No,Store Pickup,Yes,Yes,25,Cash,Fortnightly
