Date,Store ID,Product ID,Category,Region,Inventory Level,Units Sold,Units Ordered,Demand,Price,Discount,Weather Condition,Holiday/Promotion,Competitor Pricing,Seasonality,Holding Cost per Unit,Lead Time (Days),Ordering Cost,DayOfWeek,DayOfMonth,WeekOfYear,Quarter,Predicted_Demand,Absolute_Error,Percentage_Error
2023-09-01,3,1,3,2,246.0,13,40.0,18.28,96.27,15.0,3,0,99.88,1,9.77,2.0,68.02857226,4,1,35,3,35.0,16.72,91.46608315098467
2023-09-01,5,9,2,4,182.0,76,195.0,88.31,97.88,5.0,4,1,93.13,3,4.33,2.0,68.62528132,4,1,35,3,62.0,26.310000000000002,29.792775450118903
2023-09-01,4,9,2,2,58.0,41,159.0,43.57,17.32,10.0,4,1,14.13,4,4.18,2.0,67.95542149,4,1,35,3,51.0,7.43,17.05301813174202
2023-09-01,2,9,2,3,373.0,46,163.0,57.19,44.22,15.0,1,0,48.8,1,6.95,2.0,62.33589392,4,1,35,3,51.0,6.189999999999998,10.823570554292704
2023-09-01,3,9,2,4,350.0,179,181.0,179.37,21.02,20.0,2,1,18.25,4,5.09,2.0,68.62528132,4,1,35,3,109.0,70.37,39.23175558900597
2023-09-01,4,1,3,1,309.0,168,35.0,180.52,51.4,5.0,4,0,47.53,1,9.03,5.0,44.98160475,4,1,35,3,166.0,14.52000000000001,8.043430090848664
2023-09-01,1,9,2,4,256.0,232,34.0,231.67,74.32,15.0,4,0,71.33,2,4.3,5.0,68.62528132,4,1,35,3,232.0,0.3300000000000125,0.14244399361160812
2023-09-01,5,1,3,3,374.0,208,54.0,218.38,25.4,10.0,3,1,21.02,3,5.91,5.0,53.94633937,4,1,35,3,195.0,23.379999999999995,10.70610861800531
2023-09-02,3,14,1,4,417.0,152,114.0,161.92,72.44,5.0,3,0,68.02,1,6.99,5.0,53.91599915,5,2,35,3,168.0,6.0800000000000125,3.7549407114624587
2023-09-02,2,12,2,2,77.0,72,30.0,63.63,46.73,15.0,1,1,45.26,1,3.75,5.0,56.50089137,5,2,35,3,140.0,76.37,120.02200220022003
2023-09-02,3,12,2,2,315.0,257,142.0,267.83,29.82,15.0,1,1,33.79,1,4.96,5.0,56.50089137,5,2,35,3,246.0,21.829999999999984,8.15069260351715
2023-09-02,2,14,1,1,166.0,110,63.0,110.62,27.65,5.0,4,0,31.31,3,2.14,5.0,67.57995766,5,2,35,3,153.0,42.379999999999995,38.31133610558668
2023-09-02,1,14,1,2,405.0,39,192.0,54.41,98.02,10.0,3,1,100.16,3,5.65,2.0,65.79309402,5,2,35,3,38.0,16.409999999999997,30.159897077743057
2023-09-02,1,10,2,4,339.0,47,33.0,65.91,52.91,10.0,2,1,51.82,1,3.85,5.0,57.36932106,5,2,35,3,117.0,51.09,77.51479289940829
2023-09-02,1,12,2,3,205.0,88,40.0,84.74,72.97,0.0,2,1,71.14,1,7.93,5.0,50.80272085,5,2,35,3,149.0,64.26,75.83195657304698
2023-09-02,4,12,2,2,264.0,247,111.0,256.28,53.95,5.0,2,0,58.39,2,4.16,5.0,56.50089137,5,2,35,3,233.0,23.279999999999973,9.083814577805516
2023-09-02,5,12,2,4,135.0,48,191.0,51.8,50.47,5.0,2,1,54.15,4,7.61,2.0,42.46844304,5,2,35,3,48.0,3.799999999999997,7.335907335907331
2023-09-02,2,11,2,3,352.0,77,164.0,68.68,64.1,5.0,2,1,67.9,4,8.84,2.0,66.37281608,5,2,35,3,70.0,1.3199999999999932,1.9219569015725
2023-09-02,3,10,2,2,311.0,274,51.0,277.92,35.22,5.0,3,1,35.52,4,4.38,5.0,33.90688456,5,2,35,3,246.0,31.920000000000016,11.485319516407605
2023-09-02,1,9,2,1,366.0,92,137.0,101.37,59.53,15.0,2,1,58.63,3,3.97,2.0,32.60206372,5,2,35,3,55.0,46.370000000000005,45.74331656308573
2023-09-02,2,9,2,2,219.0,209,107.0,226.63,86.84,20.0,1,1,87.02,1,3.53,5.0,67.95542149,5,2,35,3,182.0,44.629999999999995,19.69289149715395
2023-09-02,3,9,2,3,116.0,73,168.0,80.61,74.13,10.0,4,0,71.24,4,5.05,2.0,62.33589392,5,2,35,3,56.0,24.61,30.52971095397593
2023-09-02,4,9,2,1,317.0,125,23.0,132.31,68.14,15.0,4,0,65.23,1,9.69,5.0,32.60206372,5,2,35,3,155.0,22.689999999999998,17.14911949210188
2023-09-02,5,9,2,1,465.0,60,27.0,72.52,75.27,10.0,1,0,80.1,2,5.67,5.0,32.60206372,5,2,35,3,114.0,41.480000000000004,57.198014340871495
2023-09-02,5,10,2,4,464.0,193,63.0,207.34,51.34,5.0,1,0,46.53,1,9.13,5.0,57.36932106,5,2,35,3,207.0,0.3400000000000034,0.1639818655348719
2023-09-02,4,10,2,4,474.0,415,70.0,423.21,48.83,20.0,2,0,50.56,3,5.2,5.0,57.36932106,5,2,35,3,360.0,63.20999999999998,14.935847451619761
2023-09-02,2,10,2,4,209.0,175,161.0,188.62,15.03,0.0,4,0,11.73,2,5.12,5.0,57.36932106,5,2,35,3,172.0,16.620000000000005,8.81136676916552
2023-09-02,1,2,3,2,428.0,104,144.0,111.27,49.8,0.0,2,0,53.04,4,14.75,2.0,36.23978081,5,2,35,3,93.0,18.269999999999996,16.41952008627662
2023-09-02,3,2,3,4,73.0,65,108.0,63.57,22.11,0.0,1,1,22.03,3,9.64,2.0,32.32334449,5,2,35,3,54.0,9.57,15.05427088249174
2023-09-02,4,2,3,3,146.0,36,47.0,50.94,40.93,20.0,4,1,36.97,3,5.25,5.0,64.64704583,5,2,35,3,126.0,75.06,147.34982332155477
2023-09-02,5,2,3,4,244.0,109,127.0,112.55,86.4,10.0,4,0,84.61,4,10.1,2.0,32.32334449,5,2,35,3,91.0,21.549999999999997,19.147045757441138
2023-09-02,2,17,1,4,372.0,113,31.0,112.66,72.55,10.0,1,0,76.06,1,3.92,5.0,35.636969,5,2,35,3,140.0,27.340000000000003,24.267708148411153
2023-09-02,5,11,2,2,213.0,58,85.0,52.57,60.26,0.0,1,1,60.17,3,4.49,2.0,49.8070764,5,2,35,3,38.0,14.57,27.71542704964809
2023-09-02,3,11,2,1,64.0,32,20.0,24.22,83.27,10.0,2,0,84.67,2,6.09,5.0,34.88152939,5,2,35,3,131.0,106.78,440.87530966143686
2023-09-02,1,11,2,2,71.0,18,124.0,20.1,84.18,15.0,4,0,87.38,3,5.96,2.0,49.8070764,5,2,35,3,53.0,32.9,163.68159203980096
2023-09-02,2,2,3,1,487.0,324,21.0,326.97,37.23,10.0,3,1,37.22,2,7.14,5.0,36.24074562,5,2,35,3,306.0,20.970000000000027,6.413432424993126
2023-09-02,1,17,1,3,58.0,30,68.0,23.89,64.7,5.0,1,1,60.81,4,5.07,2.0,62.08787923,5,2,35,3,35.0,11.11,46.50481372959397
2023-09-02,3,6,2,2,483.0,314,70.0,305.43,16.03,15.0,2,1,17.05,2,8.24,5.0,35.57975443,5,2,35,3,298.0,7.430000000000007,2.4326359558655035
2023-09-02,4,6,2,4,301.0,236,132.0,242.5,40.7,20.0,3,0,36.76,1,5.38,5.0,41.68578594,5,2,35,3,247.0,4.5,1.8556701030927836
2023-09-02,4,15,1,3,414.0,271,126.0,270.35,50.5,20.0,1,1,52.52,1,3.62,5.0,43.01321323,5,2,35,3,251.0,19.350000000000023,7.157388570371747
2023-09-02,3,15,1,4,318.0,153,22.0,165.54,93.07,20.0,3,0,95.98,2,7.56,5.0,31.80909156,5,2,35,3,177.0,11.460000000000008,6.922798115259157
2023-09-02,2,15,1,3,169.0,86,51.0,77.43,86.87,20.0,3,1,82.29,1,3.73,5.0,43.01321323,5,2,35,3,141.0,63.56999999999999,82.09996125532739
2023-09-02,1,15,1,3,54.0,22,110.0,25.47,68.35,0.0,1,0,73.04,3,6.04,2.0,43.01321323,5,2,35,3,45.0,19.53,76.67844522968198
2023-09-02,1,1,3,3,188.0,8,137.0,6.44,36.75,15.0,1,0,32.87,4,12.21,2.0,53.94633937,5,2,35,3,40.0,33.56,521.1180124223603
2023-09-02,2,1,3,2,182.0,111,191.0,113.48,75.35,10.0,2,0,77.17,4,7.23,2.0,68.02857226,5,2,35,3,84.0,29.480000000000004,25.97814592879803
2023-09-02,3,1,3,3,111.0,36,74.0,30.08,22.75,20.0,2,0,19.47,4,10.71,2.0,53.94633937,5,2,35,3,50.0,19.92,66.22340425531917
2023-09-02,4,1,3,4,144.0,136,48.0,135.16,15.64,0.0,4,0,16.13,1,11.47,5.0,59.27975767,5,2,35,3,154.0,18.840000000000003,13.93903521751998
2023-09-02,5,1,3,3,188.0,166,131.0,177.59,59.46,20.0,2,1,54.58,2,5.49,5.0,53.94633937,5,2,35,3,169.0,8.590000000000003,4.8369840644180435
2023-09-02,1,7,2,3,199.0,33,103.0,41.91,54.16,20.0,2,1,55.38,3,5.82,2.0,50.56937754,5,2,35,3,55.0,13.090000000000003,31.233595800524945
2023-09-02,2,7,2,2,259.0,111,52.0,126.58,45.75,0.0,3,1,50.04,3,3.77,5.0,61.40703846,5,2,35,3,167.0,40.42,31.93237478274609
2023-09-02,3,7,2,4,213.0,8,136.0,19.3,40.74,5.0,1,0,42.44,4,5.01,2.0,37.98695129,5,2,35,3,54.0,34.7,179.79274611398966
2023-09-02,4,7,2,1,457.0,301,124.0,292.54,90.01,5.0,4,0,89.17,3,5.08,5.0,48.24279937,5,2,35,3,265.0,27.54000000000002,9.41409721747454
2023-09-02,5,7,2,2,329.0,0,58.0,-2.54,74.16,20.0,4,0,78.67,3,7.31,2.0,61.40703846,5,2,35,3,42.0,44.54,-1753.543307086614
2023-09-02,1,4,3,1,223.0,219,59.0,209.64,93.51,5.0,4,1,98.0,2,5.04,5.0,63.29770563,5,2,35,3,241.0,31.360000000000014,14.95897729440947
2023-09-02,2,4,3,3,174.0,171,71.0,189.47,62.52,0.0,4,1,58.36,1,14.52,5.0,37.33618039,5,2,35,3,197.0,7.530000000000001,3.9742439436322377
2023-09-02,3,4,3,3,484.0,150,39.0,147.15,22.77,5.0,1,0,24.0,3,6.79,5.0,37.33618039,5,2,35,3,189.0,41.849999999999994,28.44036697247706
2023-09-02,4,4,3,4,101.0,83,199.0,83.4,48.57,5.0,1,0,45.21,4,11.95,2.0,37.27299869,5,2,35,3,80.0,3.4000000000000057,4.0767386091127165
2023-09-02,5,4,3,3,124.0,114,21.0,131.41,83.71,10.0,1,1,88.5,4,10.77,5.0,37.33618039,5,2,35,3,177.0,45.59,34.69294574233316
2023-09-02,1,16,1,3,425.0,38,188.0,44.36,64.2,0.0,4,1,63.28,1,4.81,2.0,44.27013307,5,2,35,3,35.0,9.36,21.100090171325515
2023-09-02,5,6,2,1,380.0,112,108.0,108.12,24.4,5.0,1,1,22.07,2,6.62,5.0,54.47411579,5,2,35,3,187.0,78.88,72.95597484276729
2023-09-02,2,16,1,3,290.0,168,80.0,166.28,54.56,15.0,3,1,52.9,1,6.16,5.0,44.27013307,5,2,35,3,166.0,0.28000000000000114,0.16839066634592323
2023-09-02,4,16,1,4,380.0,305,21.0,317.56,56.15,5.0,4,0,59.55,4,3.7,5.0,63.14950037,5,2,35,3,273.0,44.56,14.031993953898478
2023-09-02,5,18,1,3,480.0,177,98.0,191.86,55.38,20.0,2,0,59.92,2,5.01,5.0,37.94862726,5,2,35,3,196.0,4.139999999999986,2.1578234129052363
2023-09-02,4,18,1,1,119.0,96,180.0,103.88,15.57,0.0,1,0,17.96,4,7.84,2.0,32.98202575,5,2,35,3,70.0,33.879999999999995,32.61455525606468
2023-09-02,3,18,1,3,414.0,324,178.0,315.36,93.87,15.0,2,1,89.43,4,6.1,5.0,37.94862726,5,2,35,3,305.0,10.360000000000014,3.285134449518015
2023-09-02,2,18,1,3,364.0,364,91.0,360.58,33.69,0.0,2,1,31.61,4,3.24,5.0,37.94862726,5,2,35,3,319.0,41.579999999999984,11.531421598535688
2023-09-02,1,18,1,1,448.0,301,78.0,298.36,34.67,15.0,2,0,36.77,3,6.94,5.0,32.98202575,5,2,35,3,261.0,37.360000000000014,12.521785762166516
2023-09-02,4,14,1,1,296.0,171,93.0,190.83,33.95,15.0,3,0,37.84,1,6.82,5.0,67.57995766,5,2,35,3,168.0,22.830000000000013,11.963527747209564
2023-09-02,2,6,2,2,489.0,46,186.0,54.12,16.89,5.0,4,1,13.6,3,8.06,2.0,35.57975443,5,2,35,3,69.0,14.880000000000003,27.494456762749454
2023-09-02,1,6,2,1,428.0,426,198.0,443.88,77.26,10.0,3,0,81.93,2,3.05,5.0,54.47411579,5,2,35,3,379.0,64.88,14.616563035054519
2023-09-02,5,3,3,2,475.0,375,48.0,392.36,73.36,15.0,3,0,71.53,4,12.36,5.0,58.32290311,5,2,35,3,343.0,49.360000000000014,12.58028341319197
2023-09-02,4,3,3,3,372.0,23,150.0,25.65,71.99,10.0,4,1,71.93,2,10.45,2.0,68.79639409,5,2,35,3,36.0,10.350000000000001,40.350877192982466
2023-09-02,3,3,3,1,211.0,187,70.0,181.73,24.3,0.0,2,0,23.45,2,14.95,5.0,54.04460047,5,2,35,3,160.0,21.72999999999999,11.95729929015572
2023-09-02,2,3,3,1,273.0,217,159.0,208.78,48.66,10.0,1,0,52.86,4,13.63,5.0,54.04460047,5,2,35,3,216.0,7.219999999999999,3.458185649966471
2023-09-02,1,3,3,4,196.0,81,70.0,93.05,72.63,10.0,3,1,69.43,1,11.51,5.0,30.82337977,5,2,35,3,131.0,37.95,40.784524449220854
2023-09-02,5,8,2,2,284.0,56,82.0,46.78,31.9,10.0,2,0,31.09,1,8.73,2.0,31.85801651,5,2,35,3,52.0,5.219999999999999,11.158614792646429
2023-09-02,4,8,2,2,366.0,247,113.0,249.14,85.4,15.0,2,1,88.06,4,8.99,5.0,31.85801651,5,2,35,3,225.0,24.139999999999986,9.689331299670863
2023-09-02,3,8,2,1,344.0,15,111.0,8.23,59.16,10.0,1,1,58.33,1,3.04,2.0,53.69658275,5,2,35,3,36.0,27.77,337.42405832320776
2023-09-02,2,8,2,4,195.0,176,142.0,174.97,58.69,20.0,4,0,61.18,4,3.09,5.0,54.30179408,5,2,35,3,166.0,8.969999999999999,5.1265931302509
2023-09-02,1,8,2,1,410.0,112,39.0,124.63,24.17,5.0,4,1,20.71,2,5.8,5.0,53.69658275,5,2,35,3,172.0,47.370000000000005,38.00850517531895
2023-09-02,5,16,1,2,313.0,63,167.0,67.44,33.43,0.0,4,0,34.55,1,2.71,2.0,40.85396127,5,2,35,3,47.0,20.439999999999998,30.30842230130486
2023-09-02,3,16,1,3,300.0,191,142.0,203.78,47.12,10.0,4,0,49.03,4,2.01,5.0,44.27013307,5,2,35,3,176.0,27.78,13.632348611247425
2023-09-02,5,14,1,3,58.0,29,150.0,26.81,39.28,5.0,2,1,35.88,1,5.7,2.0,66.8749694,5,2,35,3,41.0,14.190000000000001,52.92801193584484
2023-09-02,4,11,2,2,113.0,71,41.0,90.68,73.39,10.0,1,0,75.66,2,6.14,5.0,49.8070764,5,2,35,3,123.0,32.31999999999999,35.64181737979708
2023-09-02,4,20,1,3,131.0,120,101.0,111.5,92.67,0.0,4,0,90.6,3,5.37,5.0,34.63476238,5,2,35,3,147.0,35.5,31.838565022421523
2023-09-02,2,20,1,2,178.0,83,104.0,82.93,42.62,10.0,1,0,41.96,3,3.93,2.0,32.96178607,5,2,35,3,49.0,33.93000000000001,40.9140238755577
2023-09-02,3,20,1,1,72.0,54,29.0,48.17,73.24,0.0,3,1,68.76,1,4.91,5.0,60.85081387,5,2,35,3,113.0,64.83,134.58584181025535
2023-09-02,5,15,1,2,382.0,144,79.0,135.95,97.41,15.0,3,1,94.24,2,6.6,5.0,37.8393145,5,2,35,3,183.0,47.05000000000001,34.60831187936743
2023-09-02,1,13,2,4,287.0,103,167.0,100.63,81.83,15.0,1,1,78.98,4,9.32,2.0,68.78338511,5,2,35,3,99.0,1.6299999999999955,1.619795289675043
2023-09-02,2,13,2,4,180.0,84,90.0,77.33,62.73,0.0,4,0,61.38,3,9.48,2.0,68.78338511,5,2,35,3,56.0,21.33,27.583085477822316
2023-09-02,3,13,2,1,276.0,160,64.0,153.22,93.07,10.0,2,1,92.2,4,3.67,5.0,51.86841117,5,2,35,3,164.0,10.780000000000001,7.035635034590785
2023-09-02,5,19,1,3,480.0,355,170.0,361.91,53.33,10.0,1,0,57.3,2,4.87,5.0,59.16028672,5,2,35,3,329.0,32.910000000000025,9.093421016274771
2023-09-02,4,19,1,4,191.0,44,43.0,48.71,69.49,0.0,3,0,65.82,4,3.58,5.0,58.27429375,5,2,35,3,132.0,83.28999999999999,170.99158283719973
2023-09-02,3,19,1,4,256.0,144,199.0,140.89,45.51,15.0,3,1,42.7,3,2.07,2.0,58.27429375,5,2,35,3,118.0,22.889999999999986,16.246717297182194
2023-09-02,1,19,1,2,346.0,342,59.0,361.42,28.4,0.0,4,1,30.31,2,7.7,5.0,62.61845714,5,2,35,3,307.0,54.420000000000016,15.05727408555144
2023-09-02,1,5,3,2,182.0,138,92.0,142.94,34.14,15.0,3,0,33.24,4,8.64,5.0,50.99025727,5,2,35,3,150.0,7.060000000000002,4.939135301525117
2023-09-02,2,19,1,3,363.0,134,115.0,128.26,93.59,15.0,1,1,94.04,3,6.7,5.0,59.16028672,5,2,35,3,172.0,43.74000000000001,34.10260408545144
2023-09-02,2,5,3,1,268.0,133,113.0,127.32,51.6,15.0,4,1,47.95,1,9.24,5.0,42.16968972,5,2,35,3,143.0,15.680000000000007,12.315425699026083
2023-09-02,5,13,2,3,210.0,2,30.0,19.24,37.47,0.0,4,1,36.71,3,9.83,2.0,61.00531293,5,2,35,3,30.0,10.760000000000002,55.925155925155934
2023-09-02,4,13,2,1,190.0,15,182.0,9.2,61.73,0.0,1,0,66.6,4,4.44,2.0,51.86841117,5,2,35,3,35.0,25.8,280.4347826086957
2023-09-02,1,20,1,1,100.0,39,186.0,58.97,48.1,10.0,4,0,50.17,3,5.31,2.0,60.85081387,5,2,35,3,45.0,13.969999999999999,23.690011870442596
2023-09-02,5,20,1,2,149.0,58,122.0,71.06,70.23,10.0,1,0,68.78,3,7.28,2.0,32.96178607,5,2,35,3,39.0,32.06,45.11680270194202
2023-09-02,4,5,3,3,211.0,180,24.0,176.19,60.84,15.0,4,1,64.83,2,6.1,5.0,41.64916561,5,2,35,3,175.0,1.1899999999999977,0.6754072308303524
2023-09-02,5,5,3,2,403.0,141,136.0,155.15,32.31,0.0,3,1,33.06,1,10.1,5.0,50.99025727,5,2,35,3,172.0,16.849999999999994,10.860457621656458
2023-09-02,4,17,1,4,436.0,391,126.0,381.5,20.83,10.0,2,0,16.02,3,4.57,5.0,35.636969,5,2,35,3,340.0,41.5,10.878112712975097
2023-09-02,5,17,1,4,119.0,71,109.0,75.47,26.36,20.0,1,0,30.3,4,4.75,2.0,35.636969,5,2,35,3,57.0,18.47,24.47330064926461
2023-09-02,3,5,3,2,332.0,265,155.0,268.81,74.09,10.0,1,1,77.4,4,9.22,5.0,50.99025727,5,2,35,3,237.0,31.810000000000002,11.833637141475393
2023-09-02,3,17,1,4,417.0,66,173.0,71.89,84.19,5.0,3,1,88.42,1,4.2,2.0,35.636969,5,2,35,3,38.0,33.89,47.1414661288079
2023-09-03,1,13,2,4,272.0,173,88.0,190.09,42.76,0.0,4,0,47.2,4,7.82,5.0,68.78338511,6,3,35,3,159.0,31.090000000000003,16.355410594981326
2023-09-03,2,13,2,3,416.0,217,64.0,221.06,97.67,15.0,3,1,100.34,3,7.07,5.0,61.00531293,6,3,35,3,210.0,11.060000000000002,5.0031665611146305
2023-09-03,3,13,2,2,480.0,165,121.0,157.46,97.21,20.0,3,0,92.98,3,4.84,5.0,37.39417822,6,3,35,3,166.0,8.539999999999992,5.423599644354116
2023-09-03,4,13,2,2,483.0,224,67.0,221.39,69.55,10.0,3,1,66.94,3,7.85,5.0,37.39417822,6,3,35,3,223.0,1.6100000000000136,0.7272234518270987
2023-09-03,5,13,2,2,427.0,375,96.0,386.72,60.18,0.0,2,0,59.3,4,5.51,5.0,37.39417822,6,3,35,3,350.0,36.72000000000003,9.495242035581306
2023-09-03,1,8,2,2,397.0,65,42.0,68.37,92.51,20.0,1,0,95.79,2,7.92,5.0,31.85801651,6,3,35,3,123.0,54.629999999999995,79.90346643264589
2023-09-03,2,3,3,1,485.0,297,79.0,311.28,54.41,20.0,2,0,55.2,2,9.39,5.0,54.04460047,6,3,35,3,280.0,31.279999999999973,10.048830634798245
2023-09-03,3,8,2,4,469.0,361,169.0,359.04,55.52,20.0,1,1,50.71,4,7.39,5.0,54.30179408,6,3,35,3,319.0,40.04000000000002,11.15196078431373
2023-09-03,4,8,2,4,222.0,36,55.0,50.58,79.63,5.0,3,1,82.41,4,9.55,2.0,54.30179408,6,3,35,3,43.0,7.579999999999998,14.986160537761958
2023-09-03,5,8,2,3,215.0,56,198.0,70.28,61.16,15.0,4,1,57.18,2,5.51,2.0,36.82096495,6,3,35,3,69.0,1.2800000000000011,1.8212862834376793
2023-09-03,1,3,3,1,139.0,38,63.0,34.93,12.19,20.0,4,0,7.92,1,12.23,2.0,54.04460047,6,3,35,3,42.0,7.07,20.240480961923847
2023-09-03,2,19,1,2,258.0,135,53.0,126.47,62.16,5.0,2,1,58.7,4,3.83,5.0,62.61845714,6,3,35,3,187.0,60.53,47.861152842571364
2023-09-03,5,16,1,4,342.0,138,90.0,154.53,17.07,0.0,4,0,14.82,1,2.01,5.0,63.14950037,6,3,35,3,180.0,25.47,16.48223645894001
2023-09-03,3,3,3,4,442.0,1,67.0,11.48,93.19,10.0,4,0,90.84,4,14.5,2.0,30.82337977,6,3,35,3,54.0,42.519999999999996,370.383275261324
2023-09-03,4,3,3,1,204.0,111,174.0,105.28,26.65,5.0,4,0,27.45,4,13.77,2.0,54.04460047,6,3,35,3,102.0,3.280000000000001,3.11550151975684
2023-09-03,5,3,3,1,70.0,12,134.0,24.34,99.23,5.0,2,0,96.16,3,14.83,2.0,54.04460047,6,3,35,3,62.0,37.66,154.72473294987674
2023-09-03,1,19,1,4,428.0,171,81.0,166.46,25.57,0.0,3,1,22.53,1,7.58,5.0,58.27429375,6,3,35,3,185.0,18.539999999999992,11.137810885498013
2023-09-03,1,18,1,1,365.0,45,125.0,60.22,53.95,10.0,3,0,57.52,2,4.58,2.0,32.98202575,6,3,35,3,64.0,3.780000000000001,6.276984390567919
2023-09-03,2,18,1,3,449.0,156,174.0,149.77,30.47,20.0,2,0,31.82,4,4.0,2.0,37.94862726,6,3,35,3,111.0,38.77000000000001,25.886359083928696
2023-09-03,3,18,1,2,459.0,126,106.0,134.53,76.82,5.0,2,1,72.87,1,6.98,5.0,69.47547746,6,3,35,3,183.0,48.47,36.029138482122946
2023-09-03,4,18,1,2,443.0,177,121.0,175.72,65.58,0.0,3,1,61.26,3,2.21,5.0,69.47547746,6,3,35,3,181.0,5.280000000000001,3.0047803323469164
2023-09-03,2,8,2,3,152.0,20,72.0,26.8,68.65,20.0,3,1,65.93,4,5.11,2.0,36.82096495,6,3,35,3,45.0,18.2,67.91044776119402
2023-09-03,4,16,1,3,347.0,268,92.0,276.13,79.72,10.0,3,0,80.17,3,4.33,5.0,44.27013307,6,3,35,3,254.0,22.129999999999995,8.014341071234563
2023-09-03,5,14,1,4,453.0,440,54.0,443.84,47.26,15.0,2,0,50.87,3,3.11,5.0,53.91599915,6,3,35,3,351.0,92.83999999999997,20.917447728911316
2023-09-03,2,16,1,1,194.0,6,198.0,16.07,43.88,20.0,1,1,46.15,3,4.27,2.0,45.54709159,6,3,35,3,51.0,34.93,217.3615432482887
2023-09-03,3,15,1,2,98.0,61,177.0,51.29,42.57,20.0,2,0,39.86,4,6.36,2.0,37.8393145,6,3,35,3,51.0,0.28999999999999915,0.5654123610840304
2023-09-03,4,15,1,3,221.0,127,187.0,142.71,83.17,0.0,4,0,87.11,3,7.28,2.0,43.01321323,6,3,35,3,83.0,59.71000000000001,41.8400952981571
2023-09-03,5,15,1,2,315.0,179,184.0,171.96,25.72,0.0,3,1,23.32,4,2.33,2.0,37.8393145,6,3,35,3,94.0,77.96000000000001,45.33612468015818
2023-09-03,1,7,2,4,433.0,162,179.0,177.32,16.18,0.0,2,1,18.74,3,8.99,2.0,37.98695129,6,3,35,3,104.0,73.32,41.34897360703812
2023-09-03,2,7,2,4,434.0,184,32.0,183.71,44.21,15.0,2,0,45.28,1,3.33,5.0,37.98695129,6,3,35,3,179.0,4.710000000000008,2.563823417342555
2023-09-03,3,7,2,3,224.0,11,183.0,26.25,88.41,15.0,4,0,83.44,3,7.33,2.0,50.56937754,6,3,35,3,50.0,23.75,90.47619047619048
2023-09-03,4,7,2,2,291.0,124,71.0,120.51,12.98,20.0,3,0,13.17,1,4.0,5.0,61.40703846,6,3,35,3,162.0,41.489999999999995,34.4286781179985
2023-09-03,5,7,2,1,308.0,192,126.0,195.7,96.64,5.0,3,1,99.08,4,6.8,5.0,48.24279937,6,3,35,3,185.0,10.699999999999989,5.46755237608584
2023-09-03,2,17,1,4,302.0,92,112.0,111.17,33.41,10.0,4,0,32.52,3,7.66,2.0,35.636969,6,3,35,3,68.0,43.17,38.83241881802645
2023-09-03,1,17,1,3,398.0,62,94.0,56.42,40.49,20.0,1,0,41.93,3,3.97,2.0,62.08787923,6,3,35,3,63.0,6.579999999999998,11.662531017369723
2023-09-03,1,4,3,1,107.0,77,109.0,92.04,61.88,20.0,3,1,63.7,3,5.56,2.0,63.29770563,6,3,35,3,65.0,27.040000000000006,29.378531073446336
2023-09-03,2,4,3,1,158.0,77,169.0,72.07,53.32,10.0,3,1,49.58,3,12.28,2.0,63.29770563,6,3,35,3,49.0,23.069999999999993,32.010545303177466
2023-09-03,3,4,3,3,127.0,91,198.0,92.36,69.58,0.0,2,1,73.45,2,9.98,2.0,37.33618039,6,3,35,3,51.0,41.36,44.781290601992204
2023-09-03,4,4,3,3,249.0,139,42.0,139.46,18.52,5.0,1,0,19.55,1,10.68,5.0,37.33618039,6,3,35,3,162.0,22.539999999999992,16.16234045604474
2023-09-03,5,4,3,3,270.0,169,78.0,178.3,78.04,20.0,2,1,77.32,4,9.1,5.0,37.33618039,6,3,35,3,158.0,20.30000000000001,11.385305664610215
2023-09-03,2,15,1,2,172.0,150,147.0,165.98,33.87,5.0,1,1,30.18,3,7.99,5.0,37.8393145,6,3,35,3,173.0,7.02000000000001,4.2294252319556636
2023-09-03,3,16,1,1,279.0,219,52.0,214.21,49.29,5.0,4,0,46.71,3,2.65,5.0,45.54709159,6,3,35,3,224.0,9.789999999999992,4.57028149946314
2023-09-03,1,15,1,4,67.0,11,113.0,21.67,57.62,5.0,1,0,55.49,3,3.21,2.0,31.80909156,6,3,35,3,44.0,22.33,103.04568527918781
2023-09-03,4,17,1,2,107.0,8,200.0,18.42,99.89,20.0,3,0,103.58,1,7.9,2.0,51.70784333,6,3,35,3,49.0,30.58,166.01520086862104
2023-09-03,1,16,1,2,245.0,39,66.0,47.5,62.48,20.0,3,1,61.83,3,5.39,2.0,40.85396127,6,3,35,3,50.0,2.5,5.263157894736842
2023-09-03,5,19,1,4,419.0,10,194.0,8.97,95.1,5.0,3,0,91.44,3,4.82,2.0,58.27429375,6,3,35,3,50.0,41.03,457.41360089186173
2023-09-03,4,19,1,4,212.0,100,134.0,119.54,53.63,5.0,3,1,49.31,1,2.41,2.0,58.27429375,6,3,35,3,91.0,28.540000000000006,23.874853605487704
2023-09-03,3,19,1,3,177.0,149,166.0,147.22,71.51,15.0,4,1,75.97,1,7.36,2.0,59.16028672,6,3,35,3,104.0,43.22,29.357424263007744
2023-09-03,1,1,3,3,100.0,62,114.0,67.44,88.6,15.0,4,0,87.85,2,13.68,2.0,53.94633937,6,3,35,3,41.0,26.439999999999998,39.20521945432977
