Sales ID,Date,Store ID,Product ID,Product_Name,Category,Region,Units Sold,Price,Discount,Weather Condition,Holiday/Promotion,Competitor Pricing,Seasonality,Customer ID
16127,6/11/2022,2,7,Shirt,Clothing,East,63,87.61,5,Snowy,0,85.35,Summer,312
16128,6/11/2022,2,8,Jeans,Clothing,East,318,56.05,0,Sunny,1,51.47,Summer,1235
16129,6/11/2022,2,9,Trousers,Clothing,North,122,47.13,20,Snowy,1,50.18,Winter,694
16130,6/11/2022,2,10,T-shirt,Clothing,North,131,93.78,10,Snowy,0,97.63,Autumn,2176
16131,6/11/2022,2,11,Shorts,Clothing,West,187,74.32,15,Snowy,1,76.58,Winter,1387
16132,6/11/2022,2,12,Skirt,Clothing,East,42,19.48,15,Rainy,1,21.88,Spring,1304
16133,6/11/2022,2,13,Saree,Clothing,East,137,91.49,0,Cloudy,1,88.84,Spring,995
16134,6/11/2022,2,14,Bag,Accessories,North,29,48.51,20,Snowy,0,45.53,Spring,980
16135,6/11/2022,2,15,Belt,Accessories,North,162,59.78,15,Sunny,0,62.37,Winter,2120
16136,6/11/2022,2,16,Gloves,Accessories,North,12,57.84,5,Sunny,1,62.7,Winter,2813
16137,6/11/2022,2,17,Fragrances,Accessories,East,263,32.67,15,Rainy,0,33.83,Spring,3574
16138,6/11/2022,2,18,Wristwear,Accessories,East,33,59.75,20,Snowy,1,62.67,Winter,3881
16139,6/11/2022,2,19,Sunglasses,Accessories,North,341,28.02,10,Cloudy,0,24.01,Spring,2149
16140,6/11/2022,2,20,Hat,Accessories,East,290,31.17,0,Rainy,1,34.55,Summer,3881
16141,6/11/2022,3,1,Coat,Outerwear,East,199,95.01,10,Snowy,1,96.47,Spring,2202
16142,6/11/2022,3,2,Hoodie,Outerwear,South,81,25.84,10,Rainy,0,21.8,Autumn,3266
16143,6/11/2022,3,3,Jacket,Outerwear,North,46,21.38,20,Cloudy,0,16.89,Summer,3043
16144,6/11/2022,3,4,Overcoat,Outerwear,North,263,59.33,5,Rainy,1,64.06,Autumn,3257
16145,6/11/2022,3,5,Blazer,Outerwear,East,158,78.51,5,Sunny,0,81.35,Winter,2018
16146,6/11/2022,3,6,Blouse,Clothing,North,402,46.24,0,Snowy,0,43.05,Winter,1619
16147,6/11/2022,3,7,Shirt,Clothing,East,42,50.82,10,Rainy,0,50.2,Summer,3064
16148,6/11/2022,3,8,Jeans,Clothing,North,139,47.54,5,Sunny,0,49.6,Spring,2642
16149,6/11/2022,3,9,Trousers,Clothing,North,109,41.44,5,Snowy,1,37.99,Autumn,3537
16150,6/11/2022,3,10,T-shirt,Clothing,East,201,71.89,15,Rainy,0,70.86,Spring,1043
16151,6/11/2022,3,11,Shorts,Clothing,South,66,89.71,5,Snowy,0,90.09,Winter,2269
16152,6/11/2022,3,12,Skirt,Clothing,North,287,20.95,5,Cloudy,1,20.11,Autumn,3876
16153,6/11/2022,3,13,Saree,Clothing,East,31,88.46,20,Snowy,1,86.92,Winter,2108
16154,6/11/2022,3,14,Bag,Accessories,East,337,53.36,20,Sunny,0,50.06,Autumn,1725
16155,6/11/2022,3,15,Belt,Accessories,East,52,12.22,20,Cloudy,1,15.14,Autumn,462
16156,6/11/2022,3,16,Gloves,Accessories,North,66,20.38,0,Sunny,0,23.62,Autumn,2846
16157,6/11/2022,3,17,Fragrances,Accessories,North,347,52.98,0,Snowy,1,55.71,Spring,3899
16158,6/11/2022,3,18,Wristwear,Accessories,East,303,61.74,5,Rainy,0,58.35,Summer,2341
16159,6/11/2022,3,19,Sunglasses,Accessories,East,163,64.54,10,Cloudy,0,68.52,Autumn,2501
16160,6/11/2022,3,20,Hat,Accessories,West,13,77.03,0,Rainy,1,77.05,Spring,1489
16161,6/11/2022,4,1,Coat,Outerwear,North,10,63.97,0,Rainy,0,63.82,Winter,2382
16162,6/11/2022,4,2,Hoodie,Outerwear,West,87,12.5,5,Cloudy,1,16.69,Spring,2098
16163,6/11/2022,4,3,Jacket,Outerwear,West,21,55.89,10,Snowy,1,56.62,Autumn,1254
16164,6/11/2022,4,4,Overcoat,Outerwear,South,190,51.28,0,Rainy,1,53.23,Summer,3726
16165,6/11/2022,4,5,Blazer,Outerwear,North,103,84.67,15,Sunny,1,86.56,Spring,543
16166,6/11/2022,4,6,Blouse,Clothing,West,91,38.52,15,Snowy,0,33.87,Summer,2517
16167,6/11/2022,4,7,Shirt,Clothing,West,119,45.27,15,Sunny,0,40.37,Summer,832
16168,6/11/2022,4,8,Jeans,Clothing,North,23,69.13,15,Snowy,1,70.71,Spring,684
16169,6/11/2022,4,9,Trousers,Clothing,South,209,42.11,0,Cloudy,0,46.77,Winter,2427
16170,6/11/2022,4,10,T-shirt,Clothing,East,116,86.29,10,Sunny,1,85.83,Summer,424
16171,6/11/2022,4,11,Shorts,Clothing,West,250,30.88,10,Cloudy,1,30.96,Winter,2283
16172,6/11/2022,4,12,Skirt,Clothing,West,148,65.37,0,Rainy,0,70.02,Summer,3207
16173,6/11/2022,4,13,Saree,Clothing,South,42,40.66,5,Snowy,0,42.7,Spring,3245
16174,6/11/2022,4,14,Bag,Accessories,East,386,38.73,20,Rainy,0,42.3,Autumn,1719
16175,6/11/2022,4,15,Belt,Accessories,North,84,11.41,15,Cloudy,0,6.74,Spring,2511
16176,6/11/2022,4,16,Gloves,Accessories,East,6,96.56,0,Rainy,0,95.07,Autumn,2853
16177,6/11/2022,4,17,Fragrances,Accessories,South,38,98.7,5,Rainy,0,99.18,Spring,1050
16178,6/11/2022,4,18,Wristwear,Accessories,East,3,98.31,0,Snowy,1,96.18,Spring,2505
16179,6/11/2022,4,19,Sunglasses,Accessories,West,186,35.41,0,Snowy,0,31.09,Autumn,400
16180,6/11/2022,4,20,Hat,Accessories,North,54,40.43,5,Cloudy,1,39.96,Winter,1437
16181,6/11/2022,5,1,Coat,Outerwear,East,158,21.7,0,Sunny,0,22.46,Summer,3343
16182,6/11/2022,5,2,Hoodie,Outerwear,West,84,67.75,15,Rainy,1,68.73,Winter,2935
16183,6/11/2022,5,3,Jacket,Outerwear,East,19,60.04,0,Rainy,0,56.66,Summer,1461
16184,6/11/2022,5,4,Overcoat,Outerwear,East,134,79.35,20,Snowy,1,77.78,Summer,1475
16185,6/11/2022,5,5,Blazer,Outerwear,South,282,54.59,0,Rainy,0,51.84,Spring,3807
16186,6/11/2022,5,6,Blouse,Clothing,North,86,25.41,5,Sunny,1,20.87,Spring,2
16187,6/11/2022,5,7,Shirt,Clothing,South,77,25.41,10,Sunny,0,21.09,Autumn,1737
16188,6/11/2022,5,8,Jeans,Clothing,East,20,75.96,15,Sunny,1,78.13,Summer,2284
16189,6/11/2022,5,9,Trousers,Clothing,South,40,69.48,5,Cloudy,1,71.55,Autumn,21
16190,6/11/2022,5,10,T-shirt,Clothing,North,16,44.63,10,Cloudy,1,43.53,Winter,1634
16191,6/11/2022,5,11,Shorts,Clothing,East,136,32.78,15,Sunny,1,29.87,Autumn,1280
16192,6/11/2022,5,12,Skirt,Clothing,East,124,36.31,20,Cloudy,1,38.3,Winter,1853
16193,6/11/2022,5,13,Saree,Clothing,West,98,40.99,20,Rainy,1,42.48,Winter,1704
16194,6/11/2022,5,14,Bag,Accessories,North,82,47.01,0,Snowy,0,46.09,Summer,3018
16195,6/11/2022,5,15,Belt,Accessories,West,123,38.94,20,Snowy,0,35.94,Winter,2473
16196,6/11/2022,5,16,Gloves,Accessories,South,236,84.04,20,Snowy,0,81.7,Winter,1293
16197,6/11/2022,5,17,Fragrances,Accessories,West,203,39.78,0,Sunny,1,37.06,Summer,1569
16198,6/11/2022,5,18,Wristwear,Accessories,North,55,41.48,15,Cloudy,1,40.66,Winter,3100
16199,6/11/2022,5,19,Sunglasses,Accessories,West,44,95.9,5,Sunny,1,90.96,Winter,1044
16200,6/11/2022,5,20,Hat,Accessories,North,199,70.75,5,Cloudy,1,70.31,Autumn,1202
16201,6/12/2022,1,1,Coat,Outerwear,South,315,37.8,15,Cloudy,1,35.55,Winter,65
16202,6/12/2022,1,2,Hoodie,Outerwear,West,61,67.38,15,Snowy,0,70.2,Summer,1159
16203,6/12/2022,1,3,Jacket,Outerwear,East,102,88.12,15,Cloudy,0,83.9,Summer,1953
16204,6/12/2022,1,4,Overcoat,Outerwear,East,90,69.29,15,Sunny,1,66.23,Summer,3793
16205,6/12/2022,1,5,Blazer,Outerwear,East,98,31.63,0,Rainy,1,32.89,Autumn,1852
16206,6/12/2022,1,6,Blouse,Clothing,West,65,11.23,10,Snowy,0,8.96,Autumn,3108
16207,6/12/2022,1,7,Shirt,Clothing,East,172,86.77,15,Sunny,0,88.3,Autumn,3259
16208,6/12/2022,1,8,Jeans,Clothing,East,70,78.09,10,Snowy,1,73.7,Summer,2733
16209,6/12/2022,1,9,Trousers,Clothing,East,74,98.39,10,Sunny,1,102.74,Autumn,2439
16210,6/12/2022,1,10,T-shirt,Clothing,South,25,77.78,10,Cloudy,1,77.25,Autumn,2603
16211,6/12/2022,1,11,Shorts,Clothing,East,49,71.96,20,Rainy,0,67.39,Winter,405
16212,6/12/2022,1,12,Skirt,Clothing,East,156,26.19,5,Snowy,1,27.35,Summer,3573
16213,6/12/2022,1,13,Saree,Clothing,East,7,47.97,0,Snowy,0,47.5,Summer,806
16214,6/12/2022,1,14,Bag,Accessories,East,74,78.75,5,Sunny,0,79.02,Spring,779
16215,6/12/2022,1,15,Belt,Accessories,South,200,22.31,0,Sunny,0,26.01,Winter,724
16216,6/12/2022,1,16,Gloves,Accessories,North,53,47.28,20,Snowy,1,48.15,Summer,3849
16217,6/12/2022,1,17,Fragrances,Accessories,West,82,19.95,0,Rainy,0,21.92,Winter,3878
16218,6/12/2022,1,18,Wristwear,Accessories,North,79,18.28,0,Sunny,1,15.49,Winter,3263
16219,6/12/2022,1,19,Sunglasses,Accessories,South,79,53.8,15,Snowy,0,50.98,Summer,1036
16220,6/12/2022,1,20,Hat,Accessories,West,247,70.32,0,Cloudy,1,75.04,Summer,3315
16221,6/12/2022,2,1,Coat,Outerwear,West,385,83.57,15,Snowy,1,86.75,Spring,1729
16222,6/12/2022,2,2,Hoodie,Outerwear,North,29,22.24,0,Rainy,1,18.43,Winter,3437
16223,6/12/2022,2,3,Jacket,Outerwear,South,44,34.87,10,Sunny,1,35.84,Summer,124
16224,6/12/2022,2,4,Overcoat,Outerwear,South,362,65.65,10,Cloudy,0,68.99,Summer,2798
16225,6/12/2022,2,5,Blazer,Outerwear,East,161,80.21,15,Rainy,1,81.69,Summer,130
16226,6/12/2022,2,6,Blouse,Clothing,North,79,21.63,5,Sunny,0,25.35,Autumn,2900
16227,6/12/2022,2,7,Shirt,Clothing,South,26,11.33,20,Sunny,0,9.9,Autumn,2076
16228,6/12/2022,2,8,Jeans,Clothing,North,89,49.24,0,Rainy,0,48.68,Winter,1215
16229,6/12/2022,2,9,Trousers,Clothing,West,92,97.9,20,Cloudy,1,96.6,Autumn,2785
16230,6/12/2022,2,10,T-shirt,Clothing,South,14,97.77,15,Cloudy,0,97.65,Spring,572
16231,6/12/2022,2,11,Shorts,Clothing,South,340,53.73,20,Snowy,1,51.08,Spring,3178
16232,6/12/2022,2,12,Skirt,Clothing,West,57,89.79,10,Cloudy,1,94.59,Summer,598
16233,6/12/2022,2,13,Saree,Clothing,West,196,91.69,10,Rainy,1,92.02,Winter,3892
16234,6/12/2022,2,14,Bag,Accessories,East,79,40.29,0,Sunny,1,44.72,Winter,3031
16235,6/12/2022,2,15,Belt,Accessories,West,62,60.28,15,Rainy,0,63.14,Summer,2030
16236,6/12/2022,2,16,Gloves,Accessories,South,338,55.6,0,Cloudy,1,57.82,Summer,631
16237,6/12/2022,2,17,Fragrances,Accessories,West,250,87.63,15,Cloudy,1,87,Summer,905
16238,6/12/2022,2,18,Wristwear,Accessories,West,57,16.16,15,Snowy,1,20.61,Spring,1062
16239,6/12/2022,2,19,Sunglasses,Accessories,North,269,55.07,0,Snowy,1,52.38,Winter,1812
16240,6/12/2022,2,20,Hat,Accessories,West,21,43.23,0,Sunny,0,42.37,Autumn,2257
16241,6/12/2022,3,1,Coat,Outerwear,West,0,28.52,15,Rainy,1,27.62,Winter,1543
16242,6/12/2022,3,2,Hoodie,Outerwear,West,27,83.3,0,Rainy,0,84.07,Winter,3307
16243,6/12/2022,3,3,Jacket,Outerwear,East,123,71.56,0,Sunny,1,66.77,Summer,3310
16244,6/12/2022,3,4,Overcoat,Outerwear,West,81,69.16,5,Sunny,1,67.67,Autumn,2512
16245,6/12/2022,3,5,Blazer,Outerwear,North,139,36.82,10,Snowy,0,39.45,Spring,307
16246,6/12/2022,3,6,Blouse,Clothing,South,175,21.4,0,Sunny,0,24.28,Autumn,756
16247,6/12/2022,3,7,Shirt,Clothing,West,48,38.31,15,Sunny,1,41.99,Winter,2691
16248,6/12/2022,3,8,Jeans,Clothing,East,146,98.63,0,Cloudy,1,100.76,Summer,2541
16249,6/12/2022,3,9,Trousers,Clothing,North,158,84.97,20,Snowy,0,87.3,Autumn,506
16250,6/12/2022,3,10,T-shirt,Clothing,South,21,88.4,0,Rainy,0,87.53,Winter,2975
16251,6/12/2022,3,11,Shorts,Clothing,East,43,93.93,0,Rainy,0,97.53,Autumn,940
16252,6/12/2022,3,12,Skirt,Clothing,North,290,95.59,15,Snowy,1,95.13,Winter,3131
16253,6/12/2022,3,13,Saree,Clothing,North,48,38.05,15,Snowy,1,35.42,Spring,2533
16254,6/12/2022,3,14,Bag,Accessories,North,126,82.66,5,Cloudy,1,82.93,Spring,3773
16255,6/12/2022,3,15,Belt,Accessories,South,300,16.11,10,Snowy,1,20.59,Summer,2452
16256,6/12/2022,3,16,Gloves,Accessories,North,271,19.66,5,Snowy,1,22.54,Autumn,2057
16257,6/12/2022,3,17,Fragrances,Accessories,North,7,85.1,15,Sunny,1,82.48,Winter,2417
16258,6/12/2022,3,18,Wristwear,Accessories,East,34,30.83,5,Cloudy,1,31.63,Spring,2021
16259,6/12/2022,3,19,Sunglasses,Accessories,South,53,37.36,15,Rainy,0,36.52,Autumn,2158
16260,6/12/2022,3,20,Hat,Accessories,South,236,14.57,0,Rainy,1,17.52,Spring,3346
16261,6/12/2022,4,1,Coat,Outerwear,East,179,28.59,15,Cloudy,0,24.03,Summer,3799
16262,6/12/2022,4,2,Hoodie,Outerwear,East,346,73.11,20,Cloudy,1,74.13,Winter,1606
16263,6/12/2022,4,3,Jacket,Outerwear,North,108,79.09,10,Sunny,0,81.44,Winter,3116
16264,6/12/2022,4,4,Overcoat,Outerwear,West,28,60.52,10,Rainy,1,63.41,Winter,383
16265,6/12/2022,4,5,Blazer,Outerwear,South,12,79.02,20,Snowy,1,79.89,Summer,2770
16266,6/12/2022,4,6,Blouse,Clothing,North,41,96.77,15,Snowy,0,98.97,Winter,1874
16267,6/12/2022,4,7,Shirt,Clothing,North,193,15.1,5,Sunny,0,14.55,Spring,3254
16268,6/12/2022,4,8,Jeans,Clothing,North,98,33.75,5,Sunny,0,31.45,Summer,740
16269,6/12/2022,4,9,Trousers,Clothing,South,129,90.58,20,Snowy,1,93.23,Autumn,3040
16270,6/12/2022,4,10,T-shirt,Clothing,North,12,55.31,5,Rainy,0,52,Winter,715
16271,6/12/2022,4,11,Shorts,Clothing,East,41,35.89,10,Sunny,0,36.79,Winter,2292
16272,6/12/2022,4,12,Skirt,Clothing,North,17,82.52,10,Snowy,0,77.87,Autumn,3481
16273,6/12/2022,4,13,Saree,Clothing,North,138,15.35,15,Cloudy,0,19.4,Spring,1364
16274,6/12/2022,4,14,Bag,Accessories,South,188,33.28,5,Rainy,1,30.72,Autumn,858
16275,6/12/2022,4,15,Belt,Accessories,South,46,97.47,0,Rainy,0,96.14,Winter,3889
16276,6/12/2022,4,16,Gloves,Accessories,North,106,47.99,20,Cloudy,0,47.86,Winter,1626
16277,6/12/2022,4,17,Fragrances,Accessories,West,65,46.04,15,Snowy,0,47.13,Spring,1394
16278,6/12/2022,4,18,Wristwear,Accessories,North,53,31.73,0,Cloudy,0,28.59,Spring,1007
16279,6/12/2022,4,19,Sunglasses,Accessories,East,2,70.93,20,Sunny,1,73.24,Summer,2854
16280,6/12/2022,4,20,Hat,Accessories,West,144,66.98,15,Snowy,1,62.21,Autumn,3668
16281,6/12/2022,5,1,Coat,Outerwear,North,108,91.33,0,Rainy,0,91.29,Summer,1011
16282,6/12/2022,5,2,Hoodie,Outerwear,East,64,29.93,15,Snowy,0,29.29,Summer,2688
16283,6/12/2022,5,3,Jacket,Outerwear,East,142,53.52,15,Sunny,0,50.31,Autumn,806
16284,6/12/2022,5,4,Overcoat,Outerwear,West,70,35.59,5,Snowy,1,38.31,Autumn,1090
16285,6/12/2022,5,5,Blazer,Outerwear,West,206,35.31,0,Sunny,1,36.29,Summer,2397
16286,6/12/2022,5,6,Blouse,Clothing,North,376,28.99,5,Rainy,0,29.99,Autumn,209
16287,6/12/2022,5,7,Shirt,Clothing,North,17,72.56,15,Cloudy,0,72.3,Autumn,515
16288,6/12/2022,5,8,Jeans,Clothing,North,84,79.59,0,Sunny,0,81.16,Spring,1007
16289,6/12/2022,5,9,Trousers,Clothing,South,11,55.83,0,Rainy,1,55.55,Winter,2931
16290,6/12/2022,5,10,T-shirt,Clothing,South,183,22.52,0,Snowy,0,25.49,Winter,2432
16291,6/12/2022,5,11,Shorts,Clothing,East,49,79.39,20,Snowy,0,74.8,Spring,3416
16292,6/12/2022,5,12,Skirt,Clothing,South,293,39.72,20,Sunny,0,44.67,Autumn,1080
16293,6/12/2022,5,13,Saree,Clothing,South,26,12.77,10,Rainy,0,13.37,Winter,2881
16294,6/12/2022,5,14,Bag,Accessories,North,13,27.87,20,Sunny,1,32.43,Winter,3383
16295,6/12/2022,5,15,Belt,Accessories,North,13,19.28,0,Snowy,0,16.4,Summer,730
16296,6/12/2022,5,16,Gloves,Accessories,West,48,99.35,20,Cloudy,1,94.93,Spring,3185
16297,6/12/2022,5,17,Fragrances,Accessories,East,383,74.38,5,Snowy,0,76.7,Summer,3756
16298,6/12/2022,5,18,Wristwear,Accessories,South,3,27.03,0,Rainy,0,29.91,Winter,2280
16299,6/12/2022,5,19,Sunglasses,Accessories,North,31,98.91,5,Snowy,0,101.67,Autumn,1835
16300,6/12/2022,5,20,Hat,Accessories,South,125,23.72,10,Snowy,1,21.66,Autumn,1978
16301,6/13/2022,1,1,Coat,Outerwear,West,58,55.8,20,Snowy,0,58.37,Autumn,3282
16302,6/13/2022,1,2,Hoodie,Outerwear,East,182,67.74,15,Snowy,0,70,Autumn,3262
16303,6/13/2022,1,3,Jacket,Outerwear,East,240,73.43,20,Cloudy,0,71.53,Winter,3673
16304,6/13/2022,1,4,Overcoat,Outerwear,East,219,56.45,5,Rainy,1,52.78,Summer,424
16305,6/13/2022,1,5,Blazer,Outerwear,South,38,20.48,20,Sunny,0,19.37,Spring,2960
16306,6/13/2022,1,6,Blouse,Clothing,South,63,64.26,10,Cloudy,1,59.75,Winter,2193
16307,6/13/2022,1,7,Shirt,Clothing,West,135,19.92,0,Rainy,1,19.45,Spring,2898
16308,6/13/2022,1,8,Jeans,Clothing,North,111,27.41,15,Rainy,1,30.35,Autumn,3271
16309,6/13/2022,1,9,Trousers,Clothing,West,283,49.64,0,Rainy,0,48.03,Summer,371
16310,6/13/2022,1,10,T-shirt,Clothing,North,214,11.73,0,Cloudy,0,8.11,Autumn,3815
16311,6/13/2022,1,11,Shorts,Clothing,West,106,70.18,10,Rainy,1,67.49,Summer,2701
16312,6/13/2022,1,12,Skirt,Clothing,East,152,59.81,10,Snowy,1,64,Autumn,650
16313,6/13/2022,1,13,Saree,Clothing,North,68,93.44,20,Cloudy,1,97.74,Summer,1591
16314,6/13/2022,1,14,Bag,Accessories,South,167,70.68,15,Rainy,1,69,Spring,2575
16315,6/13/2022,1,15,Belt,Accessories,West,303,92.9,20,Sunny,0,91.84,Spring,3630
16316,6/13/2022,1,16,Gloves,Accessories,East,305,42.31,5,Sunny,1,40.33,Winter,2021
16317,6/13/2022,1,17,Fragrances,Accessories,North,125,79.46,15,Rainy,0,74.63,Winter,1847
16318,6/13/2022,1,18,Wristwear,Accessories,North,78,42.34,0,Cloudy,1,45.81,Spring,2218
16319,6/13/2022,1,19,Sunglasses,Accessories,North,127,37.96,20,Sunny,1,33.64,Winter,3866
16320,6/13/2022,1,20,Hat,Accessories,East,131,12.65,20,Sunny,0,15.58,Winter,2867
16321,6/13/2022,2,1,Coat,Outerwear,East,422,97.12,20,Rainy,1,93.44,Autumn,159
16322,6/13/2022,2,2,Hoodie,Outerwear,North,46,80.86,5,Rainy,1,82.76,Winter,3024
16323,6/13/2022,2,3,Jacket,Outerwear,North,14,32.13,20,Snowy,0,30.51,Autumn,1003
16324,6/13/2022,2,4,Overcoat,Outerwear,East,53,85.69,0,Sunny,0,86.44,Summer,256
16325,6/13/2022,2,5,Blazer,Outerwear,East,57,84.65,20,Sunny,0,87.79,Spring,2945
16326,6/13/2022,2,6,Blouse,Clothing,South,36,31.45,10,Sunny,0,31.11,Winter,3785
16327,6/13/2022,2,7,Shirt,Clothing,West,68,10.44,0,Sunny,0,13.85,Winter,1337
16328,6/13/2022,2,8,Jeans,Clothing,East,131,92.91,20,Snowy,1,97.66,Summer,2295
16329,6/13/2022,2,9,Trousers,Clothing,West,30,90.11,20,Cloudy,1,94.62,Winter,1408
16330,6/13/2022,2,10,T-shirt,Clothing,West,34,98.86,5,Rainy,0,99.75,Spring,2465
16331,6/13/2022,2,11,Shorts,Clothing,South,161,10.98,10,Rainy,0,12.3,Summer,923
16332,6/13/2022,2,12,Skirt,Clothing,West,160,86.39,10,Sunny,1,87.23,Winter,136
16333,6/13/2022,2,13,Saree,Clothing,West,361,35.64,0,Snowy,1,33.06,Spring,3182
16334,6/13/2022,2,14,Bag,Accessories,South,319,85.14,10,Sunny,1,86.82,Summer,3851
16335,6/13/2022,2,15,Belt,Accessories,North,89,69.55,15,Snowy,0,68.35,Summer,876
16336,6/13/2022,2,16,Gloves,Accessories,South,80,32.79,20,Rainy,1,28.92,Winter,100
16337,6/13/2022,2,17,Fragrances,Accessories,East,15,22.53,0,Sunny,0,27.21,Winter,2199
16338,6/13/2022,2,18,Wristwear,Accessories,East,277,43.41,10,Rainy,1,39.87,Spring,3718
16339,6/13/2022,2,19,Sunglasses,Accessories,East,53,39.7,15,Snowy,0,36.1,Autumn,1752
16340,6/13/2022,2,20,Hat,Accessories,East,179,21.36,5,Snowy,1,23.73,Summer,3308
16341,6/13/2022,3,1,Coat,Outerwear,West,81,46.13,5,Cloudy,0,43.61,Winter,1790
16342,6/13/2022,3,2,Hoodie,Outerwear,West,257,81.86,20,Sunny,0,79.89,Autumn,624
16343,6/13/2022,3,3,Jacket,Outerwear,East,79,94.18,0,Snowy,1,98.42,Summer,1128
16344,6/13/2022,3,4,Overcoat,Outerwear,East,33,27.78,15,Sunny,0,25.66,Autumn,396
16345,6/13/2022,3,5,Blazer,Outerwear,East,17,21.47,15,Rainy,0,19.04,Spring,1853
16346,6/13/2022,3,6,Blouse,Clothing,West,19,60.36,15,Sunny,1,58.48,Summer,1983
16347,6/13/2022,3,7,Shirt,Clothing,West,347,47.11,10,Sunny,0,44.52,Spring,2209
16348,6/13/2022,3,8,Jeans,Clothing,North,90,57.06,15,Snowy,1,57.33,Spring,2355
16349,6/13/2022,3,9,Trousers,Clothing,South,79,86.67,20,Rainy,1,85.99,Spring,3039
16350,6/13/2022,3,10,T-shirt,Clothing,North,446,33.09,5,Cloudy,1,32.73,Spring,3104
16351,6/13/2022,3,11,Shorts,Clothing,East,323,31.2,5,Sunny,0,30.9,Summer,333
16352,6/13/2022,3,12,Skirt,Clothing,West,1,44.37,20,Rainy,1,46.04,Autumn,3823
16353,6/13/2022,3,13,Saree,Clothing,East,156,63.02,10,Snowy,0,58.5,Autumn,1719
16354,6/13/2022,3,14,Bag,Accessories,South,123,10.78,20,Sunny,1,8.5,Autumn,422
16355,6/13/2022,3,15,Belt,Accessories,North,0,26.99,20,Snowy,0,29.9,Winter,2615
16356,6/13/2022,3,16,Gloves,Accessories,East,68,47.59,5,Rainy,0,49.89,Summer,1921
16357,6/13/2022,3,17,Fragrances,Accessories,North,190,53.02,15,Rainy,0,55.16,Spring,2370
16358,6/13/2022,3,18,Wristwear,Accessories,North,300,34.43,5,Snowy,0,35.69,Summer,2349
16359,6/13/2022,3,19,Sunglasses,Accessories,West,299,96.94,0,Rainy,1,98.68,Autumn,151
16360,6/13/2022,3,20,Hat,Accessories,East,186,22.48,10,Rainy,0,25.41,Summer,1203
16361,6/13/2022,4,1,Coat,Outerwear,North,23,89.52,0,Rainy,1,91.07,Autumn,428
16362,6/13/2022,4,2,Hoodie,Outerwear,North,170,39.06,0,Snowy,1,41.08,Winter,1539
16363,6/13/2022,4,3,Jacket,Outerwear,North,127,49.79,20,Snowy,1,48.29,Summer,1451
16364,6/13/2022,4,4,Overcoat,Outerwear,North,4,83.03,20,Rainy,1,84.28,Winter,1626
16365,6/13/2022,4,5,Blazer,Outerwear,North,153,48.44,5,Sunny,0,52.82,Spring,3100
16366,6/13/2022,4,6,Blouse,Clothing,East,1,61.29,5,Snowy,0,57.47,Spring,2029
16367,6/13/2022,4,7,Shirt,Clothing,West,24,19.34,15,Cloudy,0,22.35,Autumn,1488
16368,6/13/2022,4,8,Jeans,Clothing,West,335,38.77,20,Snowy,0,36.08,Winter,3707
16369,6/13/2022,4,9,Trousers,Clothing,North,146,19.99,15,Sunny,1,17.89,Summer,587
16370,6/13/2022,4,10,T-shirt,Clothing,West,47,96.78,5,Rainy,0,97.42,Spring,1086
16371,6/13/2022,4,11,Shorts,Clothing,North,12,22.51,5,Sunny,1,23.53,Spring,3849
16372,6/13/2022,4,12,Skirt,Clothing,North,0,90.6,15,Rainy,1,92.54,Winter,2566
16373,6/13/2022,4,13,Saree,Clothing,West,96,25.38,15,Rainy,1,25.49,Summer,799
16374,6/13/2022,4,14,Bag,Accessories,West,175,79.48,0,Sunny,0,83.4,Winter,1538
16375,6/13/2022,4,15,Belt,Accessories,South,58,10.09,0,Snowy,1,13.98,Winter,3034
16376,6/13/2022,4,16,Gloves,Accessories,South,16,58.59,5,Sunny,1,57.01,Spring,1512
16377,6/13/2022,4,17,Fragrances,Accessories,East,139,30.48,10,Rainy,1,33.42,Summer,600
16378,6/13/2022,4,18,Wristwear,Accessories,South,229,94.38,20,Rainy,0,98.2,Winter,91
16379,6/13/2022,4,19,Sunglasses,Accessories,West,146,63.33,0,Sunny,1,64.06,Spring,2986
16380,6/13/2022,4,20,Hat,Accessories,North,121,17.54,0,Sunny,1,19.68,Winter,587
16381,6/13/2022,5,1,Coat,Outerwear,East,380,63.45,0,Sunny,0,58.47,Summer,2678
16382,6/13/2022,5,2,Hoodie,Outerwear,West,84,59.28,10,Snowy,0,57.54,Autumn,3243
16383,6/13/2022,5,3,Jacket,Outerwear,West,31,37.01,5,Cloudy,0,32.35,Summer,887
16384,6/13/2022,5,4,Overcoat,Outerwear,West,5,40.58,20,Snowy,0,41.71,Summer,178
16385,6/13/2022,5,5,Blazer,Outerwear,North,92,61.96,15,Rainy,1,57.19,Winter,3257
16386,6/13/2022,5,6,Blouse,Clothing,West,105,97.39,15,Snowy,0,92.65,Spring,1505
16387,6/13/2022,5,7,Shirt,Clothing,West,99,41.42,10,Cloudy,0,36.78,Autumn,3236
16388,6/13/2022,5,8,Jeans,Clothing,South,169,93.86,10,Cloudy,1,90.58,Autumn,2305
16389,6/13/2022,5,9,Trousers,Clothing,North,301,29.71,0,Sunny,0,32.67,Summer,2612
16390,6/13/2022,5,10,T-shirt,Clothing,East,108,76.55,0,Rainy,1,77.81,Autumn,3480
16391,6/13/2022,5,11,Shorts,Clothing,North,170,92.1,5,Snowy,0,87.61,Summer,2087
